編號,土地位置,土地移轉面積平方公尺,使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPRNMLQJLHJGFAU76DA,須美基段,8.81,非都市：鄉村區 ; 非都市編定：乙種建築用地,4,1,持分移轉,02230000
RPXNMLQJLHJGFAU37DA,林森段,18.54,都市：住,10000,167,持分移轉,01610000
RPPNMLQJLHJGFAU56DA,加灣段,418.00,非都市：一般農業區 ; 非都市編定：農牧用地,2,1,持分移轉,08160000
RPUNMLQJLHJGFAU07DA,仁義段,15.78,都市：住,10000,76,持分移轉,07550000
RPTNMLOJLHJGFAU76DA,樹人段,29.26,都市：商,10000,403,持分移轉,05350004
RPWNMLKKJHJGFAU56DA,富國段,6.58,都市：商,10000,153,持分移轉,01290000
RPPNMLLKJHJGFAU68EA,壽農段,1320.03,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,10490000
RPPNMLPKJHJGFCU66EA,玉昌段,189.00,都市：其他:商業區,1,1,全筆移轉,16440000
RPWNMLPKJHJGFAU07DA,路內段,52.75,都市：住,100000,1024,持分移轉,03740000
RPVNMLQKJHJGFAU07DA,永安段,30.83,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,2122,持分移轉,02750006
RPWNMLQKJHJGFAU17DA,主商段,12.76,都市：商,100000,607,持分移轉,07070000
RPPNMLSKJHJGFAU76EA,嘉新段,41.00,都市：農,1,1,全筆移轉,05480000
RPUNMLRKJHJGFAU07DA,明義段,36.27,都市：住,1650,190,持分移轉,00440000
RPUNMLRKJHJGFAU07DA,明義段,1.73,都市：住,1650,190,持分移轉,00440001
RPSNMLTKJHJGFAU07DA,主商段,61.00,都市：其他:商業區,1,1,全筆移轉,01720000
RPSNMLTKJHJGFAU07DA,主商段,12.00,都市：其他:商業區,1,1,全筆移轉,01720001
RPWOMLLKJHJGFAU76DA,富國段,27.51,都市：住,10000,407,持分移轉,00770000
RPUNMLLKJHJGFAU09DA,碧雲段,138.00,都市：住,1,1,全筆移轉,05980067
RPPNMLSKJHJGFCU86DA,泰林段,10663.86,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,12130000
RPOOMLMLJHJGFAU78DA,慈濟段,789.21,都市：農,1,1,全筆移轉,00140000
RPRPMLNLJHJGFAU66DA,裕民段,41.00,都市：住,2,1,持分移轉,01230021
RPPOMLMLJHJGFAU88DA,富國段,21.69,都市：住,26,1,持分移轉,04960000
RPPOMLMLJHJGFAU88DA,富國段,2.66,都市：住,15800,266,持分移轉,04960002
RPQNMLSKJHJGFCU96DA,泰林段,1679.42,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,12070000
RPQNMLSKJHJGFCU96DA,泰林段,6358.96,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,12120000
RPVOMLNLJHJGFAU96DA,宜安段,85.00,都市：其他:住宅區,1,1,全筆移轉,02130000
RPPNMLMLJHJGFAU78DA,自強段,6.03,都市：住,10000,170,持分移轉,03840000
RPVOMLNLJHJGFAU96DA,宜安段,10.00,都市：其他:道路用地,1,1,全筆移轉,02140000
RPPNMLMLJHJGFAU78DA,自強段,3.49,都市：住,10000,170,持分移轉,03850000
RPRNMLMLJHJGFAU98DA,仁禮段,89.00,都市：農,1,1,全筆移轉,10570001
RPXPMLNLJHJGFAU27DA,樹林段,84.42,非都市：一般農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,02620000
RPWNMLOLJHJGFAU07DA,民勤段,38.00,都市：住,1,1,全筆移轉,07640000
RPOOMLSKJHJGFAU66DA,民享段,22.61,都市：住,10000,106,持分移轉,12060000
RPQNMLLKJHJGFAU68DA,自強段,13.39,都市：住,33100,1339,持分移轉,05720001
RPQNMLOLJHJGFCU66DA,哈拉灣段,1109.77,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,03790000
RPVNMLPLJHJGFAU07DA,自強段,5.63,都市：住,10000,34,持分移轉,00140000
RPQNMLPLJHJGFCU76DA,中平段,189.77,,1,1,全筆移轉,01170001
RPSNMLPLJHJGFAU76DA,民享段,17.63,都市：商,10000,173,持分移轉,18000000
RPROMLSKJHJGFAU96DA,主商段,30.03,都市：住,10000,544,持分移轉,09740000
RPPQMLNLJHJGFAU56DA,樹人段,4.99,都市：商,10000,274,持分移轉,07000000
RPPQMLNLJHJGFAU56DA,樹人段,4.55,都市：商,10000,274,持分移轉,07010000
RPPNMLNLJHJGFBU98DA,大安段,4.00,都市：其他:住宅區,1,1,全筆移轉,10050001
RPSNMLQLJHJGFCU07DA,明里段,2948.50,非都市：河川區 ; 非都市編定：農牧用地,1,1,全筆移轉,00030000
RPOOMLQLJHJGFAU56DA,碧雲段,93.00,都市：住,1,1,全筆移轉,00580002
RPRNMLTJJHJGFAU86DA,富國段,3.00,都市：商,10000,18,持分移轉,03090000
RPXNMLTJJHJGFAU47DA,民意段,81.00,都市：住,1,1,全筆移轉,08260041
RPPNMLQLJHJGFCU76DA,新莊段,1614.25,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,00960000
RPPNMLQLJHJGFCU76DA,新莊段,2500.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,00990001
RPPNMLOLJHJGFBU09DA,大安段,82.00,都市：其他:商業區,1,1,全筆移轉,18170000
RPQNMLTLJHJGFCU17DA,舊田段,421.61,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,09220000
RPXNMLPKJHJGFAU17DA,牛山段,325.21,非都市：風景區 ; 非都市編定：丙種建築用地,1,1,全筆移轉,01940000
RPXNMLPKJHJGFAU17DA,牛山段,322.59,非都市：風景區 ; 非都市編定：丙種建築用地,1,1,全筆移轉,01960000
RPWNMLRKJHJGFAU27DA,富國段,8.51,都市：住,10000,60,持分移轉,01570000
RPPOMLNLJHJGFAU98DA,民享段,4.52,都市：商,10000,64,持分移轉,14990000
RPSPMLOLJHJGFAU86DA,樹人段,8.13,都市：商,10000,35,持分移轉,06350000
RPSPMLOLJHJGFAU86DA,樹人段,7.58,都市：住,10000,35,持分移轉,06390000
RPROMLTKJHJGFAU07DA,裕民段,13.06,都市：商,100000,1893,持分移轉,04660000
RPPOMLPLJHJGFAU56DA,國股段,90.00,都市：住,1,1,全筆移轉,04510017
RPPNMLQLJHJGFBU66DA,大安段,818.00,都市：其他:住宅區,1,1,全筆移轉,15990001
RPOOMLPLJHJGFAU09DA,林森段,258.00,都市：其他:住宅區,1,1,全筆移轉,02180000
RPUNMLQLJHJGFCU27DA,源北段,343.22,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,1,1,全筆移轉,05350000
RPPNMLKMJHJGFCU88DA,六十石山段,695.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,09460000
RPPNMLKMJHJGFCU88DA,六十石山段,1016.24,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,09490000
RPSNMLOLJHJGFCU86DA,古風段,402.00,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,100,67,持分移轉,09150000
RPOOMLNLJHJGFAU88DA,慈惠段,119.40,都市：住,1,1,全筆移轉,05610006
RPXOMLOLJHJGFAU27DA,東升段,13.50,非都市：鄉村區 ; 非都市編定：乙種建築用地,4,3,持分移轉,08660000
RPXOMLOLJHJGFAU27DA,東升段,36.75,非都市：鄉村區 ; 非都市編定：乙種建築用地,4,3,持分移轉,08680000
RPQNMLKMJHJGFAU78DA,民意段,140.00,都市：住,1,1,全筆移轉,02290000
RPRNMLQLJHJGFAU76DA,東升段,4.50,非都市：鄉村區 ; 非都市編定：乙種建築用地,4,1,持分移轉,08660000
RPRNMLQLJHJGFAU76DA,東升段,12.25,非都市：鄉村區 ; 非都市編定：乙種建築用地,4,1,持分移轉,08680000
RPRNMLQLJHJGFAU76DA,東升段,142.00,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,08790000
RPRNMLKMJHJGFAU88DA,國興段,67.19,,1,1,全筆移轉,04240001
RPRNMLKMJHJGFAU88DA,國興段,49.77,,1,1,全筆移轉,04270003
RPPNMLKMJHJGFBU78DA,豐仁段,240.66,非都市：風景區 ; 非都市編定：農牧用地,1,1,全筆移轉,07810007
RPTNMLQLJHJGFCU17DA,禹東段,5421.00,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,01450000
RPPNMLTLJHJGFCU07DA,永良段,12.02,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,03620000
RPPNMLTLJHJGFCU07DA,永良段,100.00,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,03630000
RPRNMLKMJHJGFCU09DA,萬寧段,84.36,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,04690001
RPPOMLKKJHJGFAU58DA,慶豐段,77.00,都市：住,1,1,全筆移轉,10360028
RPPOMLKKJHJGFAU58DA,慶豐段,32.00,都市：住,1,1,全筆移轉,10360029
RPTNMLLKJHJGFAU98DA,民勤段,136.00,都市：住,1,1,全筆移轉,01680000
RPSNMLKMJHJGFCU56DA,玉璞段,167.00,都市：其他:住宅區,1,1,全筆移轉,34770001
RPQOMLKMJHJGFAU88DA,樹人段,31.62,都市：住,8,1,持分移轉,01810011
RPPNMLKMJHJGFAU68DA,民意段,12.21,都市：住,100000,1255,持分移轉,06480000
RPROMLKMJHJGFAU98DA,順安段,760.47,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,06950000
RPPNMLKMJHJGFAU68DA,民意段,8.63,都市：住,100000,1255,持分移轉,06510000
RPSNMLLJKHJGFAU88DA,富國段,7.91,都市：住,10000,192,持分移轉,00570000
RPTNMLLJKHJGFAU98DA,慈惠段,27.41,都市：住,15,1,持分移轉,05440000
RPTNMLLJKHJGFAU98DA,慈惠段,85.30,都市：住,1,1,全筆移轉,05440002
RPSNMLQLJHJGFBU96DA,鳳信段,463.90,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,04950000
RPTNMLLJKHJGFBU09DA,大安段,75.00,都市：其他:商業區,1,1,全筆移轉,18290000
RPOOMLRKJHJGFAU56DA,豐裡段,2441.35,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,17230000
RPUNMLKMJHJGFAU56DA,太昌段,70.69,都市：農,10000,1142,持分移轉,09260010
RPUOMLSKJHJGFAU27DA,主權段,12.04,都市：住,10000,345,持分移轉,13630002
RPRNMLLJKHJGFAU78DA,福安段,52.00,都市：住,1,1,全筆移轉,13940004
RPRNMLLJKHJGFAU78DA,福安段,43.00,都市：住,1,1,全筆移轉,14000005
RPQNMLLMJHJGFBU98DA,中興段,2068.76,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,01410000
RPPNMLLMJHJGFCU98DA,玉昌段,34.60,都市：其他:住宅區,1000,79,持分移轉,15950000
RPQNMLMJKHJGFCU98DA,玉里段,4787.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,28950000
RPSNMLMJKHJGFAU98DA,樹人段,33.80,都市：住,10,1,持分移轉,00700001
RPOOMLLMJHJGFAU78DA,永興段,27.66,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,10400001
RPOOMLLMJHJGFAU78DA,永興段,119.51,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,10410001
RPROMLPLJHJGFAU76DA,富國段,30.61,都市：住,54,3,持分移轉,04120002
RPXNMLMJKHJGFAU86DA,主權段,22.71,都市：住,10000,44,持分移轉,11810000
RPRNMLTLJHJGFCU27DA,中平段,618.68,都市：其他:鐵路用地,1,1,全筆移轉,02180000
RPXNMLMJKHJGFAU86DA,主權段,.21,都市：住,10000,44,持分移轉,11810001
RPRPMLMJKHJGFAU09DA,富國段,21.69,都市：住,26,1,持分移轉,04960000
RPRPMLMJKHJGFAU09DA,富國段,2.66,都市：住,15800,266,持分移轉,04960002
RPPNMLPJKHJGFAU98DA,富國段,4.28,都市：住,10000,53,持分移轉,04810000
RPRNMLMJKHJGFCU09DA,太平段,3480.00,非都市：山坡地保育區 ; 非都市編定：林業用地,1,1,全筆移轉,06700000
RPRNMLMJKHJGFCU09DA,太平段,16270.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,07950000
RPRNMLMJKHJGFCU09DA,太平段,6780.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,09360000
RPOOMLKMJHJGFAU68DA,富國段,16.23,都市：住,10000,644,持分移轉,00610001
RPTOMLMJKHJGFAU56DA,慈惠段,53.48,都市：住,1,1,全筆移轉,01520001
RPTPMLMJKHJGFAU66DA,莊敬段,3.15,都市：住,10000,153,持分移轉,05340001
RPTPMLMJKHJGFAU66DA,莊敬段,1.84,都市：住,10000,153,持分移轉,05350012
RPTPMLMJKHJGFAU66DA,莊敬段,1.91,都市：住,10000,153,持分移轉,05350013
RPRNMLPJKHJGFAU56DA,太昌段,61.00,都市：住,1,1,全筆移轉,03110000
RPPNMLQLJHJGFCU86EA,玉城段,160.00,都市：其他:住宅區,1,1,全筆移轉,07510032
RPUNMLLJKHJGFBU56DA,北林段,603.79,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,00430003
RPUPMLMJKHJGFAU76DA,裕民段,10.41,都市：住,10000,125,持分移轉,04350000
RPQNMLQKJHJGFAU56DA,民意段,15.90,都市：住,10000,51,持分移轉,08190000
RPVOMLMJKHJGFAU76DA,國風段,51.00,都市：住,1,1,全筆移轉,14140000
RPQOMLMLJHJGFAU98DA,樹人段,19.05,都市：商,1000,44,持分移轉,05330000
RPQOMLMLJHJGFAU98DA,樹人段,55.66,都市：商,1000,44,持分移轉,05350000
RPPOMLPJKHJGFAU09DA,慈濟段,1198.62,都市：農,1,1,全筆移轉,00110000
RPWNMLNLJHJGFAU96DA,慈惠段,128.25,都市：住,1,1,全筆移轉,05610013
RPROMLNLJHJGFAU56DA,慈惠段,119.40,都市：住,1,1,全筆移轉,05610005
RPPNMLOKKHJGFAU98DA,吳全段,700.00,都市：農,1,1,全筆移轉,07460009
RPQNMLPJKHJGFBU66EA,支亞干段,193.75,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,11500000
RPPNMLPKKHJGFAU09DA,三農段,1471.31,非都市：一般農業區 ; 非都市編定：農牧用地,2,1,持分移轉,01420003
RPXNMLMKJHJGFAU86DA,富國段,5.64,都市：商,16000,320,持分移轉,02380004
RPTOMLPKJHJGFAU86DA,福祥段,.10,都市：住,28710,1,持分移轉,09970000
RPTOMLPJKHJGFAU86DA,富國段,4.25,都市：住,10000,310,持分移轉,05300000
RPTOMLPJKHJGFAU86DA,富國段,4.25,都市：住,10000,310,持分移轉,05300001
RPVOMLPKKHJGFAU17DA,福祥段,17.80,都市：住,28710,178,持分移轉,09970000
RPUNMLRJKHJGFAU07DA,太昌段,115.00,都市：住,1,1,全筆移轉,15260003
RPTNMLSKJHJGFAU07DA,光輝段,871.77,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04020000
RPTNMLSKJHJGFAU07DA,光輝段,869.65,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04060000
RPTNMLSKJHJGFAU07DA,光輝段,764.10,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04070000
RPTNMLSKJHJGFAU07DA,光輝段,701.22,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04080000
RPTNMLSKJHJGFAU07DA,光輝段,613.02,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04090000
RPTNMLSKJHJGFAU07DA,光輝段,1242.58,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04150000
RPTNMLSKJHJGFAU07DA,光輝段,1102.76,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04160000
RPTNMLSKJHJGFAU07DA,光輝段,1055.71,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04170000
RPTNMLSKJHJGFAU07DA,光輝段,1147.82,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04180000
RPTNMLSKJHJGFAU07DA,光輝段,1023.07,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04190000
RPTNMLSKJHJGFAU07DA,光輝段,831.84,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04200000
RPQNMLQKKHJGFAU66DA,國興段,44.65,,1,1,全筆移轉,04240002
RPPNMLLJKHJGFAU58DA,稻園段,46.78,非都市：特定農業區 ; 非都市編定：交通用地,1,1,全筆移轉,04800002
RPUNMLPKKHJGFAU96DA,慈安段,81.00,都市：住,1,1,全筆移轉,09910000
RPPNMLQKKHJGFAU56DA,德安段,13.60,都市：住,100000,297,持分移轉,19020000
RPRNMLQKKHJGFAU76DA,福祥段,10.10,都市：住,28710,101,持分移轉,09970000
RPOOMLRKKHJGFAU66DA,富國段,12.13,都市：農,100000,1212,持分移轉,01140000
RPUOMLRKKHJGFAU27DA,林森段,12.00,都市：住,1,1,全筆移轉,36370000
RPRNMLLJKHJGFCU98DA,瑞穗段,144.00,非都市：特定農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,23360018
RPPNMLQKKHJGFCU76DA,舞鶴東段,1825.77,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,10690000
RPQNMLRKKHJGFAU86EA,慶豐段,60.83,都市：其他:道路用地,100,11,持分移轉,23250001
RPQNMLRKKHJGFAU86EA,慶豐段,47.30,都市：其他:道路用地,100,11,持分移轉,23250002
RPVNMLNLJHJGFAU86DA,慈惠段,132.51,都市：住,1,1,全筆移轉,05610014
RPTOMLLMJHJGFAU66DA,華興段,111.99,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,07880002
RPROMLRKKHJGFAU96DA,吉興段,18.19,都市：住,313,17,持分移轉,00710000
RPOPMLRKKHJGFAU76DA,新興段,29.88,都市：住,35,1,持分移轉,01280001
RPUNMLTKKHJGFAU37DA,豐東段,73.64,非都市：一般農業區 ; 非都市編定：農牧用地,485830,7364,持分移轉,09140000
RPQNMLSKKHJGFCU07DA,民北段,4.14,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01090001
RPQNMLSKKHJGFCU07DA,民北段,126.14,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01100001
RPQNMLSKKHJGFCU07DA,民北段,128.53,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01200001
RPOOMLQJKHJGFAU09DA,民意段,38.66,都市：住,10000,861,持分移轉,05770001
RPXNMLQJKHJGFAU27DA,德安段,43.65,都市：住,20,1,持分移轉,13150000
RPWNMLTKKHJGFAU57DA,慈安段,91.03,都市：住,10000,210,持分移轉,10670000
RPQOMLQJKHJGFAU66DA,南埔段,53.00,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,21680026
RPQOMLQJKHJGFAU66DA,南埔段,34.00,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,21690009
RPUNMLQJKHJGFAU96DA,慈安段,103.00,都市：住,1,1,全筆移轉,08100000
RPRNMLSKKHJGFCU17DA,民北段,117.03,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01160001
RPSNMLSKKHJGFCU27DA,民北段,112.98,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01210001
RPSNMLSKKHJGFCU27DA,民北段,116.68,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01230001
RPSNMLSKKHJGFCU27DA,民北段,145.67,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01300001
RPSNMLSKKHJGFCU27DA,民北段,.57,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01310001
RPUNMLSKKHJGFCU47DA,民北段,78.99,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01480001
RPXNMLSKKHJGFCU77DA,民北段,158.82,非都市：一般農業區 ; 非都市編定：交通用地,1,1,全筆移轉,06850001
RPPOMLSKKHJGFCU07DA,民北段,240.93,非都市：一般農業區 ; 非都市編定：交通用地,1,1,全筆移轉,06860001
RPTNMLSKKHJGFCU37DA,民北段,131.15,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01240001
RPTNMLSKKHJGFCU37DA,民北段,133.92,非都市：山坡地保育區 ; 非都市編定：交通用地,1,1,全筆移轉,01270001
RPVNMLSKKHJGFCU57DA,民北段,23.82,非都市：鄉村區 ; 非都市編定：交通用地,1,1,全筆移轉,04820001
RPQOMLSKKHJGFCU17DA,民北段,366.93,非都市：特定農業區 ; 非都市編定：交通用地,1,1,全筆移轉,07010001
RPQOMLSKKHJGFCU17DA,民北段,106.10,非都市：特定農業區 ; 非都市編定：交通用地,1,1,全筆移轉,07020001
RPROMLSKKHJGFCU27DA,民北段,52.66,非都市：特定農業區 ; 非都市編定：交通用地,1,1,全筆移轉,07090001
RPROMLSKKHJGFCU27DA,民北段,31.45,非都市：一般農業區 ; 非都市編定：交通用地,1,1,全筆移轉,07220001
RPQNMLTKKHJGFAU96DA,宜安段,89.00,都市：住,1,1,全筆移轉,04730003
RPQNMLTLJHJGFAU96DA,北濱段,9.65,都市：商,10000,122,持分移轉,10310000
RPQNMLQKKHJGFCU86DA,玉璞段,171.00,都市：其他:住宅區,1,1,全筆移轉,09380003
