編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPXOMLPKKHJGFAU37DA,27,31.77,住家用,鋼筋混凝土造,85年10月29日,十六層,二層 陽台 露台,全筆移轉
RPXOMLPKKHJGFAU37DA,27,4.94,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPXOMLPKKHJGFAU37DA,27,7.55,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPVNMLKLKHJGFAU66DA,30,52.08,住家用,鋼筋混凝土造,83年1月27日,五層,三層 陽台,全筆移轉
RPVNMLKLKHJGFAU66DA,30,15.44,共有部份,鋼筋混凝土造,83年1月27日,五層,,持分移轉
RPQNMLLLKHJGFAU88DA,42,100.09,住商用,鋼筋混凝土造,70年11月3日,二層,一層 二層 騎樓,全筆移轉
RPTNMLQJKHJGFAU86DA,39,87.52,商業用,鋼筋混凝土造,74年7月20日,七層,五層 陽台,全筆移轉
RPTNMLQJKHJGFAU86DA,,23.74,共有部份,鋼筋混凝土造,,七層,,持分移轉
RPXOMLPJKHJGFAU27DA,29,22.82,住家用,鋼筋混凝土造,83年11月15日,十二層,六層 陽台,全筆移轉
RPXOMLPJKHJGFAU27DA,29,4.78,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPXOMLPJKHJGFAU27DA,29,6.68,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPWOMLPJKHJGFAU17DA,32,218.77,住商用,鋼筋混凝土造,81年1月24日,四層,一層 二層 三層 四層 陽台 騎樓,全筆移轉
RPRNMLRKKHJGFAU86DA,1,58.83,集合住宅,鋼筋混凝土造,112年5月29日,五層,五層 陽台,全筆移轉
RPRNMLRKKHJGFAU86DA,1,23.42,共有部份,鋼筋混凝土造,112年5月29日,五層,,持分移轉
RPRNMLRKKHJGFAU86DA,1,12.58,共有部分（停車空間）,鋼筋混凝土造,112年5月29日,五層,,持分移轉
RPRQMLNLJHJGFAU76DA,,29.00,集合住宅,鋼筋混凝土造,112年10月3日,七層,五層 陽台,全筆移轉
RPRQMLNLJHJGFAU76DA,,11.11,共有部份,鋼筋混凝土造,112年10月3日,七層,,持分移轉
RPQOMLRKKHJGFAU86DA,42,104.28,住商用,鋼筋混凝土加強磚造,71年2月26日,二層,一層 二層,全筆移轉
RPQNMLKLKHJGFAU78DA,29,87.55,住家用,鋼筋混凝土造,84年3月2日,十七層,五層 陽台 花台,全筆移轉
RPQNMLKLKHJGFAU78DA,29,20.22,共有部份,鋼筋混凝土造,84年3月2日,十七層,,持分移轉
RPXNMLKLKHJGFAU86DA,,57.05,集合住宅,鋼筋混凝土造,112年8月3日,五層,五層 陽台,全筆移轉
RPXNMLKLKHJGFAU86DA,,18.20,共有部份,鋼筋混凝土造,112年8月3日,五層,,持分移轉
RPXNMLKLKHJGFAU86DA,,15.56,共有部分（停車空間）,鋼筋混凝土造,112年8月3日,五層,,持分移轉
RPQOMLLLKHJGFAU98DA,46,83.00,住家用,鋼筋混凝土加強磚造,66年7月22日,二層,一層 二層 騎樓,全筆移轉
RPVNMLLLKHJGFAU76DA,42,68.96,住商用,鋼筋混凝土造,70年12月31日,四層,一層 騎樓,全筆移轉
RPVNMLLLKHJGFAU76DA,42,22.07,共有部份,鋼筋混凝土造,70年12月31日,四層,,持分移轉
RPXOMLLLKHJGFAU07DA,28,72.79,住家用,鋼筋混凝土造,84年11月4日,十層,二層 陽台,全筆移轉
RPXOMLLLKHJGFAU07DA,28,10.65,共有部份,鋼筋混凝土造,84年11月4日,十層,,持分移轉
RPXOMLLLKHJGFAU07DA,28,15.52,共有部份,鋼筋混凝土造,84年11月4日,十層,,持分移轉
RPOOMLMLKHJGFAU88DA,29,24.12,住家用,鋼筋混凝土造,83年11月15日,十二層,九層,全筆移轉
RPPOMLLLKHJGFAU88DA,13,113.24,集合住宅,鋼筋混凝土造,100年1月21日,十二層,十二層 陽台,全筆移轉
RPOOMLMLKHJGFAU88DA,29,7.56,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPOOMLMLKHJGFAU88DA,29,3.98,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPPOMLLLKHJGFAU88DA,13,14.03,停車空間,鋼筋混凝土造,100年1月21日,十二層,地下二層,持分移轉
RPPOMLLLKHJGFAU88DA,13,49.04,共有部份,鋼筋混凝土造,100年1月21日,十二層,,持分移轉
RPPOMLLLKHJGFAU88DA,13,.15,共有部份,鋼筋混凝土造,100年1月21日,十二層,,持分移轉
RPSPMLMLKHJGFAU76DA,42,12.50,共有部份,鋼筋混凝土造,70年12月28日,五層,,持分移轉
RPSPMLMLKHJGFAU76DA,42,89.44,住家用,鋼筋混凝土造,70年12月28日,五層,五層,全筆移轉
RPRNMLMLKHJGFCU66DA,,201.35,住家用,鋼筋混凝土造,113年1月16日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPPRMLMLKHJGFAU66DA,20,114.93,農舍,鋼骨造,93年6月4日,一層,一層 陽台,全筆移轉
RPXOMLNLKHJGFAU27DA,40,71.28,商業用,鋼筋混凝土造,72年12月15日,八層,一層 騎樓,全筆移轉
RPXOMLNLKHJGFAU27DA,40,335.21,避難室,鋼筋混凝土造,72年12月15日,八層,地下層,全筆移轉
RPROMLNLKHJGFAU66DA,4,43.05,集合住宅,鋼筋混凝土造,108年11月28日,五層,二層 陽台,全筆移轉
RPXOMLNLKHJGFAU27DA,40,5.75,共有部份,鋼筋混凝土造,72年12月15日,八層,,持分移轉
RPROMLNLKHJGFAU66DA,4,15.14,共有部份,鋼筋混凝土造,108年11月28日,五層,,持分移轉
RPXOMLNLKHJGFAU27DA,40,36.21,共有部份,鋼筋混凝土造,72年12月15日,八層,,持分移轉
RPWNMLQLKHJGFAU37DA,30,210.13,住家用,鋼筋混凝土造,83年2月7日,三層,一層 二層 三層 陽台 平台 屋頂突出物 花台,全筆移轉
RPPPMLRKKHJGFAU86DA,46,105.17,住商用,鋼筋混凝土加強磚造,66年11月18日,二層,一層 二層 騎樓,全筆移轉
RPSOMLNLKHJGFAU76DA,,90.13,集合住宅,鋼筋混凝土造,112年7月26日,十五層,四層 陽台,全筆移轉
RPSOMLNLKHJGFAU76DA,,38.05,共有部份,鋼筋混凝土造,112年7月26日,十五層,,持分移轉
RPSOMLNLKHJGFAU76DA,,30.64,共有部分（停車空間、車道）,鋼筋混凝土造,112年7月26日,十五層,,持分移轉
RPVOMLNLKHJGFAU07DA,30,113.41,住家用,鋼筋混凝土造,83年7月5日,五層,五層 陽台 露台 夾層,全筆移轉
RPVOMLNLKHJGFAU07DA,30,44.35,共有部份,鋼筋混凝土造,83年7月5日,五層,,持分移轉
RPUOMLQLKHJGFAU27DA,42,108.64,住家用,鋼筋混凝土加強磚造,70年12月7日,二層,一層 二層,全筆移轉
RPOOMLQLKHJGFAU66DA,29,26.34,住家用,鋼筋混凝土造,83年11月15日,十二層,三層 陽台,全筆移轉
RPOOMLQLKHJGFAU66DA,29,8.20,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPOOMLQLKHJGFAU66DA,29,4.38,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPSNMLQLKHJGFCU17DA,,220.85,住家用,鋼筋混凝土造,113年1月16日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPVOMLTLKHJGFAU67DA,30,25.33,商業用,鋼筋混凝土造,83年6月30日,十二層,五層,全筆移轉
RPSOMLQLKHJGFAU07DA,3,204.80,住家用,鋼筋混凝土造,109年7月31日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPVOMLTLKHJGFAU67DA,30,7.59,共有部份,鋼筋混凝土造,83年6月30日,十二層,,持分移轉
RPVOMLTLKHJGFAU67DA,30,4.72,共有部份,鋼筋混凝土造,83年6月30日,十二層,,持分移轉
RPTNMLQLKHJGFCU27DA,,202.31,住家用,鋼筋混凝土造,113年1月16日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPXOMLRKKHJGFAU57DA,17,156.14,住家用,鋼筋混凝土造,95年12月4日,三層,一層 二層 三層 陽台 屋頂突出物 見其他登記事項,全筆移轉
RPUNMLLMJHJGFAU66DA,27,83.70,住家用,鋼筋混凝土造,85年10月29日,十六層,十三層 陽台,全筆移轉
RPUNMLLMJHJGFAU66DA,27,14.93,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPUNMLLMJHJGFAU66DA,27,7.23,停車空間,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPUNMLLMJHJGFAU66DA,27,23.40,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPOOMLTLKHJGFAU96DA,29,65.10,住家用,鋼筋混凝土造,84年6月22日,五層,五層 陽台,全筆移轉
RPOOMLTLKHJGFAU96DA,29,11.58,共有部份,鋼筋混凝土造,84年6月22日,五層,,持分移轉
RPSNMLQJKHJGFAU76DA,31,80.97,住家用,鋼筋混凝土造,82年4月12日,六層,三層 陽台,全筆移轉
RPTNMLTLKHJGFAU37DA,46,123.68,住商用,鋼筋混凝土加強磚造,67年3月3日,二層,一層 二層 騎樓,全筆移轉
RPRNMLMLKHJGFAU09DA,,66.71,集合住宅,鋼筋混凝土造,112年12月4日,十層,四層 陽台,全筆移轉
RPSNMLQJKHJGFAU76DA,31,16.74,停車空間,鋼筋混凝土造,82年4月12日,六層,,持分移轉
RPRNMLMLKHJGFAU09DA,,35.48,共有部份,鋼筋混凝土造,112年12月4日,十層,,持分移轉
RPSNMLQJKHJGFAU76DA,31,14.11,共有部份,鋼筋混凝土造,82年4月12日,六層,,持分移轉
RPRNMLMLKHJGFAU09DA,,.05,共有部分（停車空間）,鋼筋混凝土造,112年12月4日,十層,,持分移轉
RPROMLTLKHJGFAU27DA,12,181.28,住家用,鋼筋混凝土造,101年6月5日,三層,一層 二層 三層 陽台,全筆移轉
RPPNMLLJLHJGFBU78DA,43,84.00,住家用,鋼筋混凝土加強磚造,70年2月10日,一層,一層,全筆移轉
RPUNMLTLKHJGFCU67DA,19,280.95,農舍,鋼鐵造有牆,94年4月25日,二層,一層 二層,全筆移轉
RPRNMLLJLHJGFAU88DA,31,132.20,住家用,鋼筋混凝土造,81年9月22日,二層,一層 二層 陽台 屋頂突出物 見其他登記事項,全筆移轉
RPSOMLLJLHJGFAU09DA,17,204.99,住家用,鋼筋混凝土造,96年2月13日,三層,一層 二層 三層 陽台,全筆移轉
RPUOMLLJLHJGFAU66DA,6,23.00,集合住宅,鋼筋混凝土造,107年6月22日,五層,四層 陽台,全筆移轉
RPUOMLLJLHJGFAU66DA,6,15.30,共有部份,鋼筋混凝土造,107年6月22日,五層,,持分移轉
RPOOMLOJLHJGFAU98DA,29,23.07,住家用,鋼筋混凝土造,83年11月15日,十二層,十二層 陽台,全筆移轉
RPPOMLOJLHJGFAU09DA,,82.88,住家用,鋼筋混凝土造,,二層,一層 二層,全筆移轉
RPOOMLOJLHJGFAU98DA,29,6.40,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPOOMLOJLHJGFAU98DA,29,3.38,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPQNMLLJLHJGFBU88DA,42,115.42,住商用,鋼筋混凝土造,70年9月3日,二層,一層 二層 騎樓,全筆移轉
RPOPMLNLKHJGFAU09DA,44,84.48,住家用,鋼筋混凝土加強磚造,69年6月6日,二層,一層 二層,全筆移轉
RPWNMLRLKHJGFAU47DA,45,118.69,住商用,鋼筋混凝土造,68年3月19日,二層,一層 二層 屋頂突出物 騎樓,全筆移轉
RPOOMLQKKHJGFAU56DA,28,343.69,住商用,鋼筋混凝土造,84年11月10日,四層,一層 二層 三層 四層 陽台 騎樓,全筆移轉
RPRNMLTLKHJGFAU17DA,47,92.04,住家用,鋼筋混凝土加強磚造,66年4月2日,二層,一層 二層,全筆移轉
RPXNMLRLKHJGFAU57DA,28,19.65,住家用,鋼筋混凝土造,84年8月19日,十一層,六層 陽台,全筆移轉
RPSPMLLJLHJGFAU56DA,25,52.87,住家用,鋼筋混凝土造,87年10月6日,五層,五層 陽台,全筆移轉
RPXNMLRLKHJGFAU57DA,28,6.82,共有部份,鋼筋混凝土造,84年8月19日,十一層,,持分移轉
RPSPMLLJLHJGFAU56DA,25,28.32,共有部份,鋼筋混凝土造,87年10月6日,五層,,持分移轉
RPWOMLOJLHJGFAU17DA,19,128.66,住家用,鋼筋混凝土加強磚造、鋼骨空心磚,93年11月24日,二層,一層 二層 陽台,全筆移轉
RPQNMLMJLHJGFAU88DA,47,63.15,住家用,鋼筋混凝土加強磚造,66年4月21日,一層,一層 騎樓,全筆移轉
RPQNMLPJLHJGFAU56DA,35,205.77,住商用,鋼筋混凝土造,78年5月17日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓,全筆移轉
RPTNMLMJKHJGFAU09DA,43,114.55,住家用,鋼筋混凝土加強磚造,70年3月28日,二層,一層 二層,全筆移轉
RPTOMLLJLHJGFAU56DA,43,154.54,住家用,鋼筋混凝土造,69年9月5日,三層,一層 二層 三層 防空避難室 屋頂突出物 騎樓,全筆移轉
RPQNMLPJKHJGFAU09DA,30,77.93,住家用,鋼筋混凝土造,82年8月2日,七層,三層 陽台,全筆移轉
RPQNMLPJKHJGFAU09DA,30,20.36,共有部份,鋼筋混凝土造,82年8月2日,七層,,持分移轉
RPQOMLPJLHJGFAU66DA,52,91.54,住家用,鋼筋混凝土加強磚造,61年6月30日,二層,一層 二層,全筆移轉
RPWOMLLJLHJGFAU86DA,28,27.88,住家用,鋼筋混凝土造,85年5月17日,六層,六層 陽台,全筆移轉
RPWOMLLJLHJGFAU86DA,28,6.74,共有部份,鋼筋混凝土造,85年5月17日,六層,,持分移轉
RPWPMLLJLHJGFAU96DA,16,198.10,住家用,鋼筋混凝土造,96年12月31日,四層,一層 二層 三層 四層 陽台 雨遮,全筆移轉
RPTPMLLJLHJGFAU66DA,,38.28,集合住宅,鋼筋混凝土造,112年10月3日,七層,七層 陽台,全筆移轉
RPTPMLLJLHJGFAU66DA,,14.66,共有部份,鋼筋混凝土造,112年10月3日,七層,,持分移轉
RPXOMLPJLHJGFAU37DA,27,17.70,共有部份,鋼筋混凝土造,86年1月6日,七層,,持分移轉
RPXOMLPJLHJGFAU37DA,27,12.28,共有部份,鋼筋混凝土造,86年1月6日,七層,,持分移轉
RPXOMLPJLHJGFAU37DA,27,76.86,住家用,鋼筋混凝土造,86年1月6日,七層,五層 陽台,全筆移轉
RPWOMLRJLHJGFAU47DA,29,27.56,住家用,鋼筋混凝土造,83年8月4日,五層,四層 陽台,全筆移轉
RPWOMLRJLHJGFAU47DA,29,7.76,共有部份,鋼筋混凝土造,83年8月4日,五層,,持分移轉
RPTNMLQJLHJGFAU96DA,50,92.63,住家用,鋼筋混凝土加強磚造,63年4月22日,二層,一層 二層,全筆移轉
RPPPMLRJLHJGFAU86DA,29,29.85,住家用,鋼筋混凝土造,84年6月8日,七層,五層 陽台 花台,全筆移轉
RPPPMLRJLHJGFAU86DA,29,6.12,共有部份,鋼筋混凝土造,84年6月8日,七層,,持分移轉
RPPPMLRJLHJGFAU86DA,29,5.80,共有部份,鋼筋混凝土造,84年6月8日,七層,,持分移轉
RPPNMLPKKIIGFAU56EA,58,65.53,住家用,磚石造,,一層,一層,全筆移轉
RPXNMLSKKIIGFAU57DA,,96.07,集合住宅,鋼筋混凝土造,112年8月8日,五層,五層 陽台,全筆移轉
RPXNMLSKKIIGFAU57DA,,31.89,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPROMLSJKIIGFAU96DA,29,19.78,住家用,鋼筋混凝土造,83年7月8日,六層,六層 花台,全筆移轉
RPROMLSJKIIGFAU96DA,29,8.59,共有部份,鋼筋混凝土造,83年7月8日,六層,,持分移轉
RPSOMLNKKIIGFAU66DA,30,70.77,住家用,鋼筋混凝土造,82年11月8日,六層,五層 陽台 花台,全筆移轉
RPSOMLNKKIIGFAU66DA,30,28.28,共有部份,鋼筋混凝土造,82年11月8日,六層,,持分移轉
RPWOMLSJKIIGFAU47DA,45,121.92,住家用,鋼筋混凝土加強磚造,68年3月14日,二層,一層 二層,全筆移轉
RPWNMLSKKIIGFAU47DA,38,150.76,住家用,鋼筋混凝土造,75年3月13日,二層,一層 二層 陽台 屋頂突出物 夾層,全筆移轉
RPQNMLLLKIIGFAU98EA,31,101.41,住家用,鋼筋混凝土造,82年3月10日,四層,一層 二層 三層 四層 陽台,持分移轉
RPTOMLLLKIIGFAU66DA,29,49.01,住家用,鋼筋混凝土造,83年10月5日,五層,三層 陽台,全筆移轉
RPTOMLLLKIIGFAU66DA,29,11.76,共有部份,鋼筋混凝土造,83年10月5日,五層,,持分移轉
RPVOMLLLKIIGFAU86DA,40,144.73,住家用,鋼筋混凝土造,72年10月1日,二層,一層 二層 屋頂突出物 騎樓,全筆移轉
RPSOMLMLKIIGFAU66DA,,96.07,集合住宅,鋼筋混凝土造,112年8月8日,五層,二層 陽台,全筆移轉
RPSOMLMLKIIGFAU66DA,,31.89,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPSOMLMLKIIGFAU66DA,,18.89,共有部分（停車空間）,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPPNMLMLKIIGFAU98EA,37,99.64,住家用,鋼筋混凝土加強磚造,75年12月29日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPSNMLLLKIIGFAU09DA,,80.21,集合住宅,鋼筋混凝土造,112年8月8日,五層,三層 陽台,全筆移轉
RPSNMLLLKIIGFAU09DA,,26.52,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPWNMLLLKIIGFAU86DA,,91.46,集合住宅,鋼筋混凝土造,112年8月8日,五層,四層 陽台,全筆移轉
RPWNMLLLKIIGFAU86DA,,31.18,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPUOMLLLKIIGFAU76DA,37,33.39,住家用,鋼筋混凝土造,76年1月13日,五層,五層 陽台,全筆移轉
RPUOMLLLKIIGFAU76DA,37,1.59,共有部份,鋼筋混凝土造,76年1月13日,五層,,持分移轉
RPUOMLLLKIIGFAU76DA,37,2.91,共有部份,鋼筋混凝土造,76年1月13日,五層,,持分移轉
RPVNMLLLKIIGFAU76DA,,91.46,集合住宅,鋼筋混凝土造,112年8月8日,五層,五層 陽台,全筆移轉
RPVNMLLLKIIGFAU76DA,,31.18,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPVNMLLLKIIGFAU76DA,,12.88,共有部分（停車空間）,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPUOMLMLKIIGFAU86DA,,80.21,集合住宅,鋼筋混凝土造,112年8月8日,五層,四層 陽台,全筆移轉
RPUOMLMLKIIGFAU86DA,,26.52,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPTQMLPLKIIGFAU27DA,33,225.01,商業用,鋼筋混凝土造,79年9月1日,五層,一層 二層 三層 四層 五層 陽台 騎樓,全筆移轉
RPTQMLPLKIIGFAU27DA,33,37.23,停車場、避難室,鋼筋混凝土造,79年9月1日,五層,地下層,持分移轉
RPRNMLPLKIIGFAU76DA,4,129.24,住家用,鋼筋混凝土造,109年1月16日,三層,一層 二層 三層 陽台,全筆移轉
RPQRMLPLKIIGFAU07DA,29,53.64,住家用,鋼筋混凝土造,83年12月23日,四層,四層 陽台,全筆移轉
RPQRMLPLKIIGFAU07DA,29,14.06,共有部份,鋼筋混凝土造,83年12月23日,四層,,持分移轉
RPWNMLLKKIIGFAU76DA,1,35.58,集合住宅,鋼筋混凝土造,112年4月6日,八層,七層 陽台,全筆移轉
RPWNMLLKKIIGFAU76DA,1,22.59,共有部份,鋼筋混凝土造,112年4月6日,八層,,持分移轉
RPRNMLKLKIIGFAU88DA,29,23.26,住家用,鋼筋混凝土造,83年11月15日,十二層,八層 花台,全筆移轉
RPRNMLKLKIIGFAU88DA,29,5.52,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPRNMLKLKIIGFAU88DA,29,5.89,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPQNMLNLKIIGFAU09DA,,80.21,集合住宅,鋼筋混凝土造,112年8月8日,五層,二層 陽台,全筆移轉
RPQNMLNLKIIGFAU09DA,,26.52,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPRNMLNLKIIGFAU56DA,,91.46,集合住宅,鋼筋混凝土造,112年8月8日,五層,三層 陽台,全筆移轉
RPRNMLNLKIIGFAU56DA,,31.18,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPRNMLNLKIIGFAU56DA,,13.74,共有部分（停車空間）,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPVNMLRLKIIGFAU37DA,52,161.71,住商用,鋼筋混凝土加強磚造,60年11月24日,三層,一層 二層 三層 騎樓 地下層,全筆移轉
RPSNMLNLKIIGFAU66DA,,96.07,集合住宅,鋼筋混凝土造,112年8月8日,五層,四層 陽台,全筆移轉
RPSNMLNLKIIGFAU66DA,,31.89,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPSNMLNLKIIGFAU66DA,,13.74,共有部分（停車空間）,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPQNMLSLKIIGFAU96DA,39,291.27,店鋪住宅、避難室,鋼筋混凝土造,74年4月6日,四層,一層 二層 三層 四層 騎樓 地下層,全筆移轉
RPUOMLSLKIIGFAU47DA,,129.30,住家用,鋼筋水泥磚,,二層,一層 二層,全筆移轉
RPQOMLSLKIIGFAU07DA,1,329.51,住家用,鋼筋混凝土造,111年8月24日,五層,一層 二層 三層 四層 五層 陽台 屋頂突出物,全筆移轉
RPRNMLTLKIIGFAU17DA,25,104.45,住家用,鋼筋混凝土造,88年5月20日,五層,二層 三層 陽台 平台 雨遮,全筆移轉
RPRNMLTLKIIGFAU17DA,25,13.51,停車空間,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPRNMLTLKIIGFAU17DA,25,23.33,共有部份,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPTNMLTLKIIGFAU37DA,6,49.95,集合住宅,鋼筋混凝土造,107年4月27日,十二層,九層 陽台,全筆移轉
RPTNMLTLKIIGFAU37DA,6,11.36,本共有部份之項目有防空避難室兼停車空間、機電設備、騎樓、Ｆ梯安全梯、一樓梯廳、一樓門廳、管委會使用空間、車道、Ｃ棟垃圾處理區等９項。,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPTNMLTLKIIGFAU37DA,6,15.45,共有部份,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPSNMLMJJHJGFAU88DA,27,24.00,住家用,鋼筋混凝土造,86年1月13日,七層,七層 陽台,全筆移轉
RPSNMLMJJHJGFAU88DA,27,9.92,共有部份,鋼筋混凝土造,86年1月13日,七層,,持分移轉
RPUNMLTLKIIGFAU47DA,24,20.85,住家用,鋼筋混凝土造,88年11月25日,六層,六層 陽台,全筆移轉
RPUNMLTLKIIGFAU47DA,24,17.59,共有部份,鋼筋混凝土造,88年11月25日,六層,,持分移轉
RPPNMLQLKIIGFBU76DA,40,109.58,住商用,鋼筋混凝土加強磚造,72年6月27日,二層,一層 二層 騎樓,全筆移轉
RPPNMLMJJHJGFCU88EA,,85.20,住商用,鋼筋混凝土加強磚造,,二層,一層 二層,全筆移轉
RPPPMLMLKIIGFAU09DA,19,159.16,住家用,鋼筋混凝土造,94年4月8日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPOOMLKLKIIGFAU68DA,31,71.62,住家用,鋼筋混凝土造,82年4月12日,六層,五層 陽台,全筆移轉
RPOOMLKLKIIGFAU68DA,31,16.74,停車空間,鋼筋混凝土造,82年4月12日,六層,,持分移轉
RPOOMLKLKIIGFAU68DA,31,12.70,共有部份,鋼筋混凝土造,82年4月12日,六層,,持分移轉
RPWQMLPLKIIGFAU57DA,28,62.76,住家用,鋼筋混凝土造,85年3月6日,五層,二層 陽台,全筆移轉
RPWQMLPLKIIGFAU57DA,28,7.79,共有部份,鋼筋混凝土造,85年3月6日,五層,,持分移轉
RPXNMLTLKIIGFAU77DA,29,25.92,住家用,鋼筋混凝土造,83年6月30日,十二層,九層 陽台,全筆移轉
RPXNMLTLKIIGFAU77DA,29,3.53,共有部份,鋼筋混凝土造,83年6月30日,十二層,,持分移轉
RPXNMLTLKIIGFAU77DA,29,6.31,共有部份,鋼筋混凝土造,83年6月30日,十二層,,持分移轉
RPPNMLLJJHJGFAU48DA,29,22.64,住家用,鋼筋混凝土造,83年11月15日,十二層,七層,全筆移轉
RPPNMLLJJHJGFAU48DA,29,7.02,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPPNMLLJJHJGFAU48DA,29,3.78,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPPNMLMJJHJGFAU58DA,34,49.92,住家用,鋼筋混凝土造,78年11月4日,六層,五層 陽台,全筆移轉
RPPNMLMJJHJGFAU58DA,34,13.48,共有部份,鋼筋混凝土造,78年11月4日,六層,,持分移轉
RPQNMLNJJHJGFAU78DA,27,25.11,住家用,鋼筋混凝土造,86年1月13日,七層,四層 陽台,全筆移轉
RPQNMLNJJHJGFAU78DA,27,10.52,共有部份,鋼筋混凝土造,86年1月13日,七層,,持分移轉
RPSOMLMJJHJGFAU98DA,30,104.93,住商用,鋼筋混凝土造,82年11月25日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPVNMLNJJHJGFAU66DA,2,64.54,集合住宅,鋼筋混凝土造,110年11月5日,十一層,七層 陽台,全筆移轉
RPVNMLNJJHJGFAU66DA,2,27.41,共有部份,鋼筋混凝土造,110年11月5日,十一層,,持分移轉
RPPNMLNJJHJGFCU88DA,5,215.89,住家用,鋼筋混凝土造,108年5月15日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPPNMLNJJHJGFCU88DA,5,192.41,住家用,鋼筋混凝土造,108年5月15日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPSOMLOKKIIGFAU76DA,20,166.63,住家用,鋼筋混凝土造,92年10月20日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPVPMLTKKIIGFAU67DA,38,77.97,住家用,鋼筋混凝土造,75年4月2日,五層,五層 陽台,全筆移轉
RPVPMLTKKIIGFAU67DA,38,8.73,共有部份,鋼筋混凝土造,75年4月2日,五層,,持分移轉
RPQOMLPKKIIGFAU66DA,28,300.58,商業用,鋼筋混凝土造,85年1月19日,九層,一層 平台 騎樓,全筆移轉
RPVPMLTKKIIGFAU67DA,38,5.30,共有部份,鋼筋混凝土造,75年4月2日,五層,,持分移轉
RPQOMLPKKIIGFAU66DA,28,85.33,共有部份,鋼筋混凝土造,85年1月19日,九層,,持分移轉
RPRNMLNJJHJGFAU88DA,36,42.05,住家用,鋼筋混凝土造,77年2月8日,六層,四層 陽台,全筆移轉
RPRNMLNJJHJGFAU88DA,36,12.48,共有部份,鋼筋混凝土造,77年2月8日,六層,,持分移轉
RPUNMLNJJHJGFAU56DA,29,35.30,住家用,鋼筋混凝土造,83年8月11日,八層,二層 陽台,全筆移轉
RPUNMLNJJHJGFAU56DA,29,14.49,共有部份,鋼筋混凝土造,83年8月11日,八層,,持分移轉
RPQNMLOJJHJGFCU09DA,2,65.49,住家用,鋼筋混凝土造,111年4月28日,五層,二層 陽台,全筆移轉
RPQNMLOJJHJGFCU09DA,2,49.57,共有部分：停車空間、機房、機電空間等,鋼筋混凝土造,111年4月28日,五層,,持分移轉
RPWNMLNJJHJGFAU76DA,21,159.26,住家用,鋼筋混凝土造,92年1月24日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
