編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPROMLOJLHJGFAU66DA,28,24.95,住家用,鋼筋混凝土造,84年8月19日,十一層,八層 陽台,全筆移轉
RPROMLOJLHJGFAU66DA,28,8.01,共有部份,鋼筋混凝土造,84年8月19日,十一層,,持分移轉
RPWNMLLLKHJGFAU86DA,28,41.32,共有部份,鋼筋混凝土造,85年3月25日,五層,,持分移轉
RPWNMLLLKHJGFAU86DA,28,95.97,住家用,鋼筋混凝土造,85年3月25日,五層,四層 陽台,全筆移轉
RPXNMLQJLHJGFAU37DA,27,16.70,共有部份,鋼筋混凝土造,86年1月6日,七層,,持分移轉
RPXNMLQJLHJGFAU37DA,27,11.57,共有部份,鋼筋混凝土造,86年1月6日,七層,,持分移轉
RPXNMLQJLHJGFAU37DA,27,73.54,住家用,鋼筋混凝土造,86年1月6日,七層,三層 陽台,全筆移轉
RPUNMLQJLHJGFAU07DA,28,107.65,住家用,鋼筋混凝土造,85年2月16日,十五層,二層 陽台,全筆移轉
RPUNMLQJLHJGFAU07DA,28,28.00,共有部份,鋼筋混凝土造,85年2月16日,十五層,,持分移轉
RPTNMLOJLHJGFAU76DA,3,148.74,集合住宅,鋼筋混凝土造,109年11月10日,九層,三層 陽台,全筆移轉
RPTNMLOJLHJGFAU76DA,3,48.57,本共有部份之項目有騎樓、地下一、二層防空避難室及梯廳與第一層梯廳、安全梯、管理委員會、門廊、機電空間、電梯機道、屋突一、無障礙車位、機房、台電配電室及水箱等１４項,鋼筋混凝土造,109年11月10日,九層,,持分移轉
RPTNMLOJLHJGFAU76DA,3,13.53,共有部份（停車空間）,鋼筋混凝土造,109年11月10日,九層,,持分移轉
RPWNMLKKJHJGFAU56DA,29,34.66,住家用,鋼筋混凝土造,83年11月17日,七層,三層 花台,全筆移轉
RPWNMLKKJHJGFAU56DA,29,11.49,共有部份,鋼筋混凝土造,83年11月17日,七層,,持分移轉
RPTNMLOJLHJGFAU76DA,3,18.24,共有部份（停車空間）,鋼筋混凝土造,109年11月10日,九層,,持分移轉
RPTNMLOJLHJGFAU76DA,3,7.54,共有部份（梯廳）,鋼筋混凝土造,109年11月10日,九層,,持分移轉
RPWNMLPKJHJGFAU07DA,25,113.78,住家用,鋼筋混凝土造,88年5月20日,五層,四層 五層 陽台 見其他登記事項,全筆移轉
RPWNMLPKJHJGFAU07DA,25,13.51,停車空間,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPWNMLPKJHJGFAU07DA,25,25.46,共有部份,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPVNMLQKJHJGFAU07DA,6,64.11,集合住宅,鋼筋混凝土造,106年10月5日,五層,二層 陽台 雨遮,全筆移轉
RPVNMLQKJHJGFAU07DA,6,22.92,共有部份,鋼筋混凝土造,106年10月5日,五層,,持分移轉
RPWNMLQKJHJGFAU17DA,6,49.95,集合住宅,鋼筋混凝土造,107年4月27日,十二層,三層 陽台,全筆移轉
RPWNMLQKJHJGFAU17DA,6,11.36,本共有部份之項目有防空避難室兼停車空間、機電設備、騎樓、Ｆ梯安全梯、一樓梯廳、一樓門廳、管委會使用空間、車道、Ｃ棟垃圾處理區等９項。,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPWNMLQKJHJGFAU17DA,6,15.45,共有部份,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPUNMLRKJHJGFAU07DA,42,4.29,共有部份,鋼筋混凝土造,70年8月17日,四層,,持分移轉
RPUNMLRKJHJGFAU07DA,42,82.40,住家用,鋼筋混凝土造,70年8月17日,四層,一層,全筆移轉
RPWOMLLKJHJGFAU76DA,40,77.93,住家用,鋼筋混凝土造,72年10月26日,五層,二層,全筆移轉
RPWOMLLKJHJGFAU76DA,40,12.35,共有部份,鋼筋混凝土造,72年10月20日,五層,,持分移轉
RPUNMLLKJHJGFAU09DA,22,214.88,住家用,鋼筋混凝土造,91年4月23日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPRPMLNLJHJGFAU66DA,36,54.77,住家用,鋼筋混凝土造,76年11月6日,二層,一層 二層 陽台 屋頂突出物,持分移轉
RPPOMLMLJHJGFAU88DA,1,62.48,集合住宅,鋼筋混凝土造,111年12月1日,八層,七層 陽台,全筆移轉
RPPOMLMLJHJGFAU88DA,1,43.02,共有部份,鋼筋混凝土造,111年12月1日,八層,,持分移轉
RPPOMLMLJHJGFAU88DA,1,13.75,共有部份（停車空間）,鋼筋混凝土造,111年12月1日,八層,,持分移轉
RPVOMLNLJHJGFAU96DA,7,164.62,住家用,鋼筋混凝土造,106年5月25日,三層,一層 二層 三層 陽台,全筆移轉
RPPNMLMLJHJGFAU78DA,29,27.18,住家用,鋼筋混凝土造,83年11月17日,五層,二層 陽台,全筆移轉
RPPNMLMLJHJGFAU78DA,29,6.06,共有部份,鋼筋混凝土造,83年11月17日,五層,,持分移轉
RPXPMLNLJHJGFAU27DA,30,136.73,住家用,鋼筋混凝土造,82年10月29日,三層,一層 二層 三層 陽台,全筆移轉
RPWNMLOLJHJGFAU07DA,,18.30,住家用,木造,,一層,一層,全筆移轉
RPOOMLSKJHJGFAU66DA,28,90.43,住家用,鋼筋混凝土造,85年2月5日,十二層,十層 陽台,全筆移轉
RPOOMLSKJHJGFAU66DA,28,15.12,共有部份,鋼筋混凝土造,85年2月5日,十二層,,持分移轉
RPOOMLSKJHJGFAU66DA,28,11.71,共有部份,鋼筋混凝土造,85年2月5日,十二層,,持分移轉
RPOOMLSKJHJGFAU66DA,28,14.30,停車空間,鋼筋混凝土造,85年2月5日,十二層,,持分移轉
RPQNMLLKJHJGFAU68DA,29,42.85,住家用,鋼筋混凝土造,84年4月6日,五層,三層 陽台,全筆移轉
RPQNMLLKJHJGFAU68DA,29,6.39,共有部份,鋼筋混凝土造,84年4月6日,五層,,持分移轉
RPVNMLPLJHJGFAU07DA,28,17.77,住家用,鋼筋混凝土造,84年8月19日,十一層,四層 雨遮,全筆移轉
RPVNMLPLJHJGFAU07DA,28,5.34,共有部份,鋼筋混凝土造,84年8月19日,十一層,,持分移轉
RPSNMLPLJHJGFAU76DA,30,105.29,住家用,鋼筋混凝土造,82年7月20日,八層,五層 陽台 花台,全筆移轉
RPSNMLPLJHJGFAU76DA,30,37.44,共有部份,鋼筋混凝土造,82年7月20日,八層,,持分移轉
RPROMLSKJHJGFAU96DA,41,78.69,住家用,鋼筋混凝土造,71年11月13日,五層,五層,全筆移轉
RPROMLSKJHJGFAU96DA,41,10.06,共有部份,鋼筋混凝土造,71年11月13日,五層,,持分移轉
RPPQMLNLJHJGFAU56DA,,42.93,集合住宅,鋼筋混凝土造,112年10月3日,七層,六層 陽台,全筆移轉
RPPQMLNLJHJGFAU56DA,,16.46,共有部份,鋼筋混凝土造,112年10月3日,七層,,持分移轉
RPOOMLQLJHJGFAU56DA,29,146.29,住家用,鋼筋混凝土造,84年3月17日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPRNMLTJJHJGFAU86DA,29,20.66,住家用,鋼筋混凝土造,83年11月15日,十二層,十二層 陽台,全筆移轉
RPRNMLTJJHJGFAU86DA,29,6.40,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPRNMLTJJHJGFAU86DA,29,3.38,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPXNMLTJJHJGFAU47DA,12,153.57,住家用,鋼筋混凝土造,101年1月6日,三層,一層 二層 三層 陽台,全筆移轉
RPPNMLOLJHJGFBU09DA,69,48.46,住家用,木造,43年7月19日,一層,一層 騎樓 廚房,全筆移轉
RPWNMLRKJHJGFAU27DA,29,36.62,住家用,鋼筋混凝土造,83年8月11日,八層,七層 陽台,全筆移轉
RPPOMLNLJHJGFAU98DA,28,26.86,住家用,鋼筋混凝土造,85年2月2日,十層,六層 花台,全筆移轉
RPWNMLRKJHJGFAU27DA,29,14.79,共有部份,鋼筋混凝土造,83年8月11日,八層,,持分移轉
RPPOMLNLJHJGFAU98DA,28,3.99,共有部份,鋼筋混凝土造,85年2月2日,十層,,持分移轉
RPPOMLNLJHJGFAU98DA,28,11.91,共有部份,鋼筋混凝土造,85年2月2日,十層,,持分移轉
RPPOMLNLJHJGFAU98DA,28,.74,共有部份,鋼筋混凝土造,85年2月2日,十層,,持分移轉
RPSPMLOLJHJGFAU86DA,31,80.06,住商用,鋼筋混凝土造,82年1月9日,七層,一層 二層 陽台 平台,全筆移轉
RPSPMLOLJHJGFAU86DA,31,8.00,共有部份,鋼筋混凝土造,82年1月9日,七層,,持分移轉
RPSPMLOLJHJGFAU86DA,31,9.12,共有部份,鋼筋混凝土造,82年1月9日,七層,,持分移轉
RPROMLTKJHJGFAU07DA,25,68.50,住家用,鋼筋混凝土造,87年11月30日,八層,五層 陽台,全筆移轉
RPROMLTKJHJGFAU07DA,25,27.21,車道，電梯間，樓梯間，騎樓，屋頂突出物,鋼筋混凝土造,87年11月30日,八層,,持分移轉
RPROMLTKJHJGFAU07DA,25,11.43,停車空間,鋼筋混凝土造,87年11月30日,八層,,持分移轉
RPPOMLPLJHJGFAU56DA,19,177.41,住家用,鋼筋混凝土造,94年1月13日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPOOMLNLJHJGFAU88DA,,249.98,住宅,鋼筋混凝土造,112年12月26日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPQNMLKMJHJGFAU78DA,45,170.82,住商用,鋼筋混凝土加強磚造,68年1月16日,二層,一層 二層 騎樓,全筆移轉
RPPNMLTLJHJGFCU07DA,4,145.74,住家用,鋼筋混凝土造,109年4月20日,二層,一層 二層 陽台,全筆移轉
RPPOMLKKJHJGFAU58DA,20,237.43,住家用,鋼筋混凝土造,93年7月5日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPTNMLLKJHJGFAU98DA,48,116.62,住家用,鋼筋混凝土加強磚造,65年2月16日,二層,一層 二層,全筆移轉
RPQOMLKMJHJGFAU88DA,41,13.21,共有部份,鋼筋混凝土造,72年1月7日,四層,,持分移轉
RPSNMLKMJHJGFCU56DA,8,304.89,住家用,鋼筋混凝土造,105年7月1日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPQOMLKMJHJGFAU88DA,41,60.18,住家用,鋼筋混凝土造,72年1月7日,四層,四層,全筆移轉
RPPNMLKMJHJGFAU68DA,23,.90,住家用,鋼筋混凝土造,90年3月15日,十四層,一層,持分移轉
RPPNMLKMJHJGFAU68DA,23,123.64,住家用,鋼筋混凝土造,90年3月15日,十四層,六層 陽台,全筆移轉
RPPNMLKMJHJGFAU68DA,23,4.42,門廳及樓梯間、活動中心及避難室、地下層及屋頂突出物,鋼筋混凝土造,90年3月15日,十四層,,持分移轉
RPPNMLKMJHJGFAU68DA,23,38.02,門廳及樓梯間、活動中心及避難室、地下層及屋頂突出物,鋼筋混凝土造,90年3月15日,十四層,,持分移轉
RPSNMLLJKHJGFAU88DA,31,21.89,住家用,鋼筋混凝土造,81年12月9日,五層,二層 陽台,全筆移轉
RPSNMLLJKHJGFAU88DA,31,5.38,共有部份,鋼筋混凝土造,81年12月9日,五層,,持分移轉
RPTNMLLJKHJGFAU98DA,1,327.18,住家用,鋼筋混凝土造,111年8月24日,五層,一層 二層 三層 四層 五層 陽台 屋頂突出物,全筆移轉
RPUOMLSKJHJGFAU27DA,30,36.01,住家用,鋼筋混凝土造,83年4月28日,五層,二層 陽台,全筆移轉
RPUOMLSKJHJGFAU27DA,30,8.87,共有部份,鋼筋混凝土造,83年4月28日,五層,,持分移轉
RPRNMLLJKHJGFAU78DA,45,123.26,住商用,鋼筋混凝土加強磚造,68年7月4日,二層,一層 二層 騎樓,全筆移轉
RPPNMLLMJHJGFCU98DA,41,6.25,樓梯間,鋼筋混凝土造,72年1月15日,四層,,持分移轉
RPPNMLLMJHJGFCU98DA,41,72.67,住家用,鋼筋混凝土造,72年1月15日,四層,四層,全筆移轉
RPSNMLMJKHJGFAU98DA,42,99.91,住家用,鋼筋混凝土造,70年12月29日,五層,四層,全筆移轉
RPSNMLMJKHJGFAU98DA,42,14.38,共有部份,鋼筋混凝土造,70年12月29日,五層,,持分移轉
RPXNMLMJKHJGFAU86DA,38,64.83,住家用,鋼筋混凝土造,75年4月2日,五層,四層 陽台,全筆移轉
RPXNMLMJKHJGFAU86DA,38,15.46,共有部份,鋼筋混凝土造,75年4月2日,五層,,持分移轉
RPXNMLMJKHJGFAU86DA,38,4.58,共有部份,鋼筋混凝土造,75年4月2日,五層,,持分移轉
RPRPMLMJKHJGFAU09DA,1,62.62,集合住宅,鋼筋混凝土造,111年12月1日,八層,七層 陽台,全筆移轉
RPRPMLMJKHJGFAU09DA,1,43.02,共有部份,鋼筋混凝土造,111年12月1日,八層,,持分移轉
RPRPMLMJKHJGFAU09DA,1,13.75,共有部份（停車空間）,鋼筋混凝土造,111年12月1日,八層,,持分移轉
RPPNMLPJKHJGFAU98DA,29,21.26,住家用,鋼筋混凝土造,83年11月15日,十二層,五層 花台,全筆移轉
RPPNMLPJKHJGFAU98DA,29,5.31,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPPNMLPJKHJGFAU98DA,29,5.89,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPOOMLKMJHJGFAU68DA,28,45.15,住家用,鋼筋混凝土造,85年1月30日,五層,五層 陽台,全筆移轉
RPOOMLKMJHJGFAU68DA,28,15.99,共有部份,鋼筋混凝土造,85年1月30日,五層,,持分移轉
RPTPMLMJKHJGFAU66DA,30,31.69,住家用,鋼筋混凝土造,82年8月2日,七層,七層 陽台,全筆移轉
RPTPMLMJKHJGFAU66DA,30,8.07,共有部份,鋼筋混凝土造,82年8月2日,七層,,持分移轉
RPRNMLPJKHJGFAU56DA,46,172.35,住商用,鋼筋混凝土造,66年10月8日,三層,一層 二層 三層 騎樓,全筆移轉
RPPNMLQLJHJGFCU86EA,34,225.65,住家用,鋼筋混凝土造,79年2月5日,三層,一層 二層 三層 陽台 屋頂突出物,持分移轉
RPUPMLMJKHJGFAU76DA,29,39.38,住家用,鋼筋混凝土造,84年6月8日,七層,六層 陽台 花台,全筆移轉
RPUPMLMJKHJGFAU76DA,29,8.32,共有部份,鋼筋混凝土造,84年6月8日,七層,,持分移轉
RPUPMLMJKHJGFAU76DA,29,7.80,共有部份,鋼筋混凝土造,84年6月8日,七層,,持分移轉
RPUPMLMJKHJGFAU76DA,29,13.97,停車空間,鋼筋混凝土造,84年6月8日,七層,,持分移轉
RPQNMLQKJHJGFAU56DA,26,67.23,住家用,鋼筋混凝土造,86年8月27日,九層,四層 五層 陽台 花台,全筆移轉
RPQNMLQKJHJGFAU56DA,26,10.89,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPQNMLQKJHJGFAU56DA,26,8.81,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPQNMLQKJHJGFAU56DA,26,3.04,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPVOMLMJKHJGFAU76DA,53,83.37,住家用,鋼筋混凝土加強磚造,60年2月20日,二層,一層 二層,全筆移轉
RPQOMLMLJHJGFAU98DA,7,254.75,住商用,鋼筋混凝土造,105年10月11日,九層,一層 二層 騎樓,全筆移轉
RPQOMLMLJHJGFAU98DA,7,52.01,共有部份（機電室、電梯間、管理室、樓梯間、騎樓）,鋼筋混凝土造,105年10月11日,九層,,持分移轉
RPQOMLMLJHJGFAU98DA,7,14.01,共有部份,鋼筋混凝土造,105年10月11日,九層,,持分移轉
RPWNMLNLJHJGFAU96DA,,263.26,住宅,鋼筋混凝土造,112年12月26日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPROMLNLJHJGFAU56DA,,249.98,住宅,鋼筋混凝土造,112年12月26日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPXNMLMKJHJGFAU86DA,29,30.75,住家用,鋼筋混凝土造,83年10月7日,九層,八層 陽台,全筆移轉
RPXNMLMKJHJGFAU86DA,29,11.99,共有部份,鋼筋混凝土造,83年10月7日,九層,,持分移轉
RPTOMLPKJHJGFAU86DA,27,29.85,住家用,鋼筋混凝土造,85年10月29日,十六層,八層 陽台,全筆移轉
RPTOMLPKJHJGFAU86DA,27,4.94,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPTOMLPKJHJGFAU86DA,27,7.55,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPTOMLPJKHJGFAU86DA,30,31.05,住家用,鋼筋混凝土造,83年7月8日,六層,三層 陽台 花台,全筆移轉
RPTOMLPJKHJGFAU86DA,30,12.86,共有部份,鋼筋混凝土造,83年7月8日,六層,,持分移轉
RPVOMLPKKHJGFAU17DA,27,83.70,住家用,鋼筋混凝土造,85年10月29日,十六層,十三層 陽台,全筆移轉
RPVOMLPKKHJGFAU17DA,27,14.93,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPVOMLPKKHJGFAU17DA,27,7.23,停車空間,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPVOMLPKKHJGFAU17DA,27,23.40,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPUNMLRJKHJGFAU07DA,31,139.15,住家用,鋼筋混凝土造,82年4月3日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPQNMLRJKHJGFBU86EA,44,110.75,住商用,鋼筋混凝土加強磚造,69年6月19日,二層,一層 二層 騎樓,全筆移轉
RPUNMLPKKHJGFAU96DA,46,105.69,住商用,鋼筋混凝土加強磚造,67年6月21日,二層,一層 二層 騎樓,全筆移轉
RPPNMLQKKHJGFAU56DA,28,56.68,住家用,鋼筋混凝土造,84年11月4日,十層,四層 陽台,全筆移轉
RPPNMLQKKHJGFAU56DA,28,9.32,共有部份,鋼筋混凝土造,84年11月4日,十層,,持分移轉
RPPNMLQKKHJGFAU56DA,28,12.25,共有部份,鋼筋混凝土造,84年11月4日,十層,,持分移轉
RPRNMLQKKHJGFAU76DA,27,49.93,住家用,鋼筋混凝土造,85年10月29日,十六層,十三層 陽台 花台,全筆移轉
RPRNMLQKKHJGFAU76DA,27,8.46,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPRNMLQKKHJGFAU76DA,27,13.21,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPOOMLRKKHJGFAU66DA,4,47.81,集合住宅,鋼筋混凝土造,108年9月25日,十二層,六層 陽台,全筆移轉
RPOOMLRKKHJGFAU66DA,4,24.36,本共有部分之項目有（防空避難室兼停車空間（編號１至３５號）、機電設備、騎樓、門廳、管委會使用空間、屋頂突出物〉,鋼筋混凝土造,108年9月25日,十二層,,持分移轉
RPRNMLLJKHJGFCU98DA,42,66.12,住家用,鐵筋水泥磚蓋瓦,70年8月31日,一層,一層,全筆移轉
RPVNMLNLJHJGFAU86DA,,266.60,住宅,鋼筋混凝土造,112年12月26日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPROMLRKKHJGFAU96DA,,36.37,集合住宅,鋼筋混凝土造,112年11月16日,七層,六層 陽台,全筆移轉
RPROMLRKKHJGFAU96DA,,13.63,共有部份,鋼筋混凝土造,112年11月16日,七層,,持分移轉
RPOPMLRKKHJGFAU76DA,1,50.78,集合住宅,鋼筋混凝土造,111年8月16日,五層,一層,全筆移轉
RPOPMLRKKHJGFAU76DA,1,11.54,共有部份,鋼筋混凝土造,111年8月16日,五層,,持分移轉
RPOOMLQJKHJGFAU09DA,,92.20,集合住宅,鋼筋混凝土造,112年8月8日,五層,二層 陽台,全筆移轉
RPOOMLQJKHJGFAU09DA,,31.18,共有部份,鋼筋混凝土造,112年8月8日,五層,,持分移轉
RPXNMLQJKHJGFAU27DA,42,107.00,住家用,鋼筋混凝土造,70年12月14日,五層,五層,全筆移轉
RPXNMLQJKHJGFAU27DA,42,22.03,共有部份,鋼筋混凝土造,70年12月14日,五層,,持分移轉
RPWNMLTKKHJGFAU57DA,26,229.63,住商用,鋼筋混凝土造,87年3月9日,五層,一層 二層 三層 四層 五層 陽台 騎樓 停車場 雨遮,全筆移轉
RPWNMLTKKHJGFAU57DA,26,17.84,共有部份,鋼筋混凝土造,87年3月9日,五層,,持分移轉
RPWNMLTKKHJGFAU57DA,26,12.97,共有部份,鋼筋混凝土造,87年3月9日,五層,,持分移轉
RPQOMLQJKHJGFAU66DA,,81.50,住商用,鋼筋混凝土加強磚造,66年0月0日,二層,一層 二層 騎樓,全筆移轉
RPUNMLQJKHJGFAU96DA,43,111.04,住家用,鋼筋混凝土加強磚造,70年3月10日,二層,一層 二層 屋頂突出物,全筆移轉
RPQNMLTKKHJGFAU96DA,36,106.25,住家用,鋼筋混凝土造,77年2月3日,三層,一層 二層 三層 陽台,全筆移轉
RPQNMLTLJHJGFAU96DA,27,85.48,住商用,鋼筋混凝土造,86年2月24日,十層,九層 陽台,全筆移轉
RPQNMLTLJHJGFAU96DA,27,21.05,共有部份,鋼筋混凝土造,86年2月24日,十層,,持分移轉
RPQNMLQKKHJGFCU86DA,9,233.23,住家用,鋼骨混凝土造,103年10月31日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPRNMLSKJHJGFCU07DA,42,66.12,住家用,鐵筋水泥磚蓋瓦,70年8月31日,一層,一層,全筆移轉
RPTPMLRKJHJGFAU17DA,31,136.17,住家用,鋼筋混凝土造,81年7月23日,三層,一層 二層 三層 陽台,全筆移轉
RPPOMLKMJHJGFAU78DA,1,62.62,集合住宅,鋼筋混凝土造,111年12月1日,八層,三層 陽台,全筆移轉
RPPOMLKMJHJGFAU78DA,1,43.02,共有部份,鋼筋混凝土造,111年12月1日,八層,,持分移轉
RPUNMLMJKHJGFAU56DA,,.24,管理員室,鋼筋混凝土造,112年11月14日,七層,,持分移轉
RPUNMLMJKHJGFAU56DA,,70.95,集合住宅,鋼筋混凝土造,112年11月14日,七層,三層 陽台,全筆移轉
RPUNMLMJKHJGFAU56DA,,20.24,共有部份,鋼筋混凝土造,112年11月14日,七層,,持分移轉
