編號,土地位置,土地移轉面積平方公尺,使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPQNMLLJKIIGFAU68CB,慈安段,11.89,都市：住,1760,25,持分移轉,07260000
RPPNMLOJKIIGFAU98DB,主權段,24.10,都市：住,100000,4762,持分移轉,04390000
RPPNMLOJKIIGFAU98DB,主權段,9.48,都市：住,100000,4762,持分移轉,04440000
RPSNMLPJKIIGFAU66CB,莊敬段,10.23,都市：商,100000,2915,持分移轉,03230000
RPRNMLQJKIIGFAU66CB,慈濟段,96.73,都市：農,1,1,全筆移轉,00210028
RPRNMLQJKIIGFAU66CB,慈濟段,1.43,都市：農,11,1,持分移轉,00210018
RPRNMLQJKIIGFAU66CB,慈濟段,16.01,都市：農,10000,437,持分移轉,00210001
RPRNMLQJKIIGFAU66CB,慈濟段,14.95,都市：農,11,1,持分移轉,00210036
RPUNMLQJKIIGFAU96CB,永安段,23.80,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01650000
RPUNMLQJKIIGFAU96CB,永安段,.47,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01620009
RPRNMLPJKIIGFAU56CB,莊敬段,9.12,都市：商,100000,2597,持分移轉,03230000
RPPNMLRJKIIGFAU56CB,仁廉段,20.91,都市：住,100000,1324,持分移轉,09710000
RPQNMLSJKIIGFAU76CB,德安段,17.54,都市：商,100000,2326,持分移轉,09790000
RPVNMLQJKIIGFAU07CB,裕民段,28.54,都市：住,100000,3145,持分移轉,02490002
RPQNMLOKKIIGFAU09CB,宜安段,32.73,都市：住,100000,784,持分移轉,06410000
RPUNMLNKKIIGFAU76CB,嘉南段,28.37,都市：住,100000,1665,持分移轉,03650000
RPPNMLLKKIIGFAU68CB,仁廉段,20.91,都市：住,100000,1324,持分移轉,09710000
RPPNMLMKKIIGFAU78CB,裕民段,12.96,都市：住,100000,4045,持分移轉,02320001
RPQNMLLKKIIGFAU78CB,仁廉段,28.40,都市：住,100000,3051,持分移轉,08230000
RPSNMLNKKIIGFAU56CB,仁和段,23.70,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,6272,持分移轉,07360000
RPTNMLOKKIIGFAU76CB,德安段,17.54,都市：商,100000,2326,持分移轉,09790000
RPRNMLOKKIIGFAU56CB,宜安段,26.68,都市：住,100000,639,持分移轉,06410000
RPPNMLOKKIIGFAU98CB,慈安段,27.04,都市：住,100000,4530,持分移轉,15120000
RPSNMLOKKIIGFAU66CB,德安段,11.57,都市：商,100000,1534,持分移轉,09790000
RPPNMLPKKIIGFAU09CB,慈安段,19.08,都市：住,10000,1247,持分移轉,04210000
RPPNMLPKKIIGFAU09CB,慈安段,17.08,都市：住,10000,1247,持分移轉,04220000
RPQNMLPKKIIGFAU56CB,慈安段,19.08,都市：住,10000,1247,持分移轉,04210000
RPQNMLPKKIIGFAU56CB,慈安段,17.08,都市：住,10000,1247,持分移轉,04220000
RPRNMLTKKIIGFAU07CB,慈安段,30.15,都市：住,100000,5050,持分移轉,15120000
RPSNMLPKKIIGFAU86DB,福興段,74.00,都市：住,1,1,全筆移轉,04660005
RPTNMLTKKIIGFAU27CB,仁恥段,40.82,都市：住,100000,4098,持分移轉,02610000
RPPNMLLLKIIGFAU78CB,民享段,10.50,都市：商,10000,100,持分移轉,04170000
RPPNMLKLKIIGFAU68CB,仁廉段,20.91,都市：住,100000,1324,持分移轉,09710000
RPQNMLLLKIIGFAU88CB,嘉南段,29.34,都市：住,100000,1722,持分移轉,03650000
RPRNMLLLKIIGFAU98CB,嘉南段,30.33,都市：住,100000,1780,持分移轉,03650000
RPSNMLTKKIIGFAU17CB,慈安段,27.04,都市：住,100000,4530,持分移轉,15120000
RPPNMLPLKIIGFAU56CB,莊敬段,9.12,都市：商,100000,2597,持分移轉,03230000
RPSNMLPLKIIGFAU86CB,莊敬段,9.12,都市：商,100000,2597,持分移轉,03230000
RPQNMLPLKIIGFAU66CB,莊敬段,9.12,都市：商,100000,2597,持分移轉,03230000
RPRNMLPLKIIGFAU76CB,莊敬段,10.98,都市：商,100000,3128,持分移轉,03230000
RPUNMLPLKIIGFAU07CB,國股段,37.27,都市：住,10000,431,持分移轉,04480000
RPVNMLPLKIIGFAU17CB,富國段,8.90,都市：商,10000,30,持分移轉,01220000
RPWNMLPLKIIGFAU27CB,富國段,14.24,都市：商,10000,48,持分移轉,01220000
RPTNMLPLKIIGFAU96CB,國股段,40.39,都市：住,10000,467,持分移轉,04480000
RPOOMLPLKIIGFAU56CB,富國段,13.94,都市：商,10000,47,持分移轉,01220000
RPPOMLPLKIIGFAU66CB,莊敬段,13.11,都市：住,100000,3962,持分移轉,04690000
RPPOMLPLKIIGFAU66CB,莊敬段,14.90,都市：住,100000,3962,持分移轉,04690006
RPXNMLPLKIIGFAU37CB,富國段,13.94,都市：商,10000,47,持分移轉,01220000
RPQOMLPLKIIGFAU76CB,莊敬段,13.11,都市：住,100000,3962,持分移轉,04690000
RPQOMLPLKIIGFAU76CB,莊敬段,14.90,都市：住,100000,3962,持分移轉,04690006
RPQNMLRLKIIGFAU86CB,莊敬段,10.98,都市：商,100000,3128,持分移轉,03230000
RPRNMLRLKIIGFAU96CB,莊敬段,10.98,都市：商,100000,3128,持分移轉,03230000
RPPNMLKMKIIGFAU78CB,莊敬段,10.23,都市：商,100000,2915,持分移轉,03230000
RPPNMLTLKIIGFAU96CB,仁廉段,37.27,都市：住,100000,4003,持分移轉,08230000
RPPNMLMJJHJGFAU58CB,裕民段,28.58,都市：住,100000,3149,持分移轉,02490002
RPQNMLMJJHJGFAU68CB,主權段,20.21,都市：商,100000,1200,持分移轉,07510000
RPRNMLMJJHJGFAU78CB,仁和段,23.70,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,6272,持分移轉,07360000
RPSNMLMJJHJGFAU88CB,莊敬段,10.23,都市：商,100000,2915,持分移轉,03230000
RPSNMLSJJHJGFAU86CB,宜安段,24.09,都市：住,100000,577,持分移轉,06410000
RPUNMLMJJHJGFAU09CB,莊敬段,9.12,都市：商,100000,2597,持分移轉,03230000
RPTNMLMJJHJGFAU98CB,莊敬段,10.98,都市：商,100000,3128,持分移轉,03230000
RPQNMLSJJHJGFAU66CB,仁廉段,20.91,都市：住,100000,1324,持分移轉,09710000
RPRNMLTJJHJGFAU86CB,永安段,23.80,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01650000
RPRNMLTJJHJGFAU86CB,永安段,.47,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01620009
RPPNMLSJJHJGFAU56CB,裕民段,26.78,都市：住,100000,4114,持分移轉,05590000
RPUNMLSJJHJGFAU07CB,永安段,24.29,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,291,持分移轉,03200000
RPPNMLTJJHJGFAU66CB,嘉平段,23.85,都市：住,100000,6535,持分移轉,15140000
RPSNMLTJJHJGFAU96CB,宜昌段,41.40,都市：住,1000000,14787,持分移轉,05900000
RPTNMLTJJHJGFAU07CB,宜昌段,42.60,都市：住,1000000,15215,持分移轉,05900000
RPVNMLTJJHJGFAU27CB,宜昌段,36.03,都市：住,1000000,12869,持分移轉,05900000
RPUNMLTJJHJGFAU17CB,宜昌段,36.03,都市：住,1000000,12869,持分移轉,05900000
RPQNMLTJJHJGFCU96CB,瑞新段,92.00,都市：住,1,1,全筆移轉,00470002
RPPNMLLKJHJGFAU58CB,仁廉段,28.44,都市：住,100000,3055,持分移轉,08230000
RPPNMLTJJHJGFCU86CB,瑞新段,92.00,都市：住,1,1,全筆移轉,00470005
RPWNMLTJJHJGFAU37CB,宜昌段,36.11,都市：住,1000000,12897,持分移轉,05900000
RPQNMLLKJHJGFAU68CB,慈安段,27.04,都市：住,100000,4530,持分移轉,15120000
RPPNMLPKJHJGFAU98CB,莊敬段,10.23,都市：商,100000,2915,持分移轉,03230000
RPRNMLLKJHJGFAU78CB,慈濟段,88.09,都市：農,1,1,全筆移轉,00210024
RPRNMLLKJHJGFAU78CB,慈濟段,5.25,都市：農,3,1,持分移轉,00210021
RPRNMLLKJHJGFAU78CB,慈濟段,14.25,都市：農,2880,112,持分移轉,00210001
RPQNMLPKJHJGFAU09CB,莊敬段,10.98,都市：商,100000,3128,持分移轉,03230000
RPRNMLPKJHJGFAU56CB,仁恥段,5.43,都市：住,10000,323,持分移轉,06000000
RPRNMLPKJHJGFAU56CB,仁恥段,43.77,都市：住,10000,323,持分移轉,06010000
RPPNMLKLJHJGFAU58CB,富國段,8.90,都市：商,10000,30,持分移轉,01220000
RPPNMLRKJHJGFAU56CB,國股段,37.88,都市：住,10000,438,持分移轉,04480000
RPRNMLKLJHJGFAU78CB,富國段,10.68,都市：商,10000,36,持分移轉,01220000
RPQNMLKLJHJGFAU68CB,富國段,10.97,都市：商,10000,37,持分移轉,01220000
RPQNMLQKJHJGFAU56CB,主權段,13.78,都市：商,100000,818,持分移轉,07510000
RPPNMLQKJHJGFAU09CB,主權段,13.35,都市：商,100000,793,持分移轉,07510000
RPQNMLLLJHJGFAU78CB,莊敬段,10.23,都市：商,100000,2915,持分移轉,03230000
RPPNMLLLJHJGFAU68CB,莊敬段,10.98,都市：商,100000,3128,持分移轉,03230000
RPSNMLKLJHJGFAU88CB,富國段,10.68,都市：商,10000,36,持分移轉,01220000
RPQNMLMLJHJGFAU88CB,碧雲段,14.06,都市：住,10000,642,持分移轉,03580000
RPQNMLNLJHJGFAU98CB,主權段,17.67,都市：商,100000,1049,持分移轉,07510000
RPRNMLNLJHJGFAU09CB,主權段,13.78,都市：商,100000,818,持分移轉,07510000
RPPNMLNLJHJGFAU98DB,主權段,23.81,都市：住,100000,4706,持分移轉,04390000
RPPNMLNLJHJGFAU98DB,主權段,9.36,都市：住,100000,4706,持分移轉,04440000
RPSNMLOLJHJGFAU66CB,嘉南段,33.47,都市：住,100000,1964,持分移轉,03650000
RPPNMLOLJHJGFAU98CB,仁和段,18.61,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,4924,持分移轉,07360000
RPQNMLOLJHJGFAU09CB,宜安段,26.85,都市：住,100000,643,持分移轉,06410000
RPTNMLNLJHJGFAU76DB,新興段,34.09,都市：住,835,22,持分移轉,01300004
RPPNMLPLJHJGFAU09CB,碧雲段,107.23,都市：住,1,1,全筆移轉,03780000
RPVNMLOLJHJGFAU96CB,慈安段,27.04,都市：住,100000,4530,持分移轉,15120000
RPQNMLPLJHJGFAU56CB,仁廉段,36.73,都市：住,100000,3945,持分移轉,08230000
RPSNMLKMJHJGFAU98CB,碧雲段,13.14,都市：住,10000,600,持分移轉,03580000
RPRNMLKMJHJGFAU88CB,碧雲段,14.06,都市：住,10000,642,持分移轉,03580000
RPPNMLKMJHJGFAU78DB,慈濟段,88.09,都市：農,1,1,全筆移轉,00210024
RPPNMLKMJHJGFAU78DB,慈濟段,14.25,都市：農,2880,112,持分移轉,00210001
RPPNMLKMJHJGFAU78DB,慈濟段,5.25,都市：農,3,1,持分移轉,00210021
RPTNMLKMJHJGFAU09CB,仁恥段,3.01,都市：住,10000,179,持分移轉,06000000
RPTNMLKMJHJGFAU09CB,仁恥段,24.25,都市：住,10000,179,持分移轉,06010000
RPPNMLLMJHJGFAU78CB,仁恥段,32.82,都市：住,10000,1032,持分移轉,06420000
RPQNMLLMJHJGFAU88CB,仁恥段,30.50,都市：住,10000,959,持分移轉,06420000
RPSNMLLMJHJGFAU09CB,碧雲段,14.52,都市：住,10000,663,持分移轉,03580000
RPRNMLLMJHJGFAU98CB,仁恥段,32.82,都市：住,10000,1032,持分移轉,06420000
RPQNMLLMJHJGFAU98DB,北濱段,10.53,都市：住,100000,3617,持分移轉,00950003
RPQNMLLMJHJGFAU98DB,北濱段,10.09,都市：住,100000,3617,持分移轉,00950004
RPPNMLLJKHJGFAU58CB,宜安段,26.68,都市：住,100000,639,持分移轉,06410000
RPQNMLLJKHJGFAU68CB,嘉南段,38.97,都市：其他:農業區建地目,100000,2465,持分移轉,07100000
RPQNMLLJKHJGFAU68CB,嘉南段,2.29,都市：農,34,1,持分移轉,07060000
RPQNMLLJKHJGFAU68CB,嘉南段,9.62,都市：農,34,1,持分移轉,07060002
RPQNMLLJKHJGFAU68CB,嘉南段,8.18,都市：農,22,1,持分移轉,07060007
RPQNMLLJKHJGFAU68CB,嘉南段,15.00,都市：農,1,1,全筆移轉,07060014
RPTNMLLMJHJGFAU56CB,裕民段,29.60,都市：住,100000,3262,持分移轉,02490002
RPPNMLMJKHJGFAU68CB,仁廉段,20.76,都市：住,100000,1315,持分移轉,09710000
RPRNMLLJKHJGFAU78CB,福興段,19.35,都市：住,100000,8305,持分移轉,09690000
RPRNMLLJKHJGFAU78CB,福興段,51.49,都市：住,100000,8305,持分移轉,09700000
RPRNMLLJKHJGFAU78CB,福興段,12.87,都市：住,100000,8305,持分移轉,09710000
RPQNMLMJKHJGFAU78CB,慈安段,13.11,都市：住,1760,25,持分移轉,07250000
RPQNMLMJKHJGFAU78CB,慈安段,11.89,都市：住,1760,25,持分移轉,07260000
RPSNMLPJKHJGFAU66CB,碧雲段,13.34,都市：住,10000,609,持分移轉,03580000
RPPNMLPJKHJGFAU98CB,仁廉段,36.73,都市：住,100000,3945,持分移轉,08230000
RPRNMLPJKHJGFAU56CB,嘉南段,33.93,都市：住,100000,1991,持分移轉,03650000
RPRNMLMJKHJGFAU88CB,莊敬段,9.12,都市：商,100000,2597,持分移轉,03230000
RPPNMLQJKHJGFAU09CB,福興段,16.13,都市：住,100000,6227,持分移轉,04930010
RPPNMLQJKHJGFAU09CB,福興段,10.77,都市：住,100000,6227,持分移轉,04930012
RPTNMLRJKHJGFAU96CB,莊敬段,13.60,都市：住,152,13,持分移轉,00660000
RPQNMLQJKHJGFAU56CB,莊敬段,13.60,都市：住,152,13,持分移轉,00660000
RPSNMLRJKHJGFAU86CB,莊敬段,26.15,都市：住,152,25,持分移轉,00660000
RPRNMLRJKHJGFAU76CB,碧雲段,13.14,都市：住,10000,600,持分移轉,03580000
RPPNMLRJKHJGFAU66DB,仁恥段,29.53,都市：住,100000,4407,持分移轉,09090000
RPPNMLSJKHJGFAU66CB,富國段,16.02,都市：商,10000,54,持分移轉,01220000
RPSNMLSJKHJGFAU96CB,富國段,10.08,都市：商,10000,34,持分移轉,01220000
RPQNMLSJKHJGFAU76CB,富國段,16.02,都市：商,10000,54,持分移轉,01220000
RPRNMLSJKHJGFAU86CB,富國段,10.97,都市：商,10000,37,持分移轉,01220000
RPTNMLSJKHJGFAU07CB,富國段,10.97,都市：商,10000,37,持分移轉,01220000
RPQNMLPKKHJGFAU56CB,莊敬段,10.98,都市：商,100000,3128,持分移轉,03230000
RPSNMLPKKHJGFAU76CB,莊敬段,9.20,都市：住,100000,2779,持分移轉,04690000
RPSNMLPKKHJGFAU76CB,莊敬段,10.45,都市：住,100000,2779,持分移轉,04690006
RPPNMLPKKHJGFAU09CB,嘉平段,23.85,都市：住,100000,6535,持分移轉,15140000
RPPNMLQKKHJGFAU56CB,裕民段,15.49,都市：住,100000,1707,持分移轉,02490002
RPRNMLPKKHJGFAU66CB,莊敬段,10.23,都市：商,100000,2915,持分移轉,03230000
RPRNMLQKKHJGFAU76CB,嘉平段,96.00,都市：住,1,1,全筆移轉,01250000
RPSNMLRLKHJGFAU07CB,裕民段,16.40,都市：住,100000,2477,持分移轉,05800000
RPPNMLLLKHJGFAU88DB,宜寧段,18.38,都市：商,10000,165,持分移轉,04440000
RPPNMLLLKHJGFAU88DB,宜寧段,1.17,都市：商,10000,165,持分移轉,04450000
RPVNMLRLKHJGFAU37CB,裕民段,16.28,都市：住,100000,2459,持分移轉,05800000
RPPOMLRLKHJGFAU86CB,裕民段,16.40,都市：住,100000,2477,持分移轉,05800000
RPUNMLRLKHJGFAU27CB,裕民段,16.32,都市：住,100000,2465,持分移轉,05800000
RPQOMLRLKHJGFAU96CB,裕民段,16.34,都市：住,100000,2468,持分移轉,05800000
RPROMLRLKHJGFAU07CB,裕民段,16.38,都市：住,100000,2475,持分移轉,05800000
RPUOMLRLKHJGFAU37CB,裕民段,16.31,都市：住,100000,2464,持分移轉,05800000
RPOPMLRLKHJGFAU86CB,裕民段,16.33,都市：住,100000,2467,持分移轉,05800000
RPXOMLRLKHJGFAU67CB,裕民段,18.25,都市：住,100000,2757,持分移轉,05800000
RPSNMLTLKHJGFAU37DB,民意段,26.35,都市：住,100000,2988,持分移轉,08260004
RPTNMLTLKHJGFAU47DB,民意段,24.54,都市：住,100000,2782,持分移轉,08260004
RPPNMLLJLHJGFAU68CB,莊敬段,9.20,都市：住,100000,2779,持分移轉,04690000
RPPNMLLJLHJGFAU68CB,莊敬段,10.45,都市：住,100000,2779,持分移轉,04690006
RPQNMLOJLHJGFAU09CB,莊敬段,13.11,都市：住,100000,3962,持分移轉,04690000
RPQNMLOJLHJGFAU09CB,莊敬段,14.90,都市：住,100000,3962,持分移轉,04690006
