鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號三樓之五,26.44,住,,,1131112,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,74.52000000000001,2,1,2,有,無,6000000,80515,,0.0,0,,RPUPMLQLJIJGFAU37DA,52.95,0.0,3.61,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市莊敬路２８９號四樓之二,10.01,住,,,1131125,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840429,42.62,1,1,1,有,無,2000000,46926,,0.0,0,,RPXOMLSLJIJGFAU77DA,28.28,0.8,4.39,有,
吉安鄉,土地,仁義段1202-2地號,10.0,住,,,1131129,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,30000,,0.0,0,含土地增值稅或其他稅費60708元；含地政士服務費8000元；親友、員工、共有人或其他特殊關係間之交易；,RPXNMLNJKIJGFAU07DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市北昌五街２３號,162.0,住,,,1131109,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0760427,215.57,5,2,3,有,無,19630000,91061,,0.0,0,含裝潢費；含傢俱設備費；陽台外推；頂樓加蓋；其他增建；,RPSNMLOJKIJGFAU66DA,206.17,0.0,9.4,無,
壽豐鄉,土地,豐山段494地號,108.6,,鄉村區,乙種建築用地,1131115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,16575,,0.0,0,未登記建物；,RPWNMLOJKIJGFAU07DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中央路三段７３０號六樓之十七,5.63,住,,,1131127,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,27.080000000000002,1,0,1,有,有,1750000,64623,,0.0,0,其他增建；,RPTNMLPJKIJGFAU86DA,20.55,0.0,0.0,有,011
光復鄉,房地(土地+建物),花蓮縣光復鄉敦厚路１３５巷２８弄２號,97.0,住,,,1131115,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0701226,97.47,3,2,2,有,無,2500000,25649,,0.0,0,其他增建；,RPSNMLOJKIJGFBU76DA,97.47,0.0,0.0,無,012
玉里鎮,房地(土地+建物),花蓮縣玉里鎮樂合１４０號,125.14,,鄉村區,乙種建築用地,1131105,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0701000,87.0,4,2,1,有,無,888888,10217,,0.0,0,地清或未辦繼承標售；,RPPNMLMJKIJGFCU98DA,87.0,0.0,0.0,無,
吉安鄉,土地,東昌段753-4地號,74.91,農,,,1131121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,250000,3337,,0.0,0,,RPSNMLPJKIJGFAU76DA,0.0,0.0,0.0,無,013
萬榮鄉,房地(土地+建物),花蓮縣萬榮鄉紅葉４９之１號,42.5,,鄉村區,乙種建築用地,1131104,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0890427,57.67,3,2,2,有,無,1800000,31212,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPJKIJGFBU56DA,52.36,0.0,5.3,無,014
富里鄉,土地,富安段395地號,31.53,商,,,1131121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,120000,3806,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOJKIJGFCU66DA,0.0,0.0,0.0,無,
瑞穗鄉,土地,新舞鶴段635-1地號,81.5,,山坡地保育區,農牧用地,1131118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,80685,990,,0.0,0,,RPTNMLOJKIJGFCU96DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市建國路１９０號,125.0,住,,,1131108,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0790119,316.05,0,0,3,有,無,19500000,61699,,0.0,0,其他增建；,RPRNMLNJKIJGFAU09DA,299.88,0.0,16.17,無,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中興路５號四樓之二,12.37,商,,,1131101,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130731,100.4,2,2,1,有,有,9300000,92629,坡道機械,9.11,0,停車位編號4號,RPOOMLOJKIJGFAU98DA,60.12,0.0,5.43,有,
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉吳全１３１號三樓之九,13.78,農,,,1131122,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871006,51.24,2,0,1,有,無,1300000,25371,,0.0,0,陽台外推；,RPRNMLPJKIJGFAU66DA,28.13,0.0,5.58,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市國民九街７６號,115.0,住,,,1131105,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1130918,258.16,6,2,6,有,無,31000000,120081,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLQJKIJGFAU76DA,245.75,0.0,12.41,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街１９１號六樓之十六,4.95,商,,,1131124,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761117,33.19,1,0,1,有,有,1580000,47605,,0.0,0,陽台外推；包含公共設施保留地用地；,RPTNMLQJKIJGFAU96DA,21.76,0.0,4.8,有,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮城西二街６之１號,119.0,住,,,1131119,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130301,204.59,5,2,5,有,無,12000000,58654,,0.0,0,,RPPNMLPJKIJGFCU76EA,186.85,0.0,17.74,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５３號九樓之八,2.84,商,,,1131002,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,32.85,1,0,1,有,有,2200000,66971,,0.0,0,其他增建；,RPQOMLRJIIJGFAU66DA,19.24,0.0,3.83,有,015
吉安鄉,土地,太昌段1892地號,539.0,農,,,1131008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3200000,5937,,0.0,0,,RPXNMLOKIIJGFAU07DA,0.0,0.0,0.0,無,016
卓溪鄉,土地,古風段46地號,9700.0,,山坡地保育區,林業用地,1131009,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,62,,0.0,0,,RPQNMLRKIIJGFCU86DA,0.0,0.0,0.0,無,
卓溪鄉,土地,古風段46-3地號,15141.33,,山坡地保育區,林業用地,1131009,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,40,,0.0,0,,RPRNMLRKIIJGFCU96DA,0.0,0.0,0.0,無,
吉安鄉,土地,福南段526地號,379.48,,特定農業區,農牧用地,1131008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,3953,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRKIIJGFAU66EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛六街５３號四樓之九,11.76,住,,,1131004,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830414,29.810000000000002,1,0,1,有,無,1600000,53673,,0.0,0,含傢俱設備費；,RPUNMLQKIIJGFAU96DA,18.02,1.58,2.84,有,
光復鄉,土地,新庄段757地號,710.61,,一般農業區,農牧用地,1131008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,563,,0.0,0,農作物；,RPPNMLQKIIJGFBU66EA,0.0,0.0,0.0,無,
花蓮市,土地,碧雲段530-1地號,22.4,都市：其他:道路用地,,,1131009,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,13393,,0.0,0,包含公共設施保留地用地；,RPSNMLTJIIJGFAU96DA,0.0,0.0,0.0,無,
花蓮市,土地,國股段231地號,1029.72,,,,1131006,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11900000,11557,,0.0,0,包含公共設施保留地用地；,RPQNMLLLIIJGFAU88EA,0.0,0.0,0.0,無,017
新城鄉,土地,嘉南段482-4地號,4.0,住,,,1131015,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,42000,10500,,0.0,0,占用既成道路調解移轉親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQKIIJGFAU76DA,0.0,0.0,0.0,無,
新城鄉,土地,嘉南段482-3地號,10.0,住,,,1131015,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,58000,5800,,0.0,0,占用既成道路調解移轉親友、員工、共有人或其他特殊關係間之交易；,RPTNMLQKIIJGFAU86DA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里九街８７號二樓之五,31.0,住,,,1131008,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130709,125.11,3,2,2,有,有,7200000,57549,坡道平面,20.57,0,,RPQNMLLLIIJGFAU78DA,63.57,0.0,6.74,有,018
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中山路三段４２之１號,90.0,住,,,1131001,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0740803,178.94,0,0,0,無,無,12000000,67062,,0.0,0,其他增建；,RPVNMLMLIIJGFAU76DA,178.94,0.0,0.0,無,019
壽豐鄉,土地,東華段1069地號,431.56,農,,,1131016,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,1622,,0.0,0,,RPRNMLNLIIJGFAU09DA,0.0,0.0,0.0,無,
瑞穗鄉,土地,瑞祥段350地號,1642.38,,一般農業區,農牧用地,1131008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,350000,213,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMLIIJGFCU98DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中興路５號十樓之二,27.68,商,,,1131007,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130731,212.72000000000003,3,2,3,有,有,21180000,99568,坡道機械,9.09,0,,RPXNMLNLIIJGFAU07DA,128.88,0.0,17.11,有,
吉安鄉,土地,仁恥段295-6地號,14.0,都市：其他:道路用地,,,1131009,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,28571,,0.0,0,包含公共設施保留地用地；,RPOOMLNLIIJGFAU88DA,0.0,0.0,0.0,無,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮自強三街９之１號,104.06,住,,,1131011,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0710327,86.92,4,1,2,有,無,3300000,37966,,0.0,0,其他增建；,RPQNMLMLIIJGFCU09DA,86.92,0.0,0.0,無,
玉里鎮,土地,民南段429地號,9167.09,,一般農業區,農牧用地,1131015,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9167000,1000,,0.0,0,,RPQNMLNLIIJGFCU56DA,0.0,0.0,0.0,無,
玉里鎮,土地,神農段352地號,6409.46,,一般農業區,農牧用地,1131015,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4350000,679,,0.0,0,,RPRNMLNLIIJGFCU66DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中美五街１４０巷３號四樓,37.38,住,,,1131005,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720107,95.62,3,2,1,有,無,4600000,48107,,0.0,0,頂樓加蓋；,RPTOMLOLIIJGFAU86DA,79.9,0.0,0.0,無,020
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛六街５３號二樓之十六,15.36,住,,,1131014,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830414,83.34,2,2,1,有,有,5000000,59995,,0.0,0,其他增建；,RPOQMLPLIIJGFAU66DA,57.18,4.26,3.82,有,021
萬榮鄉,房地(土地+建物),花蓮縣萬榮鄉紅葉６１之１號,270.55,,鄉村區,乙種建築用地,1131015,土地1建物1車位0,全,一層,透天厝,住家用,鋼筋混凝土加強磚造,0820810,93.08,3,1,1,有,無,500000,5372,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPPNMLPLIIJGFBU66EA,93.08,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路２之８號七樓之八,2.27,商,,,1131005,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761104,32.55,1,0,1,有,有,1500000,46083,,0.0,0,其他增建；,RPPNMLTLIIJGFAU86DA,13.14,0.0,7.56,有,022
吉安鄉,土地,仁恥段295-8地號,14.0,都市：其他:道路用地,,,1131022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,28571,,0.0,0,包含公共設施保留地用地；,RPQNMLTLIIJGFAU96DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５３號四樓之二十五,2.84,商,,,1131012,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,29.62,1,0,1,有,有,1600000,54018,,0.0,0,其他增建；,RPXNMLMLIIJGFAU96DA,18.52,0.0,1.49,有,023
豐濱鄉,房地(土地+建物),花蓮縣豐濱鄉新社５之１號,2137.77,,風景區,農牧用地,1131010,土地3建物1車位0,全,二層,透天厝,農業用,鋼筋混凝土造,0870210,332.42,6,2,2,有,無,2440000,7340,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPLIIJGFBU56DA,289.19,15.81,27.42,無,
鳳林鎮,土地,水車段773-1地號,495.9,,特定農業區,甲種建築用地,1131006,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,12099,,0.0,0,,RPPNMLSLIIJGFBU86DA,0.0,0.0,0.0,無,
鳳林鎮,土地,水車段774-1地號,3305.8,,特定農業區,農牧用地,1131006,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4500000,1361,,0.0,0,,SPPNMLSLIIJGFBU96DA,0.0,0.0,0.0,無,024
花蓮市,房地(土地+建物),花蓮縣花蓮市重慶路３２７號,35.5,住,,,1131023,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0670900,53.97,3,2,1,有,無,6000000,111173,,0.0,0,其他增建；包含公共設施保留地用地；,RPXNMLKMIIJGFAU86DA,53.97,0.0,0.0,無,025
花蓮市,房地(土地+建物),花蓮縣花蓮市府前路１５６號五樓之六,8.49,商,,,1131028,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121003,52.94,1,1,1,有,無,5200000,98224,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKMIIJGFAU78EA,31.97,0.0,6.31,有,026
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯二路８３號,17.43,住,,,1131015,土地1建物1車位0,一層，二層，騎樓,十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0831115,106.48,1,1,2,有,有,7500000,70436,,0.0,0,,RPVNMLRKIIJGFAU17DA,92.46,0.0,2.55,有,027
花蓮市,土地,四維段672地號,278.49,農,,,1131022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10100000,36267,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLMLIIJGFAU86DA,0.0,0.0,0.0,無,028
花蓮市,房地(土地+建物),花蓮縣花蓮市國興五街５３號,66.94,商,,,1131004,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830727,179.46,4,2,2,有,無,12800000,71325,,0.0,0,其他增建；,RPPNMLKMIIJGFAU68DA,113.89,13.54,0.0,無,029
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里路１５９之５號,86.0,住,,,1131015,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0840906,190.78,5,2,6,有,無,11550000,60541,,0.0,0,其他增建；,RPXOMLKMIIJGFAU96DA,174.97,4.37,11.44,無,030
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉安路一段１３號,63.0,住,,,1131016,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0631113,109.36,2,1,2,有,無,9100000,83211,,0.0,0,,RPTNMLLJJIJGFAU98DA,109.36,0.0,0.0,無,
