鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
花蓮市,房地(土地+建物),花蓮縣花蓮市北昌二街１８號,181.0,住,,,1131019,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0721128,175.46,4,2,3,有,無,17500000,99738,,0.0,0,頂樓加蓋；,RPTOMLPLJIJGFAU07DA,175.46,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號二樓之五,26.44,住,,,1131022,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,74.52000000000001,2,1,2,有,無,5700000,76490,,0.0,0,,RPOQMLQLJIJGFAU86DA,52.95,0.0,3.61,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街１９１號五樓之五,15.41,住,,,1131026,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850716,100.39999999999999,2,2,2,有,有,5750000,57271,,0.0,0,其他增建；,RPWNMLSLJIJGFAU57DA,65.22,0.0,10.91,有,072
瑞穗鄉,土地,屋拉力段1463地號,595.19,,鄉村區,乙種建築用地,1131017,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,5040,,0.0,0,包含公共設施保留地用地；,RPPNMLTLJIJGFCU17DA,0.0,0.0,0.0,無,
玉里鎮,土地,源城段122地號,25.43,,特定農業區,水利用地,1131013,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20775,817,,0.0,0,協議價購；,RPPOMLQLJIJGFCU07EA,0.0,0.0,0.0,無,071
玉里鎮,土地,源城段122地號,25.43,,特定農業區,水利用地,1131013,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20775,817,,0.0,0,協議價購；,RPQOMLQLJIJGFCU17EA,0.0,0.0,0.0,無,071
玉里鎮,土地,源城段122地號,25.43,,特定農業區,水利用地,1131013,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20775,817,,0.0,0,協議價購；,RPROMLQLJIJGFCU27EA,0.0,0.0,0.0,無,071
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕一街６７號三樓,42.5,住,,,1131015,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130510,123.06,3,2,2,有,無,11350000,92231,,0.0,0,,RPURMLMKJIJGFAU07DA,72.76,0.0,7.43,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市府前路４９４號,151.0,住,,,1131030,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0610210,87.41,5,3,4,有,無,12000000,137284,,0.0,0,交易價格包含其他買賣登記案件標的之價格土地價款:新台幣1180萬元整、房屋價款:新台幣20萬元整頂樓加蓋；其他增建；,RPQNMLPKJIJGFAU56DA,87.41,0.0,0.0,無,
壽豐鄉,土地,溪口段216地號,1034.53,,一般農業區,農牧用地,1131016,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1250000,1208,,0.0,0,,RPXNMLKLJIJGFAU86DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號,13.22,住,,,1131022,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,49.72,0,0,0,無,無,4450000,89501,,0.0,0,共有部分面積含車位面積花蓮市國股段241地號 權利範圍:26/756及同段530建號 權利範圍:1/1,RPPOMLQLJIJGFAU76DA,25.78,0.0,0.0,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號三樓之一,13.73,住,,,1131023,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,49.83,1,1,1,有,無,3780000,75858,,0.0,0,,RPQPMLQLJIJGFAU96DA,26.82,0.0,3.81,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號三樓之二,19.32,住,,,1131025,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,61.46,2,1,1,有,無,4600000,74845,,0.0,0,,RPWPMLQLJIJGFAU57DA,37.78,0.0,3.25,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號二樓之三,27.46,住,,,1131027,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,76.42,2,1,2,有,無,5150000,67391,,0.0,0,,RPQQMLQLJIJGFAU07DA,53.84,0.0,3.8,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市華安街１１巷１２號,80.0,住,,,1131017,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0690502,83.59,4,2,2,有,無,6300000,75368,,0.0,0,其他增建；,RPTNMLTLJIJGFAU37DA,83.59,0.0,0.0,無,
吉安鄉,土地,南華段957-1地號,205.47,,特定農業區,甲種建築用地,1131005,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3418000,16635,,0.0,0,未登記建物；,RPRNMLMJKIJGFAU98DA,0.0,0.0,0.0,無,076
花蓮市,房地(土地+建物),花蓮縣花蓮市博愛街１６６之５號,33.62,商,,,1131028,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700801,92.13000000000001,3,2,2,有,無,5000000,54271,,0.0,0,陽台外推；,RPSNMLMJKIJGFAU09DA,75.76,0.0,0.0,無,077
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南山五街８６號,81.0,住,,,1131028,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0660208,111.56,6,2,3,有,無,8200000,73503,,0.0,0,頂樓加蓋；其他增建；,RPTNMLMJKIJGFAU56DA,111.56,0.0,0.0,無,
壽豐鄉,土地,池南段432地號,117.35,農,,,1131024,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1980000,16873,,0.0,0,農作物；,RPUNMLNJKIJGFAU76DA,0.0,0.0,0.0,無,078
壽豐鄉,土地,池南段422-1地號,139.69,農,,,1131023,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,7159,,0.0,0,有貨櫃屋,RPOOMLNJKIJGFAU88DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中美路１１５巷６號七樓,14.6,商,,,1131020,土地2建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830611,115.36,3,2,2,有,有,7300000,63280,,0.0,0,,RPQOMLNJKIJGFAU09DA,82.34,0.0,12.16,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市上海街８１號三樓之五,10.08,商,,,1131025,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080325,54.66,1,1,1,有,有,4500000,82327,,0.0,0,,RPUOMLNJKIJGFAU86DA,31.45,0.0,3.94,有,079
花蓮市,土地,民享段643地號,274.0,商,,,1131021,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,27550000,100547,,0.0,0,,RPTNMLOJKIJGFAU76DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市自強路５４１號,218.0,住,,,1131025,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0840829,561.89,4,3,4,有,無,31500000,56061,,0.0,0,頂樓加蓋；其他增建；,RPVNMLOJKIJGFAU96DA,530.41,31.48,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯三路５３號七樓之一,6.74,商,,,1131021,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820111,66.99,2,1,1,有,有,4600000,68667,,0.0,0,,RPXNMLOJKIJGFAU17DA,49.2,0.0,3.88,有,080
鳳林鎮,土地,鳳明段813地號,302.0,農,,,1131022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1588889,5261,,0.0,0,地清或未辦繼承標售；,RPPNMLSLJIJGFBU07EA,0.0,0.0,0.0,無,
玉里鎮,土地,源城段122地號,25.43,,特定農業區,水利用地,1131013,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20775,817,,0.0,0,協議價購；,RPSOMLQLJIJGFCU37EA,0.0,0.0,0.0,無,071
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號二樓之一,13.73,住,,,1131023,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,49.83,1,1,1,有,無,3770000,75657,,0.0,0,,RPVOMLQLJIJGFAU37DA,26.82,0.0,3.81,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號四樓之二,27.46,住,,,1131015,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,71.26,2,1,2,有,無,5850000,82094,,0.0,0,,RPRPMLQLJIJGFAU07DA,53.84,0.0,3.8,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號五樓之三,26.44,住,,,1131016,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,70.6,2,1,2,有,無,5800000,82153,,0.0,0,,RPSPMLQLJIJGFAU17DA,52.95,0.0,3.61,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村７之３號三樓之三,27.46,住,,,1131028,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130926,76.42,2,1,2,有,無,5930000,77597,,0.0,0,,RPVPMLQLJIJGFAU47DA,53.84,0.0,3.8,有,
吉安鄉,土地,廣賢段41地號,1840.84,,一般農業區,農牧用地,1131026,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1620000,880,,0.0,0,,RPWNMLTLJIJGFAU67DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中正路１６８巷１１弄２９號,89.0,住,,,1131024,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0731018,95.82,4,2,3,有,無,8900000,92882,,0.0,0,其他增建；,RPWOMLNJKIJGFAU07DA,95.82,0.0,0.0,無,
富里鄉,土地,埔頭段1301地號,511.23,,一般農業區,甲種建築用地,1131023,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500006,6846,,0.0,0,政府機關標讓售；,RPPNMLPLJIJGFCU76DA,0.0,0.0,0.0,無,
玉里鎮,土地,麻汝段698地號,1213.24,,山坡地保育區,農牧用地,1131012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,320000,264,,0.0,0,,RPSNMLOJKIJGFCU86DA,0.0,0.0,0.0,無,
富里鄉,土地,後湖段1466地號,3790.72,,山坡地保育區,農牧用地,1131025,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,889456,235,,0.0,0,地清或未辦繼承標售；,RPPNMLTLJIJGFCU27EA,0.0,0.0,0.0,無,
光復鄉,房地(土地+建物),花蓮縣光復鄉中山路一段７５之２號,2585.72,,一般農業區,農牧用地,1131017,土地2建物1車位0,全,一層,透天厝,農業用,鋼鐵造有牆,1010710,93.73,0,0,0,無,無,6500000,69348,,0.0,0,,RPPNMLTLJIJGFBU07DA,93.73,0.0,0.0,無,
光復鄉,土地,溪州段260-11地號,2874.6,,特定農業區,農牧用地,1131022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1400000,487,,0.0,0,,RPQNMLOJKIJGFBU56DA,0.0,0.0,0.0,無,
光復鄉,土地,溪州段260-3地號,2874.61,,特定農業區,農牧用地,1131022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1400000,487,,0.0,0,,RPRNMLOJKIJGFBU66DA,0.0,0.0,0.0,無,082
玉里鎮,土地,泰林段1724地號,994.99,,特定農業區,農牧用地,1131012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,402,,0.0,0,,RPPNMLNJKIJGFCU09DA,0.0,0.0,0.0,無,
鳳林鎮,土地,南平段188地號,663.48,,一般農業區,農牧用地,1131015,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,904,,0.0,0,地清或未辦繼承標售；,RPQNMLNJKIJGFBU56EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中強街１７７巷７號,100.0,住,,,1131027,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0740705,132.08,4,2,2,有,無,8000000,60569,,0.0,0,其他增建；,RPUNMLQJKIJGFAU07DA,123.04,0.0,9.04,無,
瑞穗鄉,土地,新舞鶴段561地號,116.4,,山坡地保育區,丙種建築用地,1131001,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1309600,11251,,0.0,0,地清或未辦繼承標售；,RPPNMLKLJIJGFCU98EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中山路５３５巷１弄１１號,73.0,住,,,1130902,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0660906,92.74,3,2,2,有,無,6500000,70088,,0.0,0,,RPTNMLOJRHJGFAU37DA,92.74,0.0,0.0,無,
玉里鎮,土地,舊田段932-2地號,47.67,,鄉村區,乙種建築用地,1130905,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,64890,1361,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKKRHJGFCU86DA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉廣賢路一段３４９巷７號四樓之一,24.29,,特定農業區,甲種建築用地,1130903,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130207,89.74000000000001,2,2,2,有,有,6788000,75641,,0.0,0,,RPVOMLQJRHJGFAU87DA,54.16,0.0,5.43,有,001
壽豐鄉,土地,榮光段46-11地號,40000.0,農,,,1130901,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2400000,60,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLKKRHJGFAU07DA,0.0,0.0,0.0,無,
新城鄉,土地,山廣段853-1地號,1200.98,,一般農業區,林業用地,1130904,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4510000,3755,,0.0,0,,RPROMLTJRHJGFAU77DA,0.0,0.0,0.0,無,
玉里鎮,土地,玉東段406-1地號,2.62,農,,,1130906,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30000,11450,,0.0,0,,RPQNMLKKRHJGFCU96DA,0.0,0.0,0.0,無,
萬榮鄉,土地,支亞干段744地號,1264.84,,一般農業區,農牧用地,1130902,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,158,,0.0,0,,RPPNMLQKRHJGFBU47EA,0.0,0.0,0.0,無,
新城鄉,房地(土地+建物),花蓮縣新城鄉安樂街５巷２號,98.0,,鄉村區,乙種建築用地,1130916,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0700202,101.91,3,2,2,有,無,3800000,37288,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPPNMLTKRHJGFAU67EA,101.91,0.0,0.0,無,084
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉吳全１３１號四樓之十三,14.18,農,,,1130905,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871006,52.69,1,1,1,有,有,1250000,23724,,0.0,0,陽台外推；,RPUOMLNKRHJGFAU57DA,29.11,0.0,5.54,有,
吉安鄉,土地,南埔段2525-6地號,229.0,,特定農業區,農牧用地,1130902,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,15284,,0.0,0,,RPRNMLKKRHJGFAU86DA,0.0,0.0,0.0,無,085
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉自立新村１５號,60.22,,特定農業區,甲種建築用地,1130905,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0721221,104.85,3,2,2,有,無,600000,5722,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSKRHJGFCU67DA,94.05,0.0,10.8,無,
吉安鄉,土地,東昌段753-9地號,20.58,農,,,1130903,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,68000,3304,,0.0,0,,RPRPMLSKRHJGFAU87DA,0.0,0.0,0.0,無,
光復鄉,房地(土地+建物),花蓮縣光復鄉建國路二段１５３之３號,93.74,,特定農業區,甲種建築用地,1130905,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0890126,140.72,4,2,3,有,無,2680000,19045,,0.0,0,,RPPNMLQJRHJGFBU27DA,131.55,0.0,9.17,無,
萬榮鄉,土地,支亞干段2388地號,1090.38,,山坡地保育區,農牧用地,1130905,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,150000,138,,0.0,0,,RPPNMLSKRHJGFBU67EA,0.0,0.0,0.0,無,
萬榮鄉,土地,支亞干段2436地號,140.7,,山坡地保育區,農牧用地,1130905,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,25500,181,,0.0,0,,RPQNMLSKRHJGFBU77EA,0.0,0.0,0.0,無,
卓溪鄉,土地,崙布山段1395地號,492.21,,鄉村區,乙種建築用地,1130910,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,750000,1524,,0.0,0,未登記建物；,RPPNMLNLRHJGFCU37EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市睦和街３６巷７號,100.0,住,,,1130902,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1031119,222.31,4,2,5,有,無,17450000,78494,,0.0,0,其他增建；,RPQOMLQJRHJGFAU37DA,199.27,0.0,23.04,無,086
壽豐鄉,土地,吳全段841-1地號,706.74,都市：其他:道路用地,,,1130917,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2200000,3113,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPPNMLPLRHJGFAU37EA,0.0,0.0,0.0,無,087
花蓮市,土地,國股段387地號,2085.43,農,,,1130920,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13000000,6234,,0.0,0,,RPVOMLMLQHJGFAU57DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市自強路５０７巷３３號四樓,24.64,住,,,1130904,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771125,74.45,2,2,1,有,無,3180000,42713,,0.0,0,,RPWNMLPLRHJGFAU97DA,62.71,0.0,7.2,無,
鳳林鎮,土地,箭瑛段108地號,3574.98,,山坡地保育區,農牧用地,1130916,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,190000,53,,0.0,0,袋地路不可達,RPRNMLPLRHJGFBU57DA,0.0,0.0,0.0,無,
吉安鄉,土地,慈惠段890地號,10.83,住,,,1130909,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,311600,28772,,0.0,0,,RPTOMLKKRHJGFAU17DA,0.0,0.0,0.0,無,088
吉安鄉,土地,慈惠段890地號,10.83,住,,,1130909,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,311600,28772,,0.0,0,,RPUOMLKKRHJGFAU27DA,0.0,0.0,0.0,無,088
壽豐鄉,土地,路內段824地號,372.18,農,,,1130903,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,16121,,0.0,0,未登記建物；,RPOOMLQLRHJGFAU37DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中興路２５８號四樓之二,19.93,住,,,1130905,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750527,82.36,2,2,1,有,無,3250000,39461,,0.0,0,其他增建；,RPSNMLRLRHJGFAU77DA,60.29,0.0,14.42,無,090
秀林鄉,土地,德布克段524地號,1401.9,農,,,1130925,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,499,,0.0,0,,RPPNMLSLRHJGFAU57DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國興二街１４３號六樓之二,15.0,住,,,1130919,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0771129,74.14,2,1,1,有,無,4100000,55301,,0.0,0,,RPWOMLKMRHJGFAU67DA,49.31,0.0,5.88,有,091
玉里鎮,房地(土地+建物),花蓮縣玉里鎮城南九街７５號,198.0,住,,,1130909,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1060320,426.49,10,0,10,有,無,21300000,49943,,0.0,0,,RPTNMLPLRHJGFCU87DA,391.87,0.0,34.62,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路１３１號四樓之二,4.51,商,,,1130904,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831007,34.6,1,0,1,有,有,1550000,44798,,0.0,0,,RPSOMLKMRHJGFAU27DA,23.32,0.0,0.0,有,092
富里鄉,土地,富豐段1929-1地號,3000.0,,山坡地保育區,農牧用地,1130918,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2250000,750,,0.0,0,,RPQNMLRLRHJGFCU77DA,0.0,0.0,0.0,無,
花蓮市,車位,花蓮縣花蓮市南京街２０５號等１５９戶,0.0,,,,1130905,土地0建物1車位1,,,其他,,,,34.9,0,0,0,無,有,1760000,,坡道平面,34.9,1760000,建物坐落地號：主商段707地號；僅車位交易；,RPRNMLQJRHJGFAU37DA,0.0,0.0,0.0,有,093
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十街１５６巷２１之２號一樓之一,44.95,住,,,1130913,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080829,127.07000000000001,3,2,2,有,有,7500000,59023,,0.0,0,,RPQNMLOJIIJGFAU88DA,87.74,0.0,9.63,有,094
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛一街６６巷３之２號二樓,22.14,商,,,1130924,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730919,107.4,2,2,2,有,無,5000000,46555,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPVNMLOJIIJGFAU76DA,73.43,0.0,8.88,無,095
壽豐鄉,土地,下月段331地號,2688.43,,山坡地保育區,農牧用地,1130905,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2250000,837,,0.0,0,,RPQOMLOJIIJGFAU98DA,0.0,0.0,0.0,無,096
花蓮市,房地(土地+建物),花蓮縣花蓮市林園二街２６號四樓之五,34.54,住,,,1130903,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840417,138.64,3,2,2,有,有,7680000,55395,,0.0,0,共同使用部分含停車位一個,RPSOMLOJIIJGFAU56DA,95.91,1.32,8.1,有,097
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉興路一段２９號之３,106.0,住,,,1130910,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0800509,280.38,4,2,4,有,無,12000000,42799,,0.0,0,其他增建；,RPVOMLOJIIJGFAU86DA,267.63,0.0,12.75,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十七街１０號五樓之十一,16.56,住,,,1130905,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810121,96.80000000000001,3,2,1,有,無,4700000,48554,,0.0,0,,RPWNMLRJIIJGFAU17DA,57.1,0.0,5.92,有,
鳳林鎮,土地,北林段224-2地號,501.16,,鄉村區,乙種建築用地,1130923,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5368426,10712,,0.0,0,協議價購；,RPVNMLNLRHJGFBU77DA,0.0,0.0,0.0,無,
鳳林鎮,土地,鳳凰段665-1地號,3000.0,,一般農業區,農牧用地,1130905,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2820000,940,,0.0,0,農作物；,RPQNMLPLRHJGFBU47DA,0.0,0.0,0.0,無,098
玉里鎮,土地,信農段603地號,82.36,,山坡地保育區,丙種建築用地,1130911,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1150000,13963,,0.0,0,,RPPNMLNLRHJGFCU27DA,0.0,0.0,0.0,無,
富里鄉,土地,埔頭段1203地號,2970.25,,一般農業區,農牧用地,1130919,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,1178,,0.0,0,買方負擔代書費、印花稅、登記費；賣方負擔鑑界費。,RPPNMLRLRHJGFCU67DA,0.0,0.0,0.0,無,099
光復鄉,土地,東富段1083地號,218.66,,鄉村區,乙種建築用地,1130910,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,430000,1967,,0.0,0,未登記建物；,RPPNMLKMRHJGFBU07EA,0.0,0.0,0.0,無,100
壽豐鄉,房地(土地+建物)+車位,花蓮縣壽豐鄉志學新１９１之３號,52.76,住,,,1130905,土地1建物1車位1,四層，五層，見其他登記事項,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0880520,154.65,4,2,2,有,有,3900000,25218,其他,13.51,0,,RPXOMLNKRHJGFAU87DA,106.22,0.0,9.18,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中興路５號六樓之三,12.81,商,,,1130903,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130731,94.25,2,2,1,有,有,8830000,93687,,0.0,0,,RPQOMLQLRHJGFAU57DA,62.0,0.0,5.58,有,
新城鄉,房地(土地+建物),花蓮縣新城鄉安樂街７巷１１號,98.0,,鄉村區,乙種建築用地,1130910,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0700202,100.05,4,2,2,有,無,7800000,77961,,0.0,0,其他增建；,RPOOMLOJIIJGFAU78DA,100.05,0.0,0.0,無,101
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉吳全１３１號四樓之十八,14.31,農,,,1130907,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871006,53.09,2,0,1,有,有,1100000,20720,,0.0,0,,RPSNMLRJIIJGFAU76DA,29.3,0.0,5.58,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市明智街８３號,107.0,住,,,1130905,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1051031,266.28,5,3,4,有,無,20000000,75109,,0.0,0,,RPOPMLSJIIJGFAU66DA,256.67,0.0,9.61,有,
玉里鎮,土地,宮前段32地號,297.44,,鄉村區,乙種建築用地,1130919,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1850000,6220,,0.0,0,,RPPNMLKLRHJGFCU96DA,0.0,0.0,0.0,無,102
壽豐鄉,房地(土地+建物)+車位,花蓮縣壽豐鄉志學新２５之１號,46.31,住,,,1130905,土地1建物1車位1,二層，三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0880520,141.28,4,2,2,有,有,4000000,28313,一樓平面,13.51,0,,RPWOMLNKRHJGFAU77DA,93.2,3.51,7.74,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕五街８８號二樓之一,29.17,住,,,1130907,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830610,100.97,2,2,2,有,有,6200000,61404,,0.0,0,,RPUPMLSKRHJGFAU18DA,78.16,0.0,9.36,有,
