編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPUNMLQKIIJGFAU96DA,30,22.44,住家用,鋼筋混凝土造,83年4月14日,六層,四層 陽台 花台,全筆移轉
RPUNMLQKIIJGFAU96DA,30,7.37,共有部份,鋼筋混凝土造,83年4月14日,六層,,持分移轉
RPQNMLLLIIJGFAU78DA,,70.31,集合住宅,鋼筋混凝土造,113年7月9日,八層,二層 陽台,全筆移轉
RPQNMLLLIIJGFAU78DA,,34.23,共有部份,鋼筋混凝土造,113年7月9日,八層,,持分移轉
RPQNMLLLIIJGFAU78DA,,20.57,共有部分（停車空間、車道）,鋼筋混凝土造,113年7月9日,八層,,持分移轉
RPPNMLPLIIJGFBU66EA,31,93.08,住家用,鋼筋混凝土加強磚造,82年8月10日,一層,一層 騎樓,全筆移轉
RPPNMLKMIIJGFAU78EA,1,38.28,集合住宅,鋼筋混凝土造,112年10月3日,七層,五層 陽台,全筆移轉
RPPNMLPLIIJGFBU56DA,27,332.42,農舍,鋼筋混凝土造,87年2月10日,二層,一層 二層 陽台 平台 屋頂突出物,全筆移轉
RPPNMLKMIIJGFAU78EA,1,14.66,共有部份,鋼筋混凝土造,112年10月3日,七層,,持分移轉
RPVNMLMLIIJGFAU76DA,39,178.94,住商用,鋼筋混凝土造,74年8月3日,三層,一層 二層 三層 屋頂突出物 騎樓,全筆移轉
RPTOMLOLIIJGFAU86DA,42,15.72,共有部份,鋼筋混凝土造,72年1月7日,四層,,持分移轉
RPXNMLNLIIJGFAU07DA,,145.99,集合住宅,鋼筋混凝土造,113年7月31日,十一層,十層 陽台,全筆移轉
RPXNMLMLIIJGFAU96DA,30,20.01,住家用,鋼筋混凝土造,83年11月15日,十二層,四層 陽台,全筆移轉
RPTOMLOLIIJGFAU86DA,42,79.90,住家用,鋼筋混凝土造,72年1月7日,四層,四層,全筆移轉
RPXNMLNLIIJGFAU07DA,,57.63,共有部份,鋼筋混凝土造,113年7月31日,十一層,,持分移轉
RPXNMLMLIIJGFAU96DA,30,6.23,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPXNMLNLIIJGFAU07DA,,9.10,共有部份,鋼筋混凝土造,113年7月31日,十一層,,持分移轉
RPXNMLMLIIJGFAU96DA,30,3.38,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPOQMLPLIIJGFAU66DA,31,65.26,住家用,鋼筋混凝土造,83年4月14日,六層,二層 陽台 花台,全筆移轉
RPOQMLPLIIJGFAU66DA,31,18.08,共有部份,鋼筋混凝土造,83年4月14日,六層,,持分移轉
RPVNMLRKIIJGFAU17DA,30,95.01,住商用,鋼筋混凝土造,83年11月15日,十二層,一層 二層 陽台 騎樓,全筆移轉
RPVNMLRKIIJGFAU17DA,30,11.47,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPXNMLKMIIJGFAU86DA,,53.97,住商用,鋼筋混凝土加強磚造,67年9月0日,二層,一層 二層 騎樓,持分移轉
RPPNMLLJJIJGFBU68DA,39,104.57,住家用,鋼筋混凝土加強磚造,75年3月30日,一層,一層,全筆移轉
RPPNMLTLIIJGFAU86DA,37,20.70,住家用,鋼筋混凝土造,76年11月4日,七層,七層 陽台,全筆移轉
RPPNMLTLIIJGFAU86DA,37,11.85,共有部份,鋼筋混凝土造,76年11月4日,七層,,持分移轉
RPPNMLKMIIJGFAU68DA,30,127.43,住家用,鋼筋混凝土造,83年7月27日,四層,一層 平台,全筆移轉
RPPNMLKMIIJGFAU68DA,30,40.04,共有部份,鋼筋混凝土造,83年7月27日,四層,,持分移轉
RPPNMLKMIIJGFAU68DA,30,11.99,共有部份,鋼筋混凝土造,83年7月27日,四層,,持分移轉
RPVOMLOJJIJGFAU96DA,30,20.09,住家用,鋼筋混凝土造,83年10月7日,九層,五層,全筆移轉
RPVOMLOJJIJGFAU96DA,30,9.17,共有部份,鋼筋混凝土造,83年10月7日,九層,,持分移轉
RPTNMLLJJIJGFAU98DA,50,109.36,住家用,鋼筋混凝土造,63年11月13日,二層,一層 二層 騎樓,全筆移轉
RPQNMLOJJIJGFAU98DA,5,33.10,集合住宅,鋼筋混凝土造,109年1月8日,七層,六層 陽台,全筆移轉
RPQNMLOJJIJGFAU98DA,5,18.77,本共有部分之項目有防空避難室、電梯、安全梯、電信室、台電配電室、騎樓、梯廳、屋頂突出物及停車空間等９項,鋼筋混凝土造,109年1月8日,七層,,持分移轉
RPQNMLOJJIJGFAU98DA,5,.91,共有部分（停車空間）,鋼筋混凝土造,109年1月8日,七層,,持分移轉
RPOOMLOJJIJGFAU88DA,46,35.56,住家用,木石磚造,,一層,一層,全筆移轉
RPXOMLKMIIJGFAU96DA,29,190.78,住家用,鋼筋混凝土造,84年9月6日,三層,一層 二層 三層 陽台 平台 屋頂突出物 騎樓,全筆移轉
RPVPMLPLIIJGFAU27DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,四層 陽台,全筆移轉
RPVPMLPLIIJGFAU27DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPXPMLPLIIJGFAU47DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,五層 陽台,全筆移轉
RPXPMLPLIIJGFAU47DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPUOMLOJJIJGFAU86DA,30,20.09,住家用,鋼筋混凝土造,83年10月7日,九層,五層,全筆移轉
RPUOMLOJJIJGFAU86DA,30,9.17,共有部份,鋼筋混凝土造,83年10月7日,九層,,持分移轉
RPXOMLPLIIJGFAU37DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,二層 陽台,全筆移轉
RPTPMLPLIIJGFAU07DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,四層 陽台,全筆移轉
RPTPMLPLIIJGFAU07DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPXOMLPLIIJGFAU37DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPQPMLPLIIJGFAU76DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,三層 陽台,全筆移轉
RPQPMLPLIIJGFAU76DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPTOMLMLIIJGFAU66DA,,52.55,集合住宅,鋼筋混凝土造,113年7月30日,五層,五層 陽台,全筆移轉
RPTOMLMLIIJGFAU66DA,,19.07,共有部份,鋼筋混凝土造,113年7月30日,五層,,持分移轉
RPXOMLOJJIJGFAU17DA,30,6.89,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPXOMLOJJIJGFAU17DA,30,3.78,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPXOMLOJJIJGFAU17DA,30,23.21,住家用,鋼筋混凝土造,83年11月15日,十二層,十層 陽台,全筆移轉
RPVNMLPJJIJGFAU96DA,6,53.05,集合住宅,鋼筋混凝土造,107年4月27日,十二層,八層 陽台,全筆移轉
RPVNMLPJJIJGFAU96DA,6,12.09,本共有部份之項目有防空避難室兼停車空間、機電設備、騎樓、Ｆ梯安全梯、一樓梯廳、一樓門廳、管委會使用空間、車道、Ｃ棟垃圾處理區等９項。,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPVNMLPJJIJGFAU96DA,6,15.67,共有部份,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPSPMLPLIIJGFAU96DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,三層 陽台,全筆移轉
RPSPMLPLIIJGFAU96DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPPOMLKMIIJGFAU78DA,20,224.07,住商用,鋼筋混凝土造,94年1月18日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓,全筆移轉
RPPOMLPKIIJGFAU09DA,45,52.00,住家用,鋼筋混凝土加強磚造,68年10月26日,一層,一層,全筆移轉
RPOPMLPLIIJGFAU56DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,二層 陽台,全筆移轉
RPOPMLPLIIJGFAU56DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPOPMLPLIIJGFAU56DA,,15.00,共有部分（停車空間）,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPPOMLPJJIJGFAU09DA,,36.00,住家用,磚造,,一層,一層,全筆移轉
RPXNMLLJJIJGFAU76DA,,248.05,集合住宅,鋼筋混凝土造,113年8月16日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPXNMLLJJIJGFAU76DA,,.29,共有部份,鋼筋混凝土造,113年8月16日,五層,,持分移轉
RPRPMLPLIIJGFAU86DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,三層 陽台,全筆移轉
RPPOMLRJJIJGFAU66DA,40,80.44,住家用,鋼筋混凝土造,74年2月7日,五層,四層 陽台,全筆移轉
RPRPMLPLIIJGFAU86DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPPOMLRJJIJGFAU66DA,40,11.06,共有部份,鋼筋混凝土造,74年2月7日,五層,,持分移轉
RPQNMLQJJIJGFAU56DA,32,47.52,住家用,鋼筋混凝土造,81年12月9日,五層,二層 陽台,全筆移轉
RPQNMLQJJIJGFAU56DA,32,11.49,共有部份,鋼筋混凝土造,81年12月9日,五層,,持分移轉
RPRNMLQJJIJGFAU66DA,30,21.00,住家用,鋼筋混凝土造,83年11月15日,十二層,十一層 陽台,全筆移轉
RPRNMLQJJIJGFAU66DA,30,7.22,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPPPMLSLIIJGFAU96DA,,47.90,集合住宅,鋼筋混凝土造,113年7月30日,五層,五層 陽台,全筆移轉
RPRNMLQJJIJGFAU66DA,30,5.09,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPPPMLSLIIJGFAU96DA,,17.50,共有部份,鋼筋混凝土造,113年7月30日,五層,,持分移轉
RPPPMLSLIIJGFAU96DA,,13.62,共有部份,鋼筋混凝土造,113年7月30日,五層,,持分移轉
RPUNMLRJJIJGFAU07DA,31,66.09,住家用,鋼筋混凝土造,82年9月25日,八層,三層 陽台,全筆移轉
RPUNMLSJJIJGFAU17DA,46,178.02,住家用,鋼筋混凝土加強磚造,67年7月10日,三層,一層 二層 三層 防空避難室 騎樓,全筆移轉
RPUNMLRJJIJGFAU07DA,31,17.09,共有部份,鋼筋混凝土造,82年9月25日,八層,,持分移轉
RPSNMLSJJIJGFAU96DA,43,117.12,住商用,鋼筋混凝土加強磚造,70年6月15日,二層,一層 二層 騎樓,全筆移轉
RPQNMLKMIIJGFBU88DA,46,114.94,住商用,鋼筋混凝土造,68年3月3日,二層,一層 二層 騎樓,全筆移轉
RPVNMLSJJIJGFAU27DA,26,34.88,住家用,鋼筋混凝土造,87年10月6日,五層,四層 陽台,全筆移轉
RPVNMLSJJIJGFAU27DA,26,18.21,共有部份,鋼筋混凝土造,87年10月6日,五層,,持分移轉
RPTNMLLKJIJGFAU09DA,45,109.34,住商用,鋼筋混凝土加強磚造,68年10月30日,二層,一層 二層 騎樓,全筆移轉
RPPOMLSJJIJGFAU76DA,,58.97,集合住宅,鋼筋混凝土造,113年8月16日,五層,四層 陽台,全筆移轉
RPPOMLSJJIJGFAU76DA,,29.31,共有部份,鋼筋混凝土造,113年8月16日,五層,,持分移轉
RPPOMLSJJIJGFAU76DA,,.29,共有部份,鋼筋混凝土造,113年8月16日,五層,,持分移轉
RPWNMLMKJIJGFAU86DA,31,92.90,住家用,鋼筋混凝土造,82年12月15日,七層,三層 陽台,全筆移轉
RPWNMLMKJIJGFAU86DA,31,14.80,共有部份,鋼筋混凝土造,82年12月15日,七層,,持分移轉
RPWNMLMKJIJGFAU86DA,31,13.81,共有部份,鋼筋混凝土造,82年12月15日,七層,,持分移轉
RPWNMLMKJIJGFAU86DA,31,14.86,共有部份,鋼筋混凝土造,82年12月15日,七層,,持分移轉
RPWNMLMKJIJGFAU86DA,31,.42,辦公室,鋼筋混凝土造,82年12月15日,七層,見其他登記事項,持分移轉
RPOOMLRJJIJGFAU56DA,35,8.83,共有部份,鋼筋混凝土造,79年3月31日,四層,,持分移轉
RPOOMLRJJIJGFAU56DA,35,131.64,住家用,鋼筋混凝土造,79年3月31日,四層,三層 陽台,全筆移轉
RPPNMLQJJIJGFAU09DA,,109.60,住商用,鋼筋混凝土加強磚造,65年5月0日,二層,一層 二層 屋頂突出物 騎樓,全筆移轉
RPTNMLMKJIJGFAU56DA,42,85.45,住家用,鋼筋混凝土加強磚造,71年11月29日,一層,一層,全筆移轉
RPSNMLMKJIJGFCU66DA,45,112.13,住商用,鋼筋混凝土造,68年12月4日,二層,一層 二層 騎樓,全筆移轉
RPPQMLPLIIJGFAU76DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,六層 陽台,全筆移轉
RPPQMLPLIIJGFAU76DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPSRMLMKJIJGFAU86DA,27,73.31,住家用,鋼筋混凝土造,86年7月11日,七層,七層 陽台,全筆移轉
RPSRMLMKJIJGFAU86DA,28,25.65,共有部份,鋼筋混凝土造,86年2月11日,七層,,持分移轉
RPRNMLMKJIJGFAU98DA,2,65.62,集合住宅,鋼筋混凝土造,112年3月15日,五層,五層 陽台,全筆移轉
RPRNMLMKJIJGFAU98DA,2,31.27,共有部份,鋼筋混凝土造,112年3月15日,五層,,持分移轉
RPORMLPLIIJGFAU76DA,,95.42,住宅,鋼筋混凝土造,113年9月24日,六層,五層 陽台,全筆移轉
RPPNMLNLIIJGFAU88DA,23,205.11,住商用,鋼筋混凝土造,90年5月17日,四層,一層 二層 三層 四層 陽台 平台 騎樓,全筆移轉
RPORMLPLIIJGFAU76DA,,32.85,共有部份,鋼筋混凝土造,113年9月24日,六層,,持分移轉
RPOOMLTKJIJGFAU86DA,18,158.11,住家用,鋼筋混凝土造,95年7月21日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPPOMLOKJIJGFAU09DA,32,11.48,停車空間,鋼筋混凝土造,81年11月17日,六層,,持分移轉
RPPOMLOKJIJGFAU09DA,32,12.15,共有部份,鋼筋混凝土造,81年11月17日,六層,,持分移轉
RPPOMLOKJIJGFAU09DA,32,57.77,住家用,鋼筋混凝土造,81年11月17日,六層,二層 陽台,全筆移轉
RPOOMLPKJIJGFAU09DA,25,102.98,住家用,鋼筋混凝土造,88年5月20日,五層,二層 三層 陽台 平台 雨遮,全筆移轉
RPOOMLPKJIJGFAU09DA,25,13.51,停車空間,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPOOMLPKJIJGFAU09DA,25,22.26,共有部份,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPRNMLSKJIJGFBU07DA,44,116.34,住商用,鋼筋混凝土加強磚造,69年7月8日,二層,一層 二層 騎樓,全筆移轉
RPVNMLTKJIJGFAU47DA,30,24.71,住家用,鋼筋混凝土造,83年7月22日,五層,二層 平台 花台,全筆移轉
RPVNMLTKJIJGFAU47DA,30,7.21,共有部份,鋼筋混凝土造,83年7月22日,五層,,持分移轉
RPPNMLKLJIJGFCU88DA,6,325.63,住家用,鋼筋混凝土造,107年10月26日,三層,一層 二層 三層 陽台 屋頂突出物 見其他登記事項,全筆移轉
RPXNMLLLJIJGFAU96DA,,33.58,住家用,鋼筋混凝土加強磚造,61年0月0日,一層,一層,全筆移轉
RPXNMLSKJIJGFAU57DA,52,95.02,住家用,鋼筋混凝土加強磚造,61年11月20日,二層,一層 二層,全筆移轉
RPUOMLSKJIJGFAU37DA,33,238.90,住商用,鋼筋混凝土造,80年9月30日,四層,一層 二層 三層 四層 陽台 騎樓,全筆移轉
RPWNMLSKJIJGFAU47DA,39,162.47,住家用,鋼筋混凝土造,74年12月20日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPVNMLMLJIJGFAU86DA,34,279.60,住工用,鋼筋混凝土造,79年10月2日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPWNMLOKJIJGFAU07DA,31,154.14,住家用,鋼筋混凝土造,82年12月23日,三層,一層 二層 三層 陽台 平台 屋頂突出物,全筆移轉
RPQNMLPLJIJGFAU66DA,38,75.34,住家用,鋼筋混凝土造,75年9月22日,二層,一層 二層,全筆移轉
RPQOMLRJIIJGFAU66DA,30,23.07,住家用,鋼筋混凝土造,83年11月15日,十二層,九層 陽台,全筆移轉
RPQOMLRJIIJGFAU66DA,30,6.40,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPQOMLRJIIJGFAU66DA,30,3.38,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPPOMLKLJIJGFAU78DA,1,195.56,住宅,鋼筋混凝土造,112年12月7日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPPNMLPLJIJGFAU56DA,43,93.42,住商用,鋼筋混凝土加強磚造,70年8月5日,二層,一層 二層 騎樓,全筆移轉
RPPNMLTKJIJGFAU96EA,51,102.32,住家用,鋼筋混凝土加強磚造,63年3月25日,二層,一層 二層,全筆移轉
RPSOMLLLJIJGFAU56DA,9,369.17,住家用,鋼筋混凝土造,105年1月6日,三層,一層 二層 三層 陽台,全筆移轉
RPSOMLLLJIJGFAU56DA,9,4.08,活動中心,鋼筋混凝土造,104年12月14日,二層,一層 二層 屋頂突出物,持分移轉
RPSOMLLLJIJGFAU56DA,9,.08,電信機房,鋼筋混凝土造,104年12月14日,一層,一層,持分移轉
RPSOMLLLJIJGFAU56DA,9,3.08,污水處理廠,鋼筋混凝土造,105年1月6日,一層,一層 地下一層,持分移轉
RPXNMLPLJIJGFAU37DA,45,101.36,住家用,鋼筋混凝土加強磚造,68年9月17日,二層,一層 二層 騎樓,全筆移轉
RPSOMLLLJIJGFAU56DA,5,.28,公用設備管理室,鋼筋混凝土造,109年1月3日,一層,一層,持分移轉
RPTNMLQLJIJGFAU07DA,51,21.91,住家用,木石磚造（磚石造）,,一層,一層,全筆移轉
RPQOMLPLJIJGFAU76DA,30,107.44,住家用,鋼筋混凝土造,84年4月17日,六層,四層 陽台 花台,全筆移轉
RPQOMLPLJIJGFAU76DA,30,20.48,共有部份,鋼筋混凝土造,84年4月17日,六層,,持分移轉
RPSOMLPLJIJGFAU96DA,21,109.68,農舍,鋼骨造,92年11月14日,一層,一層,全筆移轉
RPQOMLPLJIJGFAU76DA,30,13.64,共有部份,鋼筋混凝土造,84年4月17日,六層,,持分移轉
RPRNMLNKJIJGFAU09DA,27,73.31,住家用,鋼筋混凝土造,87年4月16日,五層,五層 陽台,全筆移轉
RPRNMLNKJIJGFAU09DA,27,17.86,共有部份,鋼筋混凝土造,87年4月16日,五層,,持分移轉
RPQNMLLLJIJGFCU09DA,39,128.45,住商用,鋼筋混凝土造,75年2月7日,二層,一層 二層 陽台 騎樓,全筆移轉
RPOOMLRLJIJGFAU76DA,37,124.43,住商用,鋼筋混凝土造,76年8月12日,三層,一層 二層 三層 陽台 騎樓,全筆移轉
RPSOMLRLJIJGFAU17DA,50,116.19,住商用,鋼筋混凝土造,63年12月6日,三層,一層 二層 三層 騎樓 地下層,全筆移轉
RPRNMLSLJIJGFAU07DA,32,132.20,住家用,鋼筋混凝土造,81年9月22日,二層,一層 二層 陽台 屋頂突出物 見其他登記事項,全筆移轉
RPSQMLQLJIJGFAU27DA,30,27.44,住家用,鋼筋混凝土造,83年11月24日,五層,一層 平台,持分移轉
RPSQMLQLJIJGFAU27DA,30,112.76,住家用,鋼筋混凝土造,83年11月24日,五層,四層 陽台,全筆移轉
RPPOMLRLJIJGFAU86DA,31,97.96,住家用,鋼筋混凝土造,83年1月6日,六層,六層 陽台 夾層,全筆移轉
RPSQMLQLJIJGFAU27DA,30,4.45,共有部份,鋼筋混凝土造,83年11月24日,五層,,持分移轉
RPVNMLPJJIJGFCU17DA,,371.74,住家用,鋼筋混凝土造,113年9月27日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPPOMLRLJIJGFAU86DA,31,28.28,共有部份,鋼筋混凝土造,83年1月6日,六層,,持分移轉
RPSQMLQLJIJGFAU27DA,30,17.79,共有部份,鋼筋混凝土造,83年11月24日,五層,,持分移轉
RPTOMLPLJIJGFAU07DA,41,175.46,住家用,鋼筋混凝土造,72年11月28日,二層,一層 二層 屋頂突出物,全筆移轉
RPOQMLQLJIJGFAU86DA,,56.56,集合住宅,鋼筋混凝土造,113年9月26日,五層,二層 陽台,全筆移轉
RPUOMLSLJIJGFAU47DA,37,36.59,住家用,鋼筋混凝土造,76年11月4日,七層,五層 陽台,全筆移轉
RPUOMLSLJIJGFAU47DA,37,11.63,共有部份,鋼筋混凝土造,76年11月4日,七層,,持分移轉
RPOQMLQLJIJGFAU86DA,,17.96,共有部份,鋼筋混凝土造,113年9月26日,五層,,持分移轉
RPWNMLSLJIJGFAU57DA,28,76.13,住家用,鋼筋混凝土造,85年7月16日,七層,五層 陽台,全筆移轉
RPWNMLSLJIJGFAU57DA,28,24.27,共有部份,鋼筋混凝土造,85年7月16日,七層,,持分移轉
RPURMLMKJIJGFAU07DA,,80.19,集合住宅,鋼筋混凝土造,113年5月10日,五層,三層 陽台,全筆移轉
RPURMLMKJIJGFAU07DA,,42.87,共有部份,鋼筋混凝土造,113年5月10日,五層,,持分移轉
RPTNMLTLJIJGFAU37DA,44,83.59,住家用,鋼筋混凝土加強磚造,69年5月2日,二層,一層 二層,全筆移轉
RPQOMLSLIIJGFAU96DA,,68.31,集合住宅,鋼筋混凝土造,113年5月3日,七層,七層 陽台,全筆移轉
RPQOMLSLIIJGFAU96DA,,22.06,共有部份,鋼筋混凝土造,113年5月3日,七層,,持分移轉
