編號,土地位置,土地移轉面積平方公尺,使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPUNMLSJLHJGFAU27CB,福興段,103.02,都市：住,78200,10302,持分移轉,03200000
RPVNMLNKLHJGFAU96CB,莊敬段,13.11,都市：住,100000,3962,持分移轉,04690000
RPVNMLNKLHJGFAU96CB,莊敬段,14.90,都市：住,100000,3962,持分移轉,04690006
RPWNMLNKLHJGFAU07CB,莊敬段,13.11,都市：住,100000,3962,持分移轉,04690000
RPRNMLLKLHJGFAU98CB,德安段,1.66,都市：住,100000,3263,持分移轉,11570000
RPWNMLNKLHJGFAU07CB,莊敬段,14.90,都市：住,100000,3962,持分移轉,04690006
RPRNMLLKLHJGFAU98CB,德安段,9.30,都市：住,100000,3263,持分移轉,11580000
RPUNMLMKLHJGFAU76CB,嘉南段,29.94,都市：住,100000,1757,持分移轉,03650000
RPRNMLMKLHJGFAU09CB,裕民段,16.35,都市：住,100000,2470,持分移轉,05800000
RPTNMLMKLHJGFAU66CB,仁恥段,30.50,都市：住,10000,959,持分移轉,06420000
RPXNMLNKLHJGFAU17CB,莊敬段,13.11,都市：住,100000,3962,持分移轉,04690000
RPPNMLSKLHJGFAU86CB,德安段,1.66,都市：住,100000,3263,持分移轉,11570000
RPPNMLSKLHJGFAU86CB,德安段,9.30,都市：住,100000,3263,持分移轉,11580000
RPRNMLOKLHJGFAU66CB,永安段,23.78,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3005,持分移轉,01650000
RPXNMLNKLHJGFAU17CB,莊敬段,14.90,都市：住,100000,3962,持分移轉,04690006
RPRNMLOKLHJGFAU66CB,永安段,.46,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3005,持分移轉,01620009
RPPNMLNKLHJGFAU98CB,莊敬段,9.12,都市：商,100000,2597,持分移轉,03230000
RPPNMLOKLHJGFAU09CB,仁恥段,37.50,都市：住,100000,3765,持分移轉,02610000
RPPNMLMKLHJGFAU88CB,裕民段,18.25,都市：住,100000,2757,持分移轉,05800000
RPQNMLMKLHJGFAU98CB,裕民段,16.33,都市：住,100000,2467,持分移轉,05800000
RPSNMLOKLHJGFAU76CB,慈安段,27.04,都市：住,100000,4530,持分移轉,15120000
RPPNMLTKLHJGFAU96CB,富國段,10.97,都市：商,10000,37,持分移轉,01220000
RPPNMLRJLHJGFAU76DB,福興段,27.25,都市：住,10000,283,持分移轉,06880000
RPQNMLTKLHJGFAU07CB,富國段,10.97,都市：商,10000,37,持分移轉,01220000
RPSNMLTKLHJGFAU27CB,富國段,8.90,都市：商,10000,30,持分移轉,01220000
RPQNMLSKLHJGFAU96CB,德安段,1.66,都市：住,100000,3263,持分移轉,11570000
RPQNMLSKLHJGFAU96CB,德安段,9.30,都市：住,100000,3263,持分移轉,11580000
RPPNMLMLLHJGFAU98CB,民享段,13.55,都市：商,100000,1231,持分移轉,11970000
RPPNMLMLLHJGFAU98CB,民享段,2.23,都市：住,100000,1231,持分移轉,11970003
RPRNMLTKLHJGFAU17CB,富國段,10.97,都市：商,10000,37,持分移轉,01220000
RPQNMLMLLHJGFAU09CB,仁恥段,26.94,都市：住,100000,4021,持分移轉,09090000
RPPNMLNLLHJGFAU09CB,裕民段,16.33,都市：住,100000,2467,持分移轉,05800000
RPQNMLQLLHJGFAU86CB,嘉南段,33.93,都市：住,100000,1991,持分移轉,03650000
RPPNMLOKLHJGFAU56DB,新興段,27.32,都市：住,835,17,持分移轉,01300000
RPSNMLPLLHJGFAU96CB,嘉南段,30.33,都市：住,100000,1780,持分移轉,03650000
RPVNMLMKLHJGFAU86CB,宜安段,19.50,都市：住,100000,467,持分移轉,06410000
RPUNMLQLLHJGFAU27CB,莊敬段,9.20,都市：住,100000,2779,持分移轉,04690000
RPUNMLQLLHJGFAU27CB,莊敬段,10.45,都市：住,100000,2779,持分移轉,04690006
RPRNMLPLLHJGFAU86CB,嘉南段,33.25,都市：住,100000,1951,持分移轉,03650000
RPTNMLQLLHJGFAU17CB,莊敬段,9.24,都市：住,100000,2791,持分移轉,04690000
RPTNMLQLLHJGFAU17CB,莊敬段,10.49,都市：住,100000,2791,持分移轉,04690006
RPPNMLSLLHJGFAU96CB,主權段,13.35,都市：商,100000,793,持分移轉,07510000
RPPNMLOLLHJGFAU66DB,福興段,27.25,都市：住,10000,283,持分移轉,06880000
RPQNMLPLLHJGFAU86DB,莊敬段,13.60,都市：住,152,13,持分移轉,00660000
RPWNMLQLLHJGFAU47CB,嘉南段,222.00,都市：住,810,222,持分移轉,03670000
RPQNMLPLLHJGFAU76CB,仁恥段,26.94,都市：住,100000,4021,持分移轉,09090000
RPPNMLTLLHJGFAU07CB,裕民段,16.33,都市：住,100000,2467,持分移轉,05800000
RPPNMLTLLHJGFAU17DB,新興段,35.36,都市：住,835,22,持分移轉,01300000
RPPNMLRLLHJGFAU86CB,德安段,11.36,都市：商,100000,1506,持分移轉,09790000
RPRNMLQLLHJGFAU96CB,莊敬段,13.11,都市：住,100000,3962,持分移轉,04690000
RPRNMLQLLHJGFAU96CB,莊敬段,14.90,都市：住,100000,3962,持分移轉,04690006
RPQNMLLJMHJGFAU88CB,仁廉段,26.56,都市：住,100000,1682,持分移轉,09710000
RPPNMLLJMHJGFAU78CB,仁廉段,20.91,都市：住,100000,1324,持分移轉,09710000
RPRNMLLJMHJGFAU98CB,莊敬段,10.23,都市：商,100000,2915,持分移轉,03230000
RPQNMLSLLHJGFAU07CB,嘉南段,147.83,都市：住,81000000,14782692,持分移轉,03670000
RPPNMLLJMHJGFAU88DB,新興段,26.34,都市：住,835,17,持分移轉,01300004
RPQNMLMJMHJGFAU98CB,仁恥段,40.00,都市：住,996,40,持分移轉,02610000
RPTNMLLJMHJGFAU56CB,林森段,25.34,都市：住,747,26,持分移轉,03330000
RPUNMLSJMHJGFAU37CB,富國段,8.90,都市：商,10000,30,持分移轉,01220000
RPTNMLQJMHJGFAU07CB,莊敬段,9.12,都市：商,100000,2597,持分移轉,03230000
RPSNMLLJMHJGFAU09CB,林森段,24.36,都市：住,747,25,持分移轉,03330000
RPPNMLTJMHJGFAU96CB,宜昌段,37.56,都市：住,1000000,13416,持分移轉,05900000
RPPNMLMJMHJGFAU98DB,主權段,23.81,都市：住,100000,4706,持分移轉,04390000
RPPNMLMJMHJGFAU98DB,主權段,9.36,都市：住,100000,4706,持分移轉,04440000
RPPNMLMJMHJGFCU09CB,瑞新段,92.00,都市：住,1,1,全筆移轉,00470010
RPPNMLKKMHJGFAU88DB,新興段,34.09,都市：住,835,22,持分移轉,01300004
RPSNMLKKMHJGFAU09CB,裕民段,28.54,都市：住,100000,3145,持分移轉,02490002
RPPNMLMJMHJGFAU88CB,民享段,26.63,都市：商,100000,2419,持分移轉,11970000
RPPNMLMJMHJGFAU88CB,民享段,4.38,都市：住,100000,2419,持分移轉,11970003
RPVNMLKKMHJGFAU76CB,福興段,122.73,都市：住,78200,12273,持分移轉,03200000
RPWNMLTJMHJGFAU67CB,慈安段,27.04,都市：住,100000,4530,持分移轉,15120000
RPQNMLLKMHJGFAU98CB,富國段,8.90,都市：商,10000,30,持分移轉,01220000
RPTNMLTJMHJGFAU37CB,宜昌段,37.56,都市：住,1000000,13416,持分移轉,05900000
RPXNMLTJMHJGFAU77CB,嘉南段,33.25,都市：住,100000,1951,持分移轉,03650000
RPPNMLLKMHJGFAU88CB,富國段,10.97,都市：商,10000,37,持分移轉,01220000
RPXNMLKKMHJGFAU96CB,永安段,24.29,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,291,持分移轉,03200000
RPQNMLTJMHJGFAU07CB,宜昌段,37.56,都市：住,1000000,13416,持分移轉,05900000
RPSNMLTJMHJGFAU27CB,宜昌段,36.11,都市：住,1000000,12897,持分移轉,05900000
RPVNMLTJMHJGFAU57CB,裕民段,26.78,都市：住,100000,4114,持分移轉,05590000
RPRNMLLKMHJGFAU09CB,富國段,8.90,都市：商,10000,30,持分移轉,01220000
RPOOMLTJMHJGFAU96CB,嘉南段,20.38,都市：住,100000,1196,持分移轉,03650000
RPRNMLTJMHJGFAU17CB,宜昌段,37.56,都市：住,1000000,13416,持分移轉,05900000
RPRNMLKKMHJGFAU98CB,宜昌段,24.13,都市：住,1000000,8617,持分移轉,05900000
RPPNMLMKMHJGFAU98CB,德安段,1.66,都市：住,100000,3263,持分移轉,11570000
RPPNMLMKMHJGFAU98CB,德安段,9.30,都市：住,100000,3263,持分移轉,11580000
RPVNMLLKMHJGFAU86CB,主權段,13.78,都市：商,100000,818,持分移轉,07510000
RPTNMLLKMHJGFAU66CB,嘉南段,89.00,都市：住,810,89,持分移轉,03670000
RPPNMLLKMHJGFAU98DB,民意段,24.54,都市：住,100000,2782,持分移轉,08260004
RPQNMLMKMHJGFAU09CB,國股段,37.27,都市：住,10000,431,持分移轉,04480000
RPTNMLMKMHJGFAU76CB,裕民段,28.54,都市：住,100000,3145,持分移轉,02490002
RPRNMLMKMHJGFAU56CB,永安段,.46,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3005,持分移轉,01620009
RPRNMLMKMHJGFAU56CB,永安段,23.78,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3005,持分移轉,01650000
RPPNMLMKMHJGFAU09DB,宜寧段,18.38,都市：商,10000,165,持分移轉,04440000
RPPNMLMKMHJGFAU09DB,宜寧段,1.17,都市：商,10000,165,持分移轉,04450000
RPSNMLLKMHJGFAU56CB,嘉南段,33.25,都市：住,100000,1951,持分移轉,03650000
RPSNMLPKMHJGFAU96CB,永安段,23.80,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01650000
RPSNMLPKMHJGFAU96CB,永安段,.47,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01620009
RPPNMLPKMHJGFAU66CB,仁廉段,26.56,都市：住,100000,1682,持分移轉,09710000
RPQNMLPKMHJGFAU76CB,嘉南段,33.47,都市：住,100000,1964,持分移轉,03650000
RPUNMLKKMHJGFAU66CB,仁恥段,5.19,都市：住,10000,309,持分移轉,06000000
RPUNMLKKMHJGFAU66CB,仁恥段,41.87,都市：住,10000,309,持分移轉,06010000
RPUNMLMKMHJGFAU86CB,民意段,26.43,都市：住,100000,2997,持分移轉,08260004
RPPNMLQKMHJGFAU76CB,嘉南段,38.97,都市：其他:農業區建地目,100000,2465,持分移轉,07100000
RPPNMLQKMHJGFAU76CB,嘉南段,2.29,都市：農,34,1,持分移轉,07060000
RPPNMLQKMHJGFAU76CB,嘉南段,9.62,都市：農,34,1,持分移轉,07060002
RPPNMLQKMHJGFAU76CB,嘉南段,15.00,都市：農,1,1,全筆移轉,07060005
RPPNMLQKMHJGFAU76CB,嘉南段,8.18,都市：農,22,1,持分移轉,07060007
RPPNMLQKMHJGFCU96CB,瑞新段,92.00,都市：住,1,1,全筆移轉,00470007
RPSNMLQKMHJGFAU07CB,慈安段,27.04,都市：住,100000,4530,持分移轉,15120000
RPPNMLSKMHJGFAU96CB,慈安段,30.15,都市：住,100000,5050,持分移轉,15120000
RPQNMLRKMHJGFAU96CB,主權段,13.35,都市：商,100000,793,持分移轉,07510000
RPSNMLSKMHJGFAU27CB,慈安段,30.10,都市：住,100000,5042,持分移轉,15120000
RPRNMLRKMHJGFAU07CB,主權段,18.22,都市：商,100000,1082,持分移轉,07510000
RPPNMLRKMHJGFAU86CB,主權段,20.21,都市：商,100000,1200,持分移轉,07510000
RPPNMLMLMHJGFAU09CB,民享段,10.50,都市：商,10000,100,持分移轉,04170000
RPVNMLSKMHJGFAU57CB,慈濟段,1.43,都市：農,11,1,持分移轉,00210018
RPVNMLSKMHJGFAU57CB,慈濟段,16.01,都市：農,10000,437,持分移轉,00210001
RPVNMLSKMHJGFAU57CB,慈濟段,104.65,都市：農,10000,6615,持分移轉,00210002
RPVNMLSKMHJGFAU57CB,慈濟段,14.98,都市：農,10000,185,持分移轉,00210019
RPPNMLNLMHJGFAU56CB,民享段,10.71,都市：商,10000,102,持分移轉,04170000
RPQNMLNLMHJGFAU66CB,莊敬段,26.15,都市：住,152,25,持分移轉,00660000
RPQNMLMLMHJGFAU56CB,民享段,14.91,都市：商,10000,142,持分移轉,04170000
RPPNMLTKMHJGFAU07CB,國股段,40.39,都市：住,10000,467,持分移轉,04480000
RPSNMLOLMHJGFAU96CB,莊敬段,17.53,都市：商,100000,4995,持分移轉,03230000
RPRNMLOLMHJGFAU86CB,莊敬段,17.93,都市：商,100000,5109,持分移轉,03230000
RPPNMLNLMHJGFAU66DB,福興段,21.67,都市：住,10000,225,持分移轉,06880000
RPPNMLPLMHJGFCU96CB,瑞新段,92.00,都市：住,1,1,全筆移轉,00470011
RPSNMLMLMHJGFAU76CB,主權段,18.22,都市：商,100000,1082,持分移轉,07510000
RPRNMLNLMHJGFAU76CB,福興段,108.27,都市：住,78200,10827,持分移轉,03200000
RPRNMLQLMHJGFAU07CB,國風段,30.03,都市：住,10000,248,持分移轉,17560000
RPPNMLQLMHJGFAU86CB,國風段,30.27,都市：住,10000,250,持分移轉,17560000
RPRNMLTLMHJGFAU37CB,主權段,13.78,都市：商,100000,818,持分移轉,07510000
RPPNMLTLMHJGFAU17CB,慈安段,30.15,都市：住,100000,5050,持分移轉,15120000
RPSNMLMJNHJGFAU66CB,嘉平段,28.51,都市：農,72200000,2850645,持分移轉,15610001
RPPNMLMJNHJGFAU98CB,主權段,20.21,都市：商,100000,1200,持分移轉,07510000
RPSNMLMJNHJGFAU66CB,嘉平段,11.74,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,7985,持分移轉,15670001
RPSNMLMJNHJGFAU66CB,嘉平段,24.82,都市：農,34,1,持分移轉,15650000
RPSNMLMJNHJGFAU66CB,嘉平段,11.41,非都市：特定農業區 ; 非都市編定：農牧用地,34,1,持分移轉,15650001
RPQNMLQLMHJGFAU96CB,國風段,30.27,都市：住,10000,250,持分移轉,17560000
RPRNMLMJNHJGFAU56CB,嘉平段,27.77,都市：農,72200000,2776746,持分移轉,15610001
RPRNMLMJNHJGFAU56CB,嘉平段,11.43,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,7778,持分移轉,15670001
RPRNMLMJNHJGFAU56CB,嘉平段,24.82,都市：農,34,1,持分移轉,15650000
RPRNMLMJNHJGFAU56CB,嘉平段,11.41,非都市：特定農業區 ; 非都市編定：農牧用地,34,1,持分移轉,15650001
RPTNMLTLMHJGFAU57CB,嘉平段,27.91,都市：農,72200000,2791026,持分移轉,15610001
RPTNMLTLMHJGFAU57CB,嘉平段,11.49,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,7818,持分移轉,15670001
RPTNMLTLMHJGFAU57CB,嘉平段,24.82,都市：農,34,1,持分移轉,15650000
RPTNMLTLMHJGFAU57CB,嘉平段,11.41,非都市：特定農業區 ; 非都市編定：農牧用地,34,1,持分移轉,15650001
RPQNMLMJNHJGFAU09CB,裕民段,26.78,都市：住,100000,4114,持分移轉,05590000
RPTNMLMJNHJGFAU76CB,嘉平段,28.51,都市：農,72200000,2850645,持分移轉,15610001
RPTNMLMJNHJGFAU76CB,嘉平段,11.74,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,7985,持分移轉,15670001
RPTNMLMJNHJGFAU76CB,嘉平段,24.82,都市：農,34,1,持分移轉,15650000
RPSNMLTLMHJGFAU47CB,嘉平段,27.77,都市：農,72200000,2776746,持分移轉,15610001
RPTNMLMJNHJGFAU76CB,嘉平段,11.41,非都市：特定農業區 ; 非都市編定：農牧用地,34,1,持分移轉,15650001
RPPNMLRLMHJGFAU96CB,莊敬段,9.12,都市：商,100000,2597,持分移轉,03230000
RPPNMLPLMHJGFAU76CB,永安段,.47,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01620009
RPSNMLTLMHJGFAU47CB,嘉平段,11.43,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,7778,持分移轉,15670001
RPPNMLPLMHJGFAU76CB,永安段,23.80,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01650000
RPSNMLTLMHJGFAU47CB,嘉平段,24.82,都市：農,34,1,持分移轉,15650000
RPSNMLTLMHJGFAU47CB,嘉平段,11.41,非都市：特定農業區 ; 非都市編定：農牧用地,34,1,持分移轉,15650001
RPQNMLRLMHJGFAU07CB,德安段,3.42,都市：住,100000,6702,持分移轉,11570000
RPQNMLRLMHJGFAU07CB,德安段,19.10,都市：住,100000,6702,持分移轉,11580000
RPSNMLPLMHJGFAU07CB,宜安段,45.22,都市：住,100000,1083,持分移轉,06410000
RPRNMLPLMHJGFAU96CB,宜安段,32.23,都市：住,100000,772,持分移轉,06410000
RPQNMLPLMHJGFAU86CB,慈安段,27.04,都市：住,100000,4530,持分移轉,15120000
RPUNMLMJNHJGFAU86CB,嘉平段,27.77,都市：農,72200000,2776746,持分移轉,15610001
RPUNMLMJNHJGFAU86CB,嘉平段,11.43,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,7778,持分移轉,15670001
RPUNMLMJNHJGFAU86CB,嘉平段,24.82,都市：農,34,1,持分移轉,15650000
RPUNMLMJNHJGFAU86CB,嘉平段,11.41,非都市：特定農業區 ; 非都市編定：農牧用地,34,1,持分移轉,15650001
RPPNMLQJNHJGFAU76CB,仁恥段,30.50,都市：住,10000,959,持分移轉,06420000
RPRNMLQJNHJGFAU96CB,慈安段,28.06,都市：住,100000,4700,持分移轉,15120000
RPPNMLRJNHJGFAU86CB,慈安段,19.08,都市：住,10000,1247,持分移轉,04210000
RPPNMLRJNHJGFAU86CB,慈安段,17.08,都市：住,10000,1247,持分移轉,04220000
RPVNMLMJNHJGFAU96CB,嘉平段,27.91,都市：農,72200000,2791026,持分移轉,15610001
RPVNMLMJNHJGFAU96CB,嘉平段,11.49,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,7818,持分移轉,15670001
RPQNMLRJNHJGFAU96CB,富國段,10.97,都市：商,10000,37,持分移轉,01220000
RPVNMLMJNHJGFAU96CB,嘉平段,24.82,都市：農,34,1,持分移轉,15650000
RPVNMLMJNHJGFAU96CB,嘉平段,11.41,非都市：特定農業區 ; 非都市編定：農牧用地,34,1,持分移轉,15650001
RPPNMLQJNHJGFAU86DB,宜寧段,27.07,都市：商,10000,243,持分移轉,04440000
RPPNMLQJNHJGFAU86DB,宜寧段,1.73,都市：商,10000,243,持分移轉,04450000
RPSNMLRJNHJGFAU17CB,德安段,9.30,都市：住,100000,3263,持分移轉,11580000
RPSNMLRJNHJGFAU17CB,德安段,1.66,都市：住,100000,3263,持分移轉,11570000
RPUNMLQJNHJGFAU27CB,宜安段,45.93,都市：住,100000,1100,持分移轉,06410000
RPRNMLRJNHJGFAU07CB,富國段,15.72,都市：商,10000,53,持分移轉,01220000
RPPNMLSJNHJGFAU96CB,嘉平段,25.71,都市：農,72200000,2571471,持分移轉,15610001
RPPNMLSJNHJGFAU96CB,嘉平段,10.59,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,7203,持分移轉,15670001
RPPNMLSJNHJGFAU96CB,嘉平段,24.82,都市：農,34,1,持分移轉,15650000
RPPNMLSJNHJGFAU96CB,嘉平段,11.41,非都市：特定農業區 ; 非都市編定：農牧用地,34,1,持分移轉,15650001
RPQNMLSJNHJGFAU17DB,福興段,27.25,都市：住,10000,283,持分移轉,06880000
RPPNMLTJNHJGFAU17DB,民意段,24.53,都市：住,100000,2781,持分移轉,08260004
RPPNMLKKNHJGFAU98DB,新興段,34.09,都市：住,835,22,持分移轉,01300004
RPPNMLOKNHJGFAU76DB,北濱段,18.79,都市：住,100000,6456,持分移轉,00950003
RPPNMLOKNHJGFAU76DB,北濱段,18.01,都市：住,100000,6456,持分移轉,00950004
RPVNMLNKNHJGFAU17CB,主權段,18.22,都市：商,100000,1082,持分移轉,07510000
RPUNMLTJNHJGFAU57CB,主權段,23.81,都市：住,100000,4706,持分移轉,04390000
RPUNMLTJNHJGFAU57CB,主權段,9.36,都市：住,100000,4706,持分移轉,04440000
RPSNMLSJNHJGFAU27CB,宜昌段,36.11,都市：住,1000000,12897,持分移轉,05900000
RPXNMLNKNHJGFAU37CB,新興段,35.36,都市：住,835,22,持分移轉,01300000
RPPNMLPKNHJGFAU76CB,仁恥段,3.53,都市：住,10000,210,持分移轉,06000000
RPPNMLPKNHJGFAU76CB,仁恥段,28.46,都市：住,10000,210,持分移轉,06010000
RPSNMLOKNHJGFAU96CB,慈濟段,16.01,都市：農,10000,437,持分移轉,00210001
RPSNMLOKNHJGFAU96CB,慈濟段,1.43,都市：農,11,1,持分移轉,00210018
RPSNMLOKNHJGFAU96CB,慈濟段,124.34,都市：農,10000,1536,持分移轉,00210019
RPSNMLTJNHJGFAU37CB,主權段,23.81,都市：住,100000,4706,持分移轉,04390000
RPSNMLTJNHJGFAU37CB,主權段,9.36,都市：住,100000,4706,持分移轉,04440000
RPQNMLNKNHJGFAU66CB,仁和段,23.70,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,6272,持分移轉,07360000
RPQNMLPKNHJGFAU86CB,嘉平段,28.51,都市：農,72200000,2850645,持分移轉,15610001
RPQNMLPKNHJGFAU86CB,嘉平段,11.74,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,7985,持分移轉,15670001
RPQNMLPKNHJGFAU86CB,嘉平段,24.82,都市：農,34,1,持分移轉,15650000
RPQNMLPKNHJGFAU86CB,嘉平段,11.41,非都市：特定農業區 ; 非都市編定：農牧用地,34,1,持分移轉,15650001
RPPNMLKKNHJGFAU88CB,慈安段,17.83,都市：住,1760,34,持分移轉,07250000
RPPNMLKKNHJGFAU88CB,慈安段,16.17,都市：住,1760,34,持分移轉,07260000
RPVNMLSJNHJGFAU57CB,嘉南段,89.00,都市：住,810,89,持分移轉,03670000
RPTNMLTJNHJGFAU47CB,主權段,23.81,都市：住,100000,4706,持分移轉,04390000
RPPNMLNKNHJGFAU56CB,仁和段,18.61,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,4924,持分移轉,07360000
RPTNMLTJNHJGFAU47CB,主權段,9.36,都市：住,100000,4706,持分移轉,04440000
RPVNMLTJNHJGFAU67CB,仁廉段,26.56,都市：住,100000,1682,持分移轉,09710000
RPPNMLOKNHJGFAU66CB,莊敬段,26.15,都市：住,152,25,持分移轉,00660000
RPTNMLNKNHJGFAU96CB,主權段,20.21,都市：商,100000,1200,持分移轉,07510000
RPUNMLNKNHJGFAU07CB,主權段,20.21,都市：商,100000,1200,持分移轉,07510000
RPRNMLNKNHJGFAU76CB,仁和段,18.61,非都市：特定農業區 ; 非都市編定：甲種建築用地,100000,4924,持分移轉,07360000
RPRNMLPKNHJGFAU96CB,宜安段,23.71,都市：住,100000,568,持分移轉,06410000
RPPNMLQKNHJGFAU96DB,慈濟段,88.09,都市：農,1,1,全筆移轉,00210024
RPPNMLQKNHJGFAU96DB,慈濟段,14.25,都市：農,2880,112,持分移轉,00210001
RPPNMLQKNHJGFAU96DB,慈濟段,5.25,都市：農,3,1,持分移轉,00210021
RPPNMLRKNHJGFAU96CB,宜昌段,37.56,都市：住,1000000,13416,持分移轉,05900000
RPQNMLTKNHJGFAU27CB,福興段,126.72,都市：住,78200,12672,持分移轉,03200000
RPQNMLOLNHJGFAU86CB,永安段,23.80,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01650000
RPQNMLOLNHJGFAU86CB,永安段,.47,非都市：鄉村區 ; 非都市編定：乙種建築用地,100000,3007,持分移轉,01620009
RPRNMLTKNHJGFAU37CB,福興段,103.18,都市：住,78200,10318,持分移轉,03200000
RPPNMLSLNHJGFAU17CB,富國段,3.33,都市：商,100000,1134,持分移轉,02140000
RPPNMLSLNHJGFAU17CB,富國段,7.52,都市：商,100000,1134,持分移轉,02150000
RPRNMLTKPHJGFAU57CB,裕民段,15.49,都市：住,100000,1707,持分移轉,02490002
RPQNMLNJOHJGFAU66CB,仁恥段,3.04,都市：住,10000,181,持分移轉,06000000
RPQNMLNJOHJGFAU66CB,仁恥段,24.53,都市：住,10000,181,持分移轉,06010000
