鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.33,住,,,1130227,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.4,1,1,1,有,無,4730000,93849,,0.0,0,,RPPNMLSLKHJGFAU86CB,後站富都心,1棟4E號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海七街,20.91,住,,,1130224,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.54,2,2,2,有,無,9200000,81361,坡道平面,26.9,1500000,,RPPNMLTLKHJGFAU96CB,日出好學,E棟14號,
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉新生路,92.0,住,,,1130224,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,172.98,5,2,5,有,無,9200000,53185,,0.0,0,,RPPNMLTLKHJGFCU17CB,晶匯首邸,A棟6號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,28.01,住,,,1130218,土地2建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.45,3,2,2,有,無,11900000,92157,坡道平面,39.94,1900000,,RPQNMLLJLHJGFAU78CB,天麗,A棟3F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.33,住,,,1130224,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.4,1,1,1,有,無,4580000,90873,,0.0,0,,RPPNMLMJLHJGFAU78CB,後站富都心,1棟2H號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,9.12,商,,,1130222,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,66.43,2,2,1,有,無,7000000,105374,,0.0,0,,RPPNMLNJLHJGFAU88CB,?富,1棟5C號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,9.12,商,,,1130302,土地1建物1車位0,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,66.43,2,2,1,有,無,7600000,114406,,0.0,0,,RPQNMLNJLHJGFAU98CB,?富,1棟9C號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海七街,20.76,住,,,1130304,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.78,2,2,2,有,無,8310000,75614,坡道平面,24.75,1200000,簽約書土地移轉面積為20.77平方公尺,RPPNMLOJLHJGFAU98CB,日出好學,C棟4號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕十街,15.49,住,,,1130225,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,52.2,1,1,1,有,無,4470000,85632,,0.0,0,,RPPNMLPJLHJGFAU09CB,典藏拉菲爾,1棟2C號,
花蓮市,房地(土地+建物),花蓮縣花蓮市華安街,109.23,住,,,1130301,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,236.26,5,2,5,有,無,20400000,86346,,0.0,0,交易總價含下列非屬預售屋價格之費用:傢俱設備費；,RPQNMLQJLHJGFAU66CB,美崙儷園二期,A棟3號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里五街,37.27,住,,,1130220,土地1建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,149.35,3,2,2,有,無,11200000,80750,一樓平面,26.75,1300000,,RPPNMLRJLHJGFAU66CB,吉美登峰1,A棟6號,
花蓮市,房地(土地+建物),花蓮縣花蓮市德安六街,10.96,住,,,1130229,土地2建物1車位0,三層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,49.59,1,2,1,有,無,4880000,98407,,0.0,0,,RPRNMLRJLHJGFAU86CB,樺園川景,1棟C號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌一街205號隔壁,27.25,住,,,1130303,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.78,2,2,2,有,無,7300000,87133,,0.0,0,,RPPNMLRJLHJGFAU76DB,磬揚合靜,A10棟3樓號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興五街,114.74,住,,,1130215,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,207.9,5,2,5,有,無,16100000,77441,,0.0,0,,RPTNMLSJLHJGFAU17CB,恆大臻園,A棟A號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興五街,103.02,住,,,1130216,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,176.76,4,2,5,有,無,14300000,80901,,0.0,0,,RPUNMLSJLHJGFAU27CB,恆大臻園,D棟D號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興五街,103.34,住,,,1130306,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,176.76,4,2,5,有,無,14400000,81466,,0.0,0,,RPVNMLSJLHJGFAU37CB,恆大臻園,B棟B號,
花蓮市,房地(土地+建物),花蓮縣花蓮市德安六街,10.96,住,,,1130308,土地2建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,49.59,1,2,1,有,無,4480000,90341,,0.0,0,,RPRNMLLKLHJGFAU98CB,樺園川景,1棟5C號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,18.25,住,,,1130224,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,56.32,1,1,1,有,無,5120000,90909,,0.0,0,,RPPNMLMKLHJGFAU88CB,後站富都心,1棟2I號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.33,住,,,1130304,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.4,1,1,1,有,無,4810000,95437,,0.0,0,,RPQNMLMKLHJGFAU98CB,後站富都心,1棟5E號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.35,住,,,1130306,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.46,1,1,1,有,無,4810000,95323,,0.0,0,,RPRNMLMKLHJGFAU09CB,後站富都心,1棟5B號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十街,30.5,住,,,1130304,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.43,2,2,2,有,無,6300000,75512,,0.0,0,,RPTNMLMKLHJGFAU66CB,喬家天城,1棟0號,
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉民生路,29.94,住,,,1130226,土地1建物1車位1,一層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.86,2,2,2,有,無,8400000,83997,坡道平面,13.75,495000,,RPUNMLMKLHJGFAU76CB,千悅藏馥二期B、C區,C棟01號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉昌隆三街,19.5,住,,,1130228,土地1建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,70.82,1,2,1,有,無,5700000,80486,,0.0,0,,RPVNMLMKLHJGFAU86CB,欣悅敦峰,B棟06號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,9.12,商,,,1130306,土地1建物1車位0,七層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,66.43,2,2,1,有,無,7450000,112148,,0.0,0,,RPPNMLNKLHJGFAU98CB,?富,1棟7C號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,28.01,住,,,1130221,土地2建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.45,3,2,2,有,無,11700000,91236,坡道平面,39.94,1800000,,RPVNMLNKLHJGFAU96CB,天麗,A棟2F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,28.01,住,,,1130221,土地2建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.37,3,2,2,有,無,13200000,105137,坡道平面,39.94,1800000,,RPWNMLNKLHJGFAU07CB,天麗,B棟2F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,28.01,住,,,1130309,土地2建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.4,3,2,2,有,無,12480000,98469,坡道平面,39.94,1800000,,RPXNMLNKLHJGFAU17CB,天麗,B棟7F號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里九街,37.5,住,,,1130308,土地1建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.53,3,2,2,有,無,9500000,90928,坡道平面,13.75,700000,,RPPNMLOKLHJGFAU09CB,荔鑫莊園,7F棟A3號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉太昌路,24.25,,鄉村區,乙種建築用地,1130309,土地2建物1車位1,八層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,101.72,2,2,2,有,無,8250000,80141,一樓平面,13.75,1200000,,RPRNMLOKLHJGFAU66CB,駿騰大展,1棟8A號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中央路三段與勝安四街交接處,27.04,住,,,1130302,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.34,2,1,1,有,無,7250000,89635,升降機械,5.15,600000,,RPSNMLOKLHJGFAU76CB,沐谷川流,B4棟1號,
新城鄉,房地(土地+建物),花蓮縣新城鄉新興一路,27.32,住,,,1130311,土地1建物0車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,55.59,1,1,2,有,無,3880000,69797,,0.0,0,,RPPNMLOKLHJGFAU56DB,太魯閣讚2.0,D棟5D7號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市德安六街,10.96,住,,,1130305,土地2建物1車位1,二層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,61.59,1,2,1,有,無,5300000,88728,升降機械,12.0,900000,NO.6車格,RPPNMLSKLHJGFAU86CB,樺園川景,1棟2C號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市德安六街,10.96,住,,,1130305,土地2建物1車位1,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,61.59,1,2,1,有,無,5800000,98810,升降機械,12.0,900000,NO.8車格,RPQNMLSKLHJGFAU96CB,樺園川景,1棟4C號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,,,1130223,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.95,2,2,2,有,無,10950000,96083,坡道平面,24.72,1800000,,RPPNMLTKLHJGFAU96CB,超綻,B棟2-08F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,,,1130223,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.95,2,2,2,有,無,11060000,97238,坡道平面,24.72,1800000,,RPQNMLTKLHJGFAU07CB,超綻,B棟2-09F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,,,1130313,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.95,2,2,2,有,無,10880000,95348,坡道平面,24.72,1800000,,RPRNMLTKLHJGFAU17CB,超綻,B棟2-10F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1130228,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.29,2,2,1,有,無,9350000,97365,坡道平面,24.72,1700000,,RPSNMLTKLHJGFAU27CB,超綻,D棟8-08F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市民權路,15.78,商,,,1130304,土地2建物1車位0,二層,10,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,,113.8,2,2,2,有,無,10000000,87873,,0.0,0,,RPPNMLMLLHJGFAU98CB,文華秀聚,D_2號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十四街,26.94,住,,,1130308,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,94.55,2,2,2,有,無,6150000,65045,,0.0,0,,RPQNMLMLLHJGFAU09CB,雙合苑一期,1棟A號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.33,住,,,1130323,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.4,1,1,1,有,無,4810000,95437,,0.0,0,,RPPNMLNLLHJGFAU09CB,後站富都心,1棟5H號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌一街205號隔壁,27.25,住,,,1130316,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.78,2,2,2,有,無,7180000,85701,,0.0,0,,RPPNMLOLLHJGFAU66DB,磬揚合靜,A10棟2樓號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十四街,26.94,住,,,1130322,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.55,3,2,2,有,無,8200000,89109,一樓平面,13.75,1000000,,RPQNMLPLLHJGFAU76CB,雙合苑一期,1棟0號,
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉民生路,33.25,住,,,1130309,土地1建物1車位1,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.26,2,2,2,有,無,8750000,78988,坡道平面,13.75,495000,,RPRNMLPLLHJGFAU86CB,千悅藏馥二期B、C區,B棟01號,
新城鄉,房地(土地+建物),花蓮縣新城鄉民生路,30.33,住,,,1130319,土地1建物1車位0,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.36,2,0,2,有,無,7100000,74455,,0.0,0,,RPSNMLPLLHJGFAU96CB,千悅藏馥二期B、C區,B棟05號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十九街,13.6,住,,,1130314,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,41.1,1,0,1,有,無,3550000,86375,,0.0,0,,RPQNMLPLLHJGFAU86DB,原登Ⅱ期,B棟2號,
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉民生路,33.93,住,,,1130301,土地1建物1車位1,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.37,2,2,2,有,無,8750000,77424,坡道平面,13.75,495000,,RPQNMLQLLHJGFAU86CB,千悅藏馥二期B、C區,B棟02號,1130621全部解約
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,28.01,住,,,1130307,土地2建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.4,3,2,2,有,無,12410000,97824,坡道平面,39.94,1800000,,RPRNMLQLLHJGFAU96CB,天麗,B棟3F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,19.73,住,,,1130310,土地2建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.9,2,2,1,有,無,9620000,101611,坡道平面,39.94,1800000,,RPTNMLQLLHJGFAU17CB,天麗,C棟4F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街39號旁,19.65,住,,,1130316,土地2建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.73,2,2,1,有,無,7570000,98658,,0.0,0,,RPUNMLQLLHJGFAU27CB,天麗,D棟4F號,
吉安鄉,房地(土地+建物),花蓮縣新城鄉復興路,222.0,住,,,1130313,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,481.74,10,0,13,有,無,39350000,81683,,0.0,0,,RPWNMLQLLHJGFAU47CB,千悅藏馥二期A區,A棟08號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中原路533巷,11.36,商,,,1130308,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.59,2,2,2,有,無,8100000,114138,升降機械,13.88,600000,,RPPNMLRLLHJGFAU86CB,中原學賦,C棟13樓號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中正路315巷2弄,13.35,商,,,1130319,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.81,2,2,2,有,無,10500000,101518,坡道機械,9.26,800000,,RPPNMLSLLHJGFAU96CB,三上御景,F棟1號,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路,147.83,住,,,1130313,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,334.12,9,2,10,有,無,30300000,90686,,0.0,0,,RPQNMLSLLHJGFAU07CB,千悅藏馥二期A區,A棟01號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.33,住,,,1130327,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.4,1,1,1,有,無,4580000,90873,,0.0,0,,RPPNMLTLLHJGFAU07CB,後站富都心,1棟2E號,
新城鄉,房地(土地+建物),花蓮縣新城鄉新興一路,35.36,住,,,1130321,土地1建物0車位0,二層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,71.47,1,1,2,有,無,4880000,68280,,0.0,0,,RPPNMLTLLHJGFAU17DB,太魯閣讚2.0,D棟2D9號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海七街,20.91,住,,,1130330,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.39,2,2,2,有,無,9100000,81361,坡道平面,24.75,1400000,,RPPNMLLJMHJGFAU78CB,日出好學,E棟13號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海七街,26.56,住,,,1130330,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.94,3,2,2,有,無,10390000,76462,坡道平面,24.75,1200000,,RPQNMLLJMHJGFAU88CB,日出好學,D棟5號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,10.23,商,,,1130326,土地1建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,74.57,2,2,1,有,無,6900000,92531,,0.0,0,,RPRNMLLJMHJGFAU98CB,?富,1棟3D號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市林森路439巷,24.36,住,,,1130313,土地1建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.38,2,2,2,有,無,9100000,91885,一樓平面,6.58,1400000,,RPSNMLLJMHJGFAU09CB,木沐川,1棟7B號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市林森路439巷,25.34,住,,,1130325,土地1建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,91.51,2,2,2,有,無,9000000,89485,一樓平面,6.58,1400000,,RPTNMLLJMHJGFAU56CB,木沐川,1棟2C號,
新城鄉,房地(土地+建物),花蓮縣新城鄉新興一路,26.34,住,,,1130323,土地1建物0車位0,五層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,55.59,1,1,2,有,無,3880000,69797,,0.0,0,,RPPNMLLJMHJGFAU88DB,太魯閣讚2.0,C棟5C7號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市民權路,31.01,商,,,1130325,土地2建物1車位2,二層,10,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,,243.2,3,2,2,有,無,19600000,84192,坡道平面,25.84,1300000,大陽臺露臺戶型,RPPNMLMJMHJGFAU88CB,文華秀聚,B_2號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里九街,40.0,住,,,1130318,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.81,3,2,2,有,無,8500000,73996,坡道平面,13.75,800000,,RPQNMLMJMHJGFAU98CB,荔鑫莊園二期,1棟4FA2號,
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉新生路,92.0,住,,,1130329,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,172.82,5,2,5,有,無,9200000,53235,,0.0,0,,RPPNMLMJMHJGFCU09CB,晶匯首邸,A棟5號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中華路,33.18,住,,,1130401,土地2建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,151.53,2,2,3,有,無,11702500,75623,升降機械,7.36,800000,,RPPNMLMJMHJGFAU98DB,富貴傳家—中華大樓,1棟7F-C號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,9.12,商,,,1130403,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,66.43,2,2,1,有,無,7600000,114406,,0.0,0,,RPTNMLQJMHJGFAU07CB,?富,1棟8C號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1130309,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,103.29,2,2,1,有,無,9200000,95456,坡道平面,24.72,1700000,,RPUNMLSJMHJGFAU37CB,超綻,D棟8-09F號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街及吉祥六街,37.56,住,,,1130314,土地1建物1車位1,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,152.61,3,2,2,有,無,11030000,76863,坡道平面,24.72,1200000,,RPPNMLTJMHJGFAU96CB,天悅,A棟A3號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街及吉祥六街,37.56,住,,,1130316,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,152.61,3,2,2,有,無,10830000,75299,坡道平面,24.72,1200000,,RPQNMLTJMHJGFAU07CB,天悅,A棟A3號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街及吉祥六街,37.56,住,,,1130316,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,152.61,3,2,2,有,無,10740000,73813,坡道平面,24.72,1300000,,RPRNMLTJMHJGFAU17CB,天悅,A棟A3號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街及吉祥六街,36.11,住,,,1130316,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,147.67,3,2,2,有,無,10450000,74420,坡道平面,24.72,1300000,,RPSNMLTJMHJGFAU27CB,天悅,A棟A1號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街及吉祥六街,37.56,住,,,1130323,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,152.61,3,2,2,有,無,10520000,72875,坡道平面,24.72,1200000,,RPTNMLTJMHJGFAU37CB,天悅,A棟A3號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,26.78,住,,,1130317,土地1建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.64,2,2,2,有,無,10500000,98017,其他,31.88,1800000,,RPVNMLTJMHJGFAU57CB,羅馬傳家寶,1棟5C號,
