鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
秀林鄉,土地,谷那段337地號,181.16,,風景區,農牧用地,1130304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30000,166,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMKLHJGFAU98EA,0.0,0.0,0.0,無,
秀林鄉,土地,布拉旦段96地號,250.19,,鄉村區,乙種建築用地,1130311,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,2798,,0.0,0,未登記建物；,RPUNMLLKLHJGFAU66DA,0.0,0.0,0.0,無,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮中山路二段９７之１號,164.0,商,,,1130308,土地2建物1車位0,全,一層,透天厝,住商用,木造,,106.42,1,1,2,有,無,8000000,75174,,0.0,0,,RPPNMLOKLHJGFCU76EA,106.42,0.0,0.0,無,
玉里鎮,土地,玉昌段674地號,101.0,,,,1130308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,9901,,0.0,0,,RPQNMLOKLHJGFCU86EA,0.0,0.0,0.0,無,
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉吳全１２９之１號六樓之八,8.88,農,,,1130303,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881125,35.39,1,1,1,有,有,900000,25431,,0.0,0,陽台外推；其他增建；,RPPPMLPJLHJGFAU66DA,17.31,0.0,1.85,有,
新城鄉,房地(土地+建物),花蓮縣新城鄉民享街９０號二樓之五,15.34,住,,,1130301,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850306,48.260000000000005,1,1,1,有,無,1500000,31082,,0.0,0,,RPPNMLMKLHJGFAU88DA,33.23,0.0,6.08,無,0008
壽豐鄉,土地,草鼻段243地號,2939.19,,山坡地保育區,農牧用地,1130311,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,840000,286,,0.0,0,,RPXNMLTKLHJGFAU77DA,0.0,0.0,0.0,無,
壽豐鄉,土地,草鼻段243-2地號,6097.02,,山坡地保育區,農牧用地,1130311,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1660000,272,,0.0,0,,RPOOMLTKLHJGFAU96DA,0.0,0.0,0.0,無,
富里鄉,土地,新莊段410地號,1133.47,,山坡地保育區,農牧用地,1130312,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,176,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKLHJGFCU86EA,0.0,0.0,0.0,無,
壽豐鄉,土地,榮光段914-8地號,544.25,,,,1130301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1750000,3215,,0.0,0,,RPPPMLSKLHJGFAU07DA,0.0,0.0,0.0,無,
吉安鄉,土地,福興段197-2地號,12.0,農,,,1130301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,8333,,0.0,0,買賣價金由買賣雙方自行交付,RPPNMLTKLHJGFAU96DA,0.0,0.0,0.0,無,
瑞穗鄉,土地,瑞新段298地號,163.0,住,,,1130305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,12270,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLKLLHJGFCU09EA,0.0,0.0,0.0,無,
秀林鄉,土地,克來寶段169地號,100.0,住,,,1130301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,968000,9680,,0.0,0,,RPUNMLTKLHJGFAU47DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街２０３號三樓之十六,117.92,商,,,1130302,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070427,70.89,1,2,2,有,有,6880000,97052,,0.0,0,,RPVNMLKLLHJGFAU76DA,42.08,0.0,4.03,有,0089
花蓮市,土地,德安段628-11地號,370.0,,,,1130305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10910000,29486,,0.0,0,包含公共設施保留地用地；,RPSNMLPJLHJGFAU76DA,0.0,0.0,0.0,無,0090
花蓮市,房地(土地+建物),花蓮縣花蓮市自立路８９巷６５弄４號,116.0,住,,,1130311,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0741129,145.49,3,2,2,有,無,10300000,70795,,0.0,0,,RPSNMLPKLHJGFAU86DA,136.55,0.0,8.94,無,
新城鄉,房地(土地+建物),花蓮縣新城鄉民享街９０號三樓之一,15.28,住,,,1130311,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850306,48.14,2,1,1,有,無,2000000,41545,,0.0,0,其他增建；,RPUOMLKLLHJGFAU76DA,31.25,0.0,7.98,有,0018
瑞穗鄉,土地,新舞鶴段1172地號,898.86,,山坡地保育區,農牧用地,1130318,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1300000,1446,,0.0,0,成交總價包括土地價款：新台幣110萬元正，承租人地上物、農作物、咖啡樹、檳榔等新台幣20萬元正之補償費。農作物；,RPPNMLMLLHJGFCU56DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯四路５２之６號,19.23,住,,,1130310,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690503,94.55,3,2,2,有,無,4160000,43998,,0.0,0,其他增建；,RPSNMLMLLHJGFAU66DA,69.76,0.0,7.73,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市自強路５２７巷１１號,85.0,住,,,1130312,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0761230,117.48,5,3,2,有,無,9800000,83418,,0.0,0,其他增建:頂樓增建.一樓空地增建.陽台外推.二樓陽台外推.三樓後方臥室其他增建；,RPTNMLPLLHJGFAU07DA,108.36,0.0,9.12,無,0092
豐濱鄉,房地(土地+建物),花蓮縣豐濱鄉東興１０１號,355.26,,風景區,丙種建築用地,1130307,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0720301,63.0,0,0,0,無,無,3980000,63175,,0.0,0,土地價款298萬元整，建物價款100萬元整其他增建；,RPQNMLKLLHJGFBU98DA,63.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市海濱街２０號,60.0,住,,,1130315,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0960806,134.82,5,1,6,有,無,17000000,126094,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMLLHJGFAU09EA,124.95,0.0,9.87,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉建國路３３８號,86.33,住,,,1130307,土地1建物1車位0,全,一層,透天厝,住家用,鋼筋混凝土加強磚造,0630521,54.94,2,1,3,有,無,11000000,200218,,0.0,0,慈惠段242-1地號及958建號二三樓增建其他增建；,RPUOMLMLLHJGFAU96DA,54.94,0.0,0.0,無,0093
花蓮市,房地(土地+建物),花蓮縣花蓮市福建街４０６號七樓之七,9.3,商,,,1130301,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090102,57.93,1,1,1,有,有,5250000,90627,,0.0,0,,RPSNMLPLLHJGFAU96DA,36.82,0.0,1.76,有,0094
花蓮市,房地(土地+建物),花蓮縣花蓮市中美九街２號三樓之六,5.24,商,,,1130310,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830801,48.019999999999996,0,0,0,無,無,3150000,65598,,0.0,0,陽台外推；其他增建；,RPSOMLPLLHJGFAU07DA,26.21,0.0,12.4,有,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉慶豐九街２８３號五樓之二,28.25,住,,,1130305,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120529,101.67,2,1,1,有,有,7800000,84900,一樓平面,19.22,800000,土地價款:4410000建物價款:2590000車位編號:3 車位價款:800000,RPQNMLQLLHJGFAU86DA,53.78,0.0,5.24,有,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中和街２１７號八樓之二,8.57,住,,,1130313,土地2建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890807,79.32,1,1,1,有,有,4500000,56732,坡道平面,14.09,0,陽台外推；,RPRNMLQLLHJGFAU96DA,35.89,3.75,5.75,有,0095
瑞穗鄉,土地,新舞鶴段1446地號,1614.59,,山坡地保育區,農牧用地,1130321,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,80000,50,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQLLHJGFCU07EA,0.0,0.0,0.0,無,
富里鄉,土地,泥火山段1081地號,732.34,,山坡地保育區,暫未編定,1130301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2200000,3004,,0.0,0,未實際參與立約，依雙方提供私契辦理登錄，地上物一併移轉買方。未登記建物；,RPQNMLMLLHJGFCU66DA,0.0,0.0,0.0,無,
新城鄉,土地,嘉新段314-5地號,46.0,住,,,1130325,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,326600,7100,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLRLLHJGFAU07EA,0.0,0.0,0.0,無,
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉吳全８６之２號,369.41,農,,,1130308,土地5建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1121101,210.84,5,2,5,有,無,12700000,60235,,0.0,0,,RPXNMLQLLHJGFAU57DA,195.34,0.0,15.5,無,
光復鄉,土地,水廣段413地號,1923.1,,一般農業區,農牧用地,1130320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3150000,1638,,0.0,0,未登記建物；,RPPNMLRLLHJGFBU07EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市北昌五街５２號七樓之三,11.58,住,,,1130307,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860113,59.56,2,2,1,有,有,5000000,83949,,0.0,0,,RPOPMLNLLHJGFAU56DA,39.51,0.0,2.46,有,0096
花蓮市,房地(土地+建物),花蓮縣花蓮市長安街２７號十五樓之六,17.5,住,,,1130306,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851029,121.54,3,2,2,有,有,8000000,65822,,0.0,0,,RPRQMLSLLHJGFAU47DA,73.35,1.0,9.35,有,0097
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉吳全１２９號五樓之十二,8.7,農,,,1130305,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881125,34.29,1,1,1,有,有,930000,27122,,0.0,0,陽台外推；夾層；,RPOOMLTLLHJGFAU07DA,18.1,0.0,1.94,有,
玉里鎮,土地,高寮南段99地號,6652.39,,山坡地保育區,農牧用地,1130310,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,90,,0.0,0,,RPPNMLSLLHJGFCU27EA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海五街１號六樓之一,30.24,住,,,1130301,土地4建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121114,95.58,2,2,2,有,有,7400000,77422,,0.0,0,,RPROMLSJLHJGFAU07DA,66.9,0.0,7.17,有,0098
花蓮市,土地,福德段595地號,206.7,農,,,1130311,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4800000,23222,,0.0,0,具重建或重劃、都更等效益；,RPPOMLRLLHJGFAU96DA,0.0,0.0,0.0,無,0099
花蓮市,房地(土地+建物),花蓮縣花蓮市球崙二路２１３號,14.96,住,,,1130308,土地1建物1車位0,一層，騎樓,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0860827,75.87,2,1,1,有,有,3600000,47450,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLRLLHJGFAU47DA,64.79,0.0,0.0,有,
壽豐鄉,土地,池南段963地號,933.76,住,,,1130312,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2147648,2300,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLRLLHJGFAU27DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國興三街７９號四樓之二,35.45,住,,,1130304,土地2建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1111201,105.5,2,2,2,有,有,11300000,107109,,0.0,0,共同使用部份含車位,RPPNMLTLLHJGFAU07DA,57.46,0.0,5.02,有,0100
鳳林鎮,土地,鳳光段14地號,200.0,住,,,1130308,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3550000,17750,,0.0,0,,RPPNMLTLLHJGFBU17DA,0.0,0.0,0.0,無,0101
富里鄉,土地,大庄段907-1地號,10.81,,鄉村區,乙種建築用地,1130321,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,9251,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRLLHJGFCU17EA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉全民街１３１號三樓,54.28,,鄉村區,乙種建築用地,1130302,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880414,142.13,4,2,2,有,有,5100000,35883,,0.0,0,其他增建；,RPOOMLPLLHJGFAU66DA,101.88,9.96,9.12,有,0102
花蓮市,房地(土地+建物),花蓮縣花蓮市化道路１３１巷５號,89.0,住,,,1130307,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0651026,78.59,2,2,2,有,無,7850000,99885,,0.0,0,頂樓加蓋；其他增建；,RPVOMLTLLHJGFAU77DA,78.59,0.0,0.0,無,0103
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉壽豐路二段３２巷１６號,102.5,住,,,1130326,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820508,170.9,2,2,2,有,無,4900000,28672,,0.0,0,,RPROMLLJMHJGFAU09DA,139.3,21.6,10.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市化道路１０１巷１２號,113.0,住,,,1130307,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0650216,99.8,3,2,3,有,無,8100000,81162,,0.0,0,其他增建；,RPTOMLLJMHJGFAU66DA,99.8,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村２１之４６號二樓之一,19.57,住,,,1130312,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1080531,73.25,1,1,1,有,有,5720000,78089,,0.0,0,其他增建；,RPQNMLPKLHJGFAU66DA,47.94,0.0,4.45,無,0104
花蓮市,土地,碧雲段610-1地號,24.0,住,,,1130308,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,475776,19824,,0.0,0,包含公共設施保留地用地；,RPROMLMLLHJGFAU66DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中央路三段７３０號六樓之五,5.63,住,,,1130318,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,38.6,1,0,1,有,有,2250000,58290,,0.0,0,含傢俱設備費；其他增建；,RPSNMLRLLHJGFAU17DA,23.08,0.69,5.93,有,0105
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慶豐十二街１６６巷２７弄６號,101.0,住,,,1130304,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0870519,205.83,3,4,5,有,無,11800000,57329,,0.0,0,其他增建；,RPSPMLSLLHJGFAU47DA,198.05,0.0,7.78,無,
吉安鄉,土地,宜昌段784-2地號,0.4,都市：其他:道路,,,1130301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13880,0,,0.0,0,包含公共設施保留地用地；,RPQOMLTLLHJGFAU27DA,0.0,0.0,0.0,無,0106
吉安鄉,房地(土地+建物),花蓮縣吉安鄉文化五街６７號二樓,6.74,住,,,1130316,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821215,34.67,1,1,1,有,有,1800000,51918,,0.0,0,,RPTOMLTLLHJGFAU57DA,22.57,0.0,3.67,有,0107
吉安鄉,土地,草芬段99地號,958.92,,特定農業區,農牧用地,1130310,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4350000,4536,,0.0,0,,RPXOMLLJMHJGFAU07DA,0.0,0.0,0.0,無,0108
花蓮市,土地,裕民段594地號,122.0,住,,,1130327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9000000,73770,,0.0,0,含土地增值稅或其他稅費65935元；,RPROMLMJMHJGFAU56DA,0.0,0.0,0.0,無,0109
萬榮鄉,土地,支亞干段767地號,372.9,,山坡地保育區,丙種建築用地,1130326,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,1609,,0.0,0,,RPQNMLLJMHJGFBU98DA,0.0,0.0,0.0,無,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮光復路９２號,65.0,商,,,1130310,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0541002,70.8,2,2,1,有,無,6808888,96171,,0.0,0,頂樓加蓋；其他增建；,RPPNMLSLLHJGFCU17DA,70.8,0.0,0.0,無,
吉安鄉,土地,宜昌段783-1地號,7.6,都市：其他:人行步道,,,1130301,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,144900,19066,,0.0,0,包含公共設施保留地用地；,RPPOMLTLLHJGFAU17DA,0.0,0.0,0.0,無,0106
吉安鄉,土地,福南段372地號,3754.94,,特定農業區,農牧用地,1130321,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19000000,5060,,0.0,0,農作物；,RPVOMLMJMHJGFAU96DA,0.0,0.0,0.0,無,0111
花蓮市,房地(土地+建物),花蓮縣花蓮市建昌路３８號四樓之一,7.0,住,,,1130318,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850903,37.31,1,0,1,有,有,2800000,75047,,0.0,0,其他增建；,RPQNMLSJMHJGFAU96DA,22.18,0.0,3.86,有,0112
花蓮市,房地(土地+建物),花蓮縣花蓮市國富二十一街２２號二樓之五,30.09,住,,,1130303,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830426,150.79,3,2,2,有,有,11500000,76265,,0.0,0,車位含在共有部分,RPSNMLSJMHJGFAU17DA,90.1,0.79,15.61,有,0113
花蓮市,房地(土地+建物),花蓮縣花蓮市建安街６１巷２２號,99.64,住,,,1130305,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0940114,158.16,4,2,3,有,無,13000000,82195,,0.0,0,,RPOPMLSJMHJGFAU96DA,142.01,0.0,16.15,無,0114
玉里鎮,土地,民北段1030地號,3097.42,,特定農業區,農牧用地,1130314,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3600000,1162,,0.0,0,,RPPNMLLJMHJGFCU98DA,0.0,0.0,0.0,無,
玉里鎮,土地,源城段690地號,1620.0,,特定農業區,農牧用地,1130315,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,1235,,0.0,0,,RPRNMLSJMHJGFCU27DA,0.0,0.0,0.0,無,
瑞穗鄉,土地,源北段757地號,740.26,,特定農業區,農牧用地,1130311,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,221657,299,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSKLHJGFCU17EA,0.0,0.0,0.0,無,
吉安鄉,土地,慈惠段152-2地號,88.18,住,,,1130304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6850000,77682,,0.0,0,,RPPPMLOKLHJGFAU66DA,0.0,0.0,0.0,無,0115
吉安鄉,土地,慶豐段1850-47地號,45.0,都市：其他:道路,,,1130320,土地10建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1160000,25778,,0.0,0,包含公共設施保留地用地；,RPSNMLKLLHJGFAU09DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市民族路１號九樓之十,6.14,商,,,1130322,土地1建物2車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850202,70.53,1,1,1,有,有,4300000,60967,,0.0,0,陽台外推；,RPOOMLMLLHJGFAU98DA,35.68,0.0,18.23,有,
花蓮市,土地,林森段1642地號,125.82,住,,,1130322,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8530000,67795,,0.0,0,,RPXNMLPLLHJGFAU47DA,0.0,0.0,0.0,無,0116
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里一路６６巷４號,63.0,住,,,1130301,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,,93.8,3,2,2,有,無,4200000,44776,,0.0,0,其他增建；,RPTNMLSJMHJGFAU27DA,93.8,0.0,0.0,無,0117
花蓮市,房地(土地+建物),花蓮縣花蓮市化道路１３１巷３號,79.0,住,,,1130309,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0651026,60.59,3,2,2,有,無,6200000,102327,,0.0,0,其他增建；,RPQPMLSJMHJGFAU17DA,60.59,0.0,0.0,無,0118
花蓮市,土地,福安段1545地號,24.0,住,,,1130325,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,62500,,0.0,0,未登記建物；,RPPNMLTJMHJGFAU96DA,0.0,0.0,0.0,無,0119
花蓮市,房地(土地+建物),花蓮縣花蓮市民享八街１３號,60.0,商,,,1130309,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,,60.9,2,2,2,有,無,4800000,78818,,0.0,0,其他增建；,RPVNMLTJMHJGFAU57DA,60.9,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市德安二街１１１號,81.0,住,,,1130308,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0710228,103.5,3,2,2,有,無,8650000,83575,,0.0,0,其他增建；,RPXOMLTJMHJGFAU87DA,103.5,0.0,0.0,無,0120
花蓮市,房地(土地+建物),花蓮縣花蓮市中美五街１２２巷８號三樓,26.5,住,,,1130308,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720131,70.31,3,1,1,有,無,3300000,46935,,0.0,0,其他增建；,RPSNMLKKMHJGFAU09DA,58.65,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市華泰街７號三樓,25.27,住,,,1130305,土地3建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840328,136.60999999999999,3,2,2,有,有,7500000,54901,,0.0,0,含裝潢費；其他增建；,RPROMLKKMHJGFAU09DA,88.6,0.0,12.97,有,0121
瑞穗鄉,土地,青蓮段617地號,3423.8,,風景區,農牧用地,1130304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4300000,1256,,0.0,0,,RPQNMLMJMHJGFCU56DA,0.0,0.0,0.0,無,
富里鄉,土地,農場段244地號,3835.98,,特定農業區,農牧用地,1130313,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1726000,450,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSJMHJGFCU07DA,0.0,0.0,0.0,無,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮民族街２８之３號,54.0,住,,,1130311,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0750207,99.19,3,1,2,有,無,3500000,35286,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLSJMHJGFCU47DA,99.19,0.0,0.0,無,0122
玉里鎮,房地(土地+建物),花蓮縣玉里鎮大同路６２之３號,107.0,住,,,1130301,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130115,208.34,4,2,5,有,無,12500000,59998,,0.0,0,,RPPNMLTJMHJGFCU17DA,193.66,0.0,14.68,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中央路四段４５０號五樓之二,28.91,住,,,1130310,土地2建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120327,104.59,2,2,2,有,無,9200000,87963,,0.0,0,,RPRNMLSKLHJGFAU07DA,62.95,0.0,11.43,有,
吉安鄉,土地,仁恥段514-1地號,14.0,都市：其他:道路,,,1130328,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,7143,,0.0,0,包含公共設施保留地用地；,RPOPMLSLLHJGFAU07DA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南埔十二街２４號,94.0,住,,,1130303,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0680915,117.94,1,2,2,有,無,6000000,50873,,0.0,0,其他增建；,RPPNMLKKMHJGFAU78DA,117.94,0.0,0.0,無,
吉安鄉,土地,吉興段820-1地號,83.95,都市：其他:道路用地,,,1130327,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,360000,4288,,0.0,0,包含公共設施保留地用地；,RPXNMLKKMHJGFAU96DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市北昌三街１８巷２０號三樓之五,11.25,商,,,1130302,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870414,58.01,2,1,1,有,有,4180000,72057,,0.0,0,陽台外推；其他增建；,RPUOMLKKMHJGFAU76DA,37.78,0.0,11.51,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市壽昌街２９巷３０號三樓之二,16.22,住,,,1130312,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810430,56.58,2,1,1,有,無,3900000,68929,,0.0,0,,RPWOMLKKMHJGFAU96DA,42.32,0.0,6.03,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市華廈街４０號五樓之五,16.83,住,,,1130320,土地1建物1車位0,八層，九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860827,94.69,3,2,2,有,有,4400000,46467,,0.0,0,夾層；,RPQNMLLKMHJGFAU98DA,64.0,0.0,5.62,有,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉昌隆七街３３號,81.46,住,,,1130319,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0670714,99.58,3,2,2,有,無,5200000,52219,,0.0,0,其他增建；,RPSNMLLKMHJGFAU56DA,99.58,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路１２９號四樓之四,4.92,商,,,1130330,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750712,28.32,1,0,1,有,無,1300000,45904,,0.0,0,其他增建；,RPXNMLLKMHJGFAU07DA,20.92,0.0,2.1,有,0123
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５３號五樓之六,2.84,商,,,1130301,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,29.869999999999997,1,1,1,有,有,1900000,63609,,0.0,0,,RPROMLMKLHJGFAU56DA,16.9,0.0,3.19,有,0124
