編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPPNMLOJOHJGFAU66DA,31,187.74,住家用,鋼筋混凝土造,81年12月23日,二層,一層 二層 陽台 屋頂突出物 見其他登記事項,全筆移轉
RPSNMLPJOHJGFAU07DA,41,107.73,住商用,鋼筋混凝土加強磚造,72年4月9日,二層,一層 二層 騎樓,全筆移轉
RPTOMLPKNHJGFAU27DA,24,22.58,共有部份,鋼筋混凝土造,88年12月8日,五層,,持分移轉
RPTOMLPKNHJGFAU27DA,24,49.58,住家用,鋼筋混凝土造,88年12月8日,五層,一層 陽台,全筆移轉
RPPNMLOKLHJGFCU76EA,,106.42,住商用,木造,,一層,一層 騎樓,全筆移轉
RPPNMLMKLHJGFAU88DA,28,39.31,住家用,鋼筋混凝土造,85年3月6日,五層,二層 陽台,全筆移轉
RPPNMLMKLHJGFAU88DA,28,8.95,共有部份,鋼筋混凝土造,85年3月6日,五層,,持分移轉
RPRNMLNKLHJGFAU56DA,56,95.64,住家用,鋼筋混凝土加強磚造,57年3月14日,二層,一層 二層 騎樓,全筆移轉
RPUOMLKLLHJGFAU76DA,28,39.23,住家用,鋼筋混凝土造,85年3月6日,五層,三層 陽台,全筆移轉
RPUOMLKLLHJGFAU76DA,28,8.91,共有部份,鋼筋混凝土造,85年3月6日,五層,,持分移轉
RPSNMLMLLHJGFAU66DA,44,77.49,住家用,鋼筋混凝土造,69年5月3日,五層,二層 陽台,全筆移轉
RPSNMLMLLHJGFAU66DA,44,10.39,共有部份,鋼筋混凝土造,69年5月3日,,,持分移轉
RPSNMLMLLHJGFAU66DA,44,6.67,共有部份,鋼筋混凝土造,69年5月3日,五層,,持分移轉
RPQNMLKLLHJGFBU98DA,41,63.00,住家用,加強磚造,72年3月1日,一層,一層,全筆移轉
RPPPMLPJLHJGFAU66DA,24,19.16,住家用,鋼筋混凝土造,88年11月25日,六層,六層 陽台,全筆移轉
RPPPMLPJLHJGFAU66DA,24,16.23,共有部份,鋼筋混凝土造,88年11月25日,六層,,持分移轉
RPVNMLKLLHJGFAU76DA,6,46.11,集合住宅,鋼筋混凝土造,107年4月27日,十二層,三層 陽台,全筆移轉
RPVNMLKLLHJGFAU76DA,6,10.51,本共有部份之項目有防空避難室兼停車空間、機電設備、騎樓、Ｆ梯安全梯、一樓梯廳、一樓門廳、管委會使用空間、車道、Ｃ棟垃圾處理區等９項。,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPVNMLKLLHJGFAU76DA,6,14.26,共有部份,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPPNMLMLLHJGFAU09EA,17,134.82,住家用,鋼筋混凝土造,96年8月6日,四層,一層 二層 三層 四層 陽台,持分移轉
RPUOMLMLLHJGFAU96DA,50,54.94,住家用,鋼筋混凝土加強磚造,63年5月21日,一層,一層,全筆移轉
RPSNMLPKLHJGFAU86DA,38,145.49,住家用,鋼筋混凝土造,74年11月29日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPRNMLQLLHJGFAU96DA,24,11.80,共有部份,鋼筋混凝土造,89年8月7日,十五層,,持分移轉
RPRNMLQLLHJGFAU96DA,24,.39,共有部份,鋼筋混凝土造,89年8月7日,十五層,,持分移轉
RPRNMLQLLHJGFAU96DA,24,14.09,停車空間,鋼筋混凝土造,89年8月7日,十五層,,持分移轉
RPRNMLQLLHJGFAU96DA,24,7.65,共有部份,鋼筋混凝土造,89年8月7日,十二層,,持分移轉
RPRNMLQLLHJGFAU96DA,24,45.39,住家用,鋼筋混凝土造,89年8月7日,十二層,八層 陽台 花台 雨遮,全筆移轉
RPXNMLQLLHJGFAU57DA,,210.84,住宅,鋼筋混凝土造,112年11月1日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPOPMLNLLHJGFAU56DA,27,41.97,住家用,鋼筋混凝土造,86年1月13日,七層,七層 陽台,全筆移轉
RPOPMLNLLHJGFAU56DA,27,17.59,共有部份,鋼筋混凝土造,86年1月13日,七層,,持分移轉
RPSOMLPLLHJGFAU07DA,30,38.61,住家用,鋼筋混凝土造,83年8月1日,八層,三層 陽台,全筆移轉
RPSOMLPLLHJGFAU07DA,30,9.41,共有部份,鋼筋混凝土造,83年8月1日,八層,,持分移轉
RPSNMLPLLHJGFAU96DA,4,38.58,集合住宅,鋼筋混凝土造,109年1月2日,七層,七層 陽台,全筆移轉
RPSNMLPLLHJGFAU96DA,4,2.70,共有部份（停車空間）,鋼筋混凝土造,109年1月2日,七層,,持分移轉
RPSNMLPLLHJGFAU96DA,4,16.65,本共有部分之項目有防空避難室、台電受電室、電信室、消防機房、電梯、安全梯、梯廳、梯間、樓梯間等９項,鋼筋混凝土造,109年1月2日,七層,,持分移轉
RPROMLSJLHJGFAU07DA,,.24,管理員室,鋼筋混凝土造,112年11月14日,七層,,持分移轉
RPROMLSJLHJGFAU07DA,,74.07,集合住宅,鋼筋混凝土造,112年11月14日,七層,六層 陽台,全筆移轉
RPROMLSJLHJGFAU07DA,,21.28,共有部份,鋼筋混凝土造,112年11月14日,七層,,持分移轉
RPTNMLPLLHJGFAU07DA,36,117.48,住家用,鋼筋混凝土造,76年12月30日,三層,一層 二層 三層 陽台,全筆移轉
RPQNMLQLLHJGFAU86DA,1,59.02,集合住宅,鋼筋混凝土造,112年5月29日,五層,五層 陽台,全筆移轉
RPQNMLQLLHJGFAU86DA,1,23.43,共有部份,鋼筋混凝土造,112年5月29日,五層,,持分移轉
RPQNMLQLLHJGFAU86DA,1,19.22,共有部分（停車空間）,鋼筋混凝土造,112年5月29日,五層,,持分移轉
RPUOMLRLLHJGFAU47DA,27,64.79,商業用,鋼筋混凝土造,86年8月27日,九層,一層 騎樓,全筆移轉
RPUOMLRLLHJGFAU47DA,27,8.32,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPUOMLRLLHJGFAU47DA,27,2.76,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPOOMLPLLHJGFAU66DA,25,120.96,住家用,鋼筋混凝土造,88年4月14日,五層,三層 陽台 雨遮,全筆移轉
RPOOMLPLLHJGFAU66DA,25,12.91,共有部份,鋼筋混凝土造,88年4月14日,五層,,持分移轉
RPOOMLPLLHJGFAU66DA,25,8.26,共有部份,鋼筋混凝土造,88年4月14日,五層,,持分移轉
RPRQMLSLLHJGFAU47DA,27,83.70,住家用,鋼筋混凝土造,85年10月29日,十六層,十五層 陽台 花台,全筆移轉
RPRQMLSLLHJGFAU47DA,27,14.81,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPRQMLSLLHJGFAU47DA,27,23.03,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPQNMLPKLHJGFAU66DA,5,52.39,集合住宅,鋼筋混凝土造,108年5月31日,五層,二層 陽台,全筆移轉
RPQNMLPKLHJGFAU66DA,5,20.86,本共有部分之項目有停車空間、樓梯間、電梯間及機房等４項。,鋼筋混凝土造,108年5月31日,五層,,持分移轉
RPSNMLRLLHJGFAU17DA,29,29.70,住家用,鋼筋混凝土造,84年8月19日,十一層,六層 陽台 花台,全筆移轉
RPSNMLRLLHJGFAU17DA,29,8.90,共有部份,鋼筋混凝土造,84年8月19日,十一層,,持分移轉
RPSPMLSLLHJGFAU47DA,26,205.83,住家用,鋼筋混凝土造,87年5月19日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPTOMLLJMHJGFAU66DA,48,99.80,住家用,鋼筋混凝土造,65年2月16日,二層,一層 二層,全筆移轉
RPTOMLTLLHJGFAU57DA,30,26.24,住家用,鋼筋混凝土造,82年12月15日,七層,二層 陽台,全筆移轉
RPTOMLTLLHJGFAU57DA,30,4.26,共有部份,鋼筋混凝土造,82年12月15日,七層,,持分移轉
RPTOMLTLLHJGFAU57DA,30,4.17,共有部份,鋼筋混凝土造,82年12月15日,七層,,持分移轉
RPOOMLTLLHJGFAU07DA,24,20.04,住家用,鋼筋混凝土造,88年11月25日,六層,五層 陽台,全筆移轉
RPOOMLTLLHJGFAU07DA,24,14.25,共有部份,鋼筋混凝土造,88年11月25日,六層,,持分移轉
RPROMLLJMHJGFAU09DA,31,170.90,住家用,鋼筋混凝土造,82年5月8日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPPNMLTLLHJGFAU07DA,1,62.48,集合住宅,鋼筋混凝土造,111年12月1日,八層,四層 陽台,全筆移轉
RPPNMLTLLHJGFAU07DA,1,43.02,共有部份,鋼筋混凝土造,111年12月1日,八層,,持分移轉
RPPNMLSLLHJGFCU17DA,58,70.80,住家用,鋼筋混凝土造,54年10月2日,三層,一層 二層 三層,全筆移轉
RPVOMLTLLHJGFAU77DA,47,78.59,住家用,鋼筋混凝土造,65年10月26日,二層,一層 二層,全筆移轉
RPQNMLSJMHJGFAU96DA,28,26.04,住家用,鋼筋混凝土造,85年9月3日,七層,四層 陽台,全筆移轉
RPQNMLSJMHJGFAU96DA,28,11.27,共有部份,鋼筋混凝土造,85年9月3日,七層,,持分移轉
RPSNMLSJMHJGFAU17DA,30,106.50,住家用,鋼筋混凝土造,83年4月26日,七層,二層 陽台 花台,全筆移轉
RPSNMLSJMHJGFAU17DA,30,44.29,共有部份,鋼筋混凝土造,83年4月26日,七層,,持分移轉
RPOPMLSJMHJGFAU96DA,19,158.16,住家用,鋼筋混凝土造,94年1月14日,三層,一層 二層 三層 陽台,全筆移轉
RPQPMLSJMHJGFAU17DA,47,60.59,住家用,鋼筋混凝土造,65年10月26日,二層,一層 二層,全筆移轉
RPVNMLTJMHJGFAU57DA,,60.90,住家用,鋼筋混凝土造,,二層,一層 二層,全筆移轉
RPOOMLMLLHJGFAU98DA,28,25.73,住家用,鋼筋混凝土造,85年2月2日,十層,九層 陽台,全筆移轉
RPTNMLSJMHJGFAU27DA,,93.80,住商用,鋼筋混凝土加強磚造,,二層,一層 二層 騎樓,全筆移轉
RPOOMLMLLHJGFAU98DA,28,28.18,住家用,鋼筋混凝土造,85年2月2日,十層,九層 陽台,全筆移轉
RPOOMLMLLHJGFAU98DA,28,2.62,共有部份,鋼筋混凝土造,85年2月2日,十層,,持分移轉
RPOOMLMLLHJGFAU98DA,28,2.80,共有部份,鋼筋混凝土造,85年2月2日,十層,,持分移轉
RPOOMLMLLHJGFAU98DA,28,5.41,共有部份,鋼筋混凝土造,85年2月2日,十層,,持分移轉
RPOOMLMLLHJGFAU98DA,28,5.79,共有部份,鋼筋混凝土造,85年2月2日,十層,,持分移轉
RPXOMLTJMHJGFAU87DA,42,103.50,住家用,鋼筋混凝土加強磚造,71年2月28日,二層,一層 二層,全筆移轉
RPSNMLKKMHJGFAU09DA,,11.66,共有部份,鋼筋混凝土造,,四層,,持分移轉
RPSNMLKKMHJGFAU09DA,41,58.65,住家用,鋼筋混凝土造,72年1月31日,四層,三層,全筆移轉
RPROMLKKMHJGFAU09DA,29,101.57,住家用,鋼筋混凝土造,84年3月28日,七層,三層 陽台,全筆移轉
RPROMLKKMHJGFAU09DA,29,35.04,共有部份,鋼筋混凝土造,84年3月28日,七層,,持分移轉
RPPNMLKKMHJGFAU78DA,44,117.94,住商用,鋼筋混凝土加強磚造,68年9月15日,二層,一層 二層 騎樓,全筆移轉
RPSOMLSJMHJGFCU47DA,38,99.19,住商用,鋼筋混凝土造,75年2月7日,三層,一層 二層 三層 騎樓,持分移轉
RPPNMLTJMHJGFCU17DA,,208.34,住家用,鋼筋混凝土造,113年1月15日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPWOMLKKMHJGFAU96DA,32,48.35,住家用,鋼筋混凝土造,81年4月30日,五層,三層 陽台,全筆移轉
RPWOMLKKMHJGFAU96DA,32,8.23,共有部份,鋼筋混凝土造,81年4月30日,五層,,持分移轉
RPUOMLKKMHJGFAU76DA,26,49.29,住家用,鋼筋混凝土造,87年4月14日,五層,三層 陽台,全筆移轉
RPUOMLKKMHJGFAU76DA,26,8.72,共有部份,鋼筋混凝土造,87年4月14日,五層,,持分移轉
RPRNMLSKLHJGFAU07DA,1,74.38,集合住宅,鋼筋混凝土造,112年3月27日,五層,五層 陽台,全筆移轉
RPRNMLSKLHJGFAU07DA,2,30.21,共有部份,鋼筋混凝土造,111年1月14日,五層,,持分移轉
RPQNMLLKMHJGFAU98DA,27,69.62,住家用,鋼筋混凝土造,86年8月27日,九層,八層 九層 陽台,全筆移轉
RPQNMLLKMHJGFAU98DA,27,12.27,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPQNMLLKMHJGFAU98DA,27,9.48,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPQNMLLKMHJGFAU98DA,27,3.32,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPXNMLLKMHJGFAU07DA,38,5.30,共有部份,鋼筋混凝土造,75年7月12日,五層,,持分移轉
RPXNMLLKMHJGFAU07DA,38,23.02,住家用,鋼筋混凝土造,75年7月12日,五層,四層 陽台,全筆移轉
RPSNMLLKMHJGFAU56DA,46,99.58,住商用,鋼筋混凝土加強磚造,67年7月14日,二層,一層 二層 騎樓,全筆移轉
RPROMLMKLHJGFAU56DA,29,20.09,住家用,鋼筋混凝土造,83年11月15日,十二層,五層 陽台,全筆移轉
RPROMLMKLHJGFAU56DA,29,6.40,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPROMLMKLHJGFAU56DA,29,3.38,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPUNMLKKMHJGFAU66DA,24,188.16,住家用,鋼筋混凝土造,89年1月10日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPTNMLTJMHJGFAU37DA,1,59.02,集合住宅,鋼筋混凝土造,112年5月29日,五層,三層 陽台,全筆移轉
RPTNMLTJMHJGFAU37DA,1,23.43,共有部份,鋼筋混凝土造,112年5月29日,五層,,持分移轉
RPTNMLTJMHJGFAU37DA,1,12.58,共有部分（停車空間）,鋼筋混凝土造,112年5月29日,五層,,持分移轉
RPQNMLKKMHJGFCU56EA,50,110.63,住商用,鋼筋混凝土加強磚造,62年11月15日,二層,一層 二層 騎樓,全筆移轉
RPPOMLPLLHJGFAU76DA,10,174.38,住家用,鋼筋混凝土造,103年3月11日,三層,一層 二層 三層 陽台,全筆移轉
SPUOMLSJMHJGFAU57DA,,67.79,集合住宅,鋼筋混凝土造,113年2月20日,七層,四層 陽台,全筆移轉
SPUOMLSJMHJGFAU57DA,,24.62,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
SPSOMLSJMHJGFAU37DA,,56.50,集合住宅,鋼筋混凝土造,113年2月20日,七層,七層 陽台,全筆移轉
TPUOMLSJMHJGFAU67DA,,67.71,集合住宅,鋼筋混凝土造,113年2月20日,七層,三層 陽台,全筆移轉
SPSOMLSJMHJGFAU37DA,,20.67,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPUOMLSJMHJGFAU47DA,,67.71,集合住宅,鋼筋混凝土造,113年2月20日,七層,二層 陽台,全筆移轉
TPUOMLSJMHJGFAU67DA,,24.60,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPUOMLSJMHJGFAU47DA,,24.62,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPUOMLSJMHJGFAU47DA,,21.02,共有部分（停車空間）,鋼筋混凝土造,113年2月20日,七層,,持分移轉
TPSOMLSJMHJGFAU47DA,,67.71,集合住宅,鋼筋混凝土造,113年2月20日,七層,七層 陽台,全筆移轉
TPSOMLSJMHJGFAU47DA,,24.62,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPVOMLSJMHJGFAU57DA,,67.71,集合住宅,鋼筋混凝土造,113年2月20日,七層,六層 陽台,全筆移轉
UPUOMLSJMHJGFAU77DA,,67.79,集合住宅,鋼筋混凝土造,113年2月20日,七層,三層 陽台,全筆移轉
RPVOMLSJMHJGFAU57DA,,24.62,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
UPUOMLSJMHJGFAU77DA,,24.60,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPSOMLSJMHJGFAU27DA,,67.71,集合住宅,鋼筋混凝土造,113年2月20日,七層,五層 陽台,全筆移轉
RPSOMLSJMHJGFAU27DA,,24.62,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPSOMLSJMHJGFAU27DA,,15.00,共有部分（停車空間）,鋼筋混凝土造,113年2月20日,七層,,持分移轉
TPVOMLSJMHJGFAU77DA,,67.79,集合住宅,鋼筋混凝土造,113年2月20日,七層,二層 陽台,全筆移轉
TPVOMLSJMHJGFAU77DA,,24.60,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPWOMLSJMHJGFAU67DA,,67.71,集合住宅,鋼筋混凝土造,113年2月20日,七層,二層 陽台,全筆移轉
RPWOMLSJMHJGFAU67DA,,24.62,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
SPWOMLSJMHJGFAU77DA,,67.71,集合住宅,鋼筋混凝土造,113年2月20日,七層,二層 陽台,全筆移轉
SPWOMLSJMHJGFAU77DA,,24.60,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
SPWOMLSJMHJGFAU77DA,,12.66,共有部分（停車空間）,鋼筋混凝土造,113年2月20日,七層,,持分移轉
TPWOMLSJMHJGFAU87DA,,56.50,集合住宅,鋼筋混凝土造,113年2月20日,七層,五層 陽台,全筆移轉
TPWOMLSJMHJGFAU87DA,,20.67,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPPQMLMKMHJGFAU66DA,31,22.23,住家用,鋼筋混凝土造,81年12月9日,五層,五層 陽台,全筆移轉
RPPQMLMKMHJGFAU66DA,31,5.38,共有部份,鋼筋混凝土造,81年12月9日,五層,,持分移轉
RPOOMLMJMHJGFAU88DA,45,107.46,住商用,鋼筋混凝土造,67年10月18日,三層,一層 二層 三層,全筆移轉
RPQNMLLKMHJGFBU56EA,45,124.48,住家用,鋼筋混凝土造,68年3月3日,二層,一層 二層 騎樓,全筆移轉
SPXOMLSJMHJGFAU87DA,,67.71,集合住宅,鋼筋混凝土造,113年2月20日,七層,四層 陽台,全筆移轉
SPXOMLSJMHJGFAU87DA,,24.62,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPQNMLLKMHJGFBU09DA,30,202.49,住商用,鋼筋混凝土造,83年8月1日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓,全筆移轉
RPUPMLRLLHJGFAU57DA,27,60.34,住家用,鋼筋混凝土造,85年10月7日,五層,二層 陽台,全筆移轉
RPUPMLRLLHJGFAU57DA,27,13.13,共有部份,鋼筋混凝土造,85年10月7日,五層,,持分移轉
RPXOMLSJMHJGFAU77DA,,67.79,集合住宅,鋼筋混凝土造,113年2月20日,七層,三層 陽台,全筆移轉
RPXOMLSJMHJGFAU77DA,,24.60,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPOPMLMKMHJGFAU09DA,30,60.24,住商用,鋼筋混凝土造,83年5月25日,六層,一層 平台,全筆移轉
RPOPMLMKMHJGFAU09DA,30,28.14,共有部份,鋼筋混凝土造,83年5月25日,六層,,持分移轉
RPTOMLMKMHJGFAU86DA,29,64.95,住家用,鋼筋混凝土造,84年6月30日,七層,五層 陽台,全筆移轉
RPTOMLMKMHJGFAU86DA,29,9.79,共有部份,鋼筋混凝土造,84年6月30日,七層,,持分移轉
RPTOMLMKMHJGFAU86DA,29,12.61,共有部份,鋼筋混凝土造,84年6月30日,七層,,持分移轉
RPTOMLMKMHJGFAU86DA,29,6.05,共有部份,鋼筋混凝土造,84年6月30日,七層,,持分移轉
RPWOMLPKMHJGFAU47DA,35,246.54,住商用,鋼筋混凝土造,78年5月17日,四層,一層 二層 三層 四層 陽台 屋頂突出物 騎樓,全筆移轉
RPPQMLPKMHJGFAU96DA,,126.12,住家用,鋼筋混凝土加強磚造,68年0月0日,二層,一層 二層 陽台,全筆移轉
RPPNMLMKMHJGFCU56DA,5,99.73,住家用,鋼筋混凝土造,108年5月8日,四層,三層 陽台,全筆移轉
RPPNMLMKMHJGFCU56DA,5,36.00,共有部份,鋼筋混凝土造,108年5月8日,四層,,持分移轉
RPVNMLLLLHJGFAU86DA,,65.54,住家用,木造,,一層,一層 騎樓,全筆移轉
RPPQMLTJMHJGFAU27DA,29,205.02,住家用,鋼筋混凝土造,83年11月24日,三層,一層 二層 三層 陽台 平台 屋頂突出物,全筆移轉
RPOOMLLJMHJGFAU78DA,44,85.36,住商用,鋼筋混凝土加強磚造,69年1月11日,二層,一層 二層 騎樓,全筆移轉
RPOTMLPKMHJGFAU17DA,30,160.03,住家用,鋼筋混凝土造,83年7月19日,四層,二層 陽台,全筆移轉
RPOTMLPKMHJGFAU17DA,30,23.50,共有部份,鋼筋混凝土造,83年7月19日,四層,,持分移轉
RPOTMLPKMHJGFAU17DA,30,48.12,共有部份,鋼筋混凝土造,83年7月19日,四層,,持分移轉
RPRTMLPKMHJGFAU47DA,29,30.36,住家用,鋼筋混凝土造,84年8月19日,十一層,十層 陽台 花台,全筆移轉
RPTSMLPKMHJGFAU57DA,35,6.14,共有部份,鋼筋混凝土造,77年11月25日,五層,,持分移轉
RPRTMLPKMHJGFAU47DA,29,9.20,共有部份,鋼筋混凝土造,84年8月19日,十一層,,持分移轉
RPTSMLPKMHJGFAU57DA,35,91.20,住家用,鋼筋混凝土造,77年11月25日,五層,五層 陽台,全筆移轉
RPPNMLNKMHJGFCU66DA,28,110.51,住家用,鋼筋混凝土加強磚造,85年2月1日,一層,一層,全筆移轉
RPVNMLRKMHJGFAU47DA,51,120.17,住家用,鋼筋混凝土加強磚造,61年10月16日,二層,一層 二層 騎樓,全筆移轉
RPSSMLMKMHJGFAU17DA,31,93.12,住商用,鋼筋混凝土造,82年1月9日,七層,一層 二層 陽台 平台,全筆移轉
RPSSMLMKMHJGFAU17DA,31,93.12,住商用,鋼筋混凝土造,82年1月9日,七層,一層 二層 陽台 平台,全筆移轉
RPSSMLMKMHJGFAU17DA,31,8.00,共有部份,鋼筋混凝土造,82年1月9日,七層,,持分移轉
RPSSMLMKMHJGFAU17DA,31,8.00,共有部份,鋼筋混凝土造,82年1月9日,七層,,持分移轉
RPSSMLMKMHJGFAU17DA,31,10.49,共有部份,鋼筋混凝土造,82年1月9日,七層,,持分移轉
RPTNMLQKMHJGFAU17DA,10,296.92,農舍,鋼筋混凝土造,103年7月14日,三層,一層 二層 三層 陽台,全筆移轉
RPSSMLMKMHJGFAU17DA,31,10.49,共有部份,鋼筋混凝土造,82年1月9日,七層,,持分移轉
RPXNMLRKMHJGFAU67DA,30,35.92,住家用,鋼筋混凝土造,83年8月11日,八層,五層 陽台,全筆移轉
RPXNMLRKMHJGFAU67DA,30,16.27,共有部份,鋼筋混凝土造,83年8月11日,八層,,持分移轉
RPPOMLQKMHJGFAU86DA,48,100.46,住家用,鋼筋混凝土造,65年5月29日,四層,三層,全筆移轉
RPPTMLPKMHJGFAU27DA,25,90.67,住家用,鋼筋混凝土造,87年10月9日,五層,五層 陽台,全筆移轉
RPTOMLSKMHJGFAU47DA,50,98.10,住商用,鋼筋混凝土加強磚造,62年12月29日,二層,一層 二層 騎樓,全筆移轉
RPPTMLPKMHJGFAU27DA,25,14.34,共有部份,鋼筋混凝土造,87年10月9日,五層,,持分移轉
RPPTMLPKMHJGFAU27DA,25,.46,住家用,鋼筋混凝土造,87年10月9日,五層,一層 陽台,持分移轉
RPPTMLPKMHJGFAU27DA,25,.07,共有部份,鋼筋混凝土造,87年10月9日,五層,,持分移轉
RPPTMLPKMHJGFAU27DA,25,29.48,共有部份,鋼筋混凝土造,87年10月9日,五層,,持分移轉
RPQNMLRKMHJGFAU96DA,26,90.94,住家用,鋼筋混凝土造,87年4月3日,十層,八層 陽台,全筆移轉
RPPTMLPKMHJGFAU27DA,25,.14,共有部份,鋼筋混凝土造,87年10月9日,五層,,持分移轉
RPQNMLRKMHJGFAU96DA,26,18.02,共有部份,鋼筋混凝土造,87年4月3日,十層,,持分移轉
RPQNMLRKMHJGFAU96DA,26,8.88,共有部份,鋼筋混凝土造,87年4月3日,十層,,持分移轉
RPPNMLRKMHJGFCU07DA,44,113.65,住商用,鋼筋混凝土造,69年1月7日,二層,一層 二層 騎樓,全筆移轉
RPPNMLLJMHJGFAU78DA,43,120.23,住家用,鋼筋混凝土造,70年7月29日,二層,一層 二層 陽台,全筆移轉
RPWNMLMJMHJGFAU96DA,33,221.96,住家用,鋼筋混凝土造,79年11月26日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPRNMLQKMHJGFAU96DA,,52.52,集合住宅,鋼筋混凝土造,112年10月3日,七層,二層 陽台,全筆移轉
RPRNMLQKMHJGFAU96DA,,20.07,共有部份,鋼筋混凝土造,112年10月3日,七層,,持分移轉
RPVNMLQKMHJGFAU37DA,42,67.58,住家用,鋼筋混凝土造,70年12月4日,五層,二層,全筆移轉
RPVNMLQKMHJGFAU37DA,42,13.69,共有部份,鋼筋混凝土造,70年12月4日,五層,,持分移轉
RPVNMLQKMHJGFAU37DA,42,1.64,共有部份,鋼筋混凝土造,70年12月4日,,,持分移轉
RPWPMLSKMHJGFAU87DA,,82.36,集合住宅,鋼筋混凝土造,113年3月5日,五層,五層 陽台,全筆移轉
RPWPMLSKMHJGFAU87DA,,41.26,共有部份,鋼筋混凝土造,113年3月5日,五層,,持分移轉
RPXPMLTJMHJGFAU97DA,42,89.67,住家用,鋼筋混凝土造,70年10月5日,五層,五層,全筆移轉
RPXPMLTJMHJGFAU97DA,42,13.85,共有部份,鋼筋混凝土造,70年10月5日,五層,,持分移轉
RPXPMLSKMHJGFAU97DA,,144.23,集合住宅,鋼筋混凝土造,113年3月5日,五層,四層 陽台,全筆移轉
RPQNMLRKMHJGFCU17DA,11,207.60,住家用,鋼筋混凝土造,102年7月3日,四層,一層 二層 三層 四層 陽台 見其他登記事項,全筆移轉
RPXPMLSKMHJGFAU97DA,,68.19,共有部份,鋼筋混凝土造,113年3月5日,五層,,持分移轉
RPVOMLRKMHJGFAU57DA,43,81.60,住家用,鋼筋混凝土加強磚造,69年12月23日,二層,一層 二層,全筆移轉
RPPPMLSLLHJGFAU17DA,26,44.96,住家用,鋼筋混凝土造,87年5月7日,十層,八層 陽台,全筆移轉
RPPPMLSLLHJGFAU17DA,26,10.64,共有部份,鋼筋混凝土造,87年5月7日,十層,,持分移轉
RPVOMLSKMHJGFAU67DA,31,117.68,住商用,鋼筋混凝土造,81年11月21日,七層,七層 陽台,全筆移轉
RPVOMLSKMHJGFAU67DA,31,27.62,共有部份,鋼筋混凝土造,81年11月21日,七層,,持分移轉
RPUOMLMJMHJGFAU86DA,47,94.46,住商用,鋼筋混凝土加強磚造,66年5月23日,二層,一層 二層 騎樓,全筆移轉
RPQSMLMKMHJGFAU96DA,,67.71,集合住宅,鋼筋混凝土造,113年2月20日,七層,四層 陽台,全筆移轉
RPUOMLSKMHJGFAU57DA,29,193.70,住商用,鋼筋混凝土造,83年11月29日,三層,一層 二層 三層 陽台 騎樓,全筆移轉
RPQSMLMKMHJGFAU96DA,,24.62,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPSNMLTKMHJGFAU37DA,2,110.63,集合住宅,鋼筋混凝土造,111年5月31日,五層,五層 陽台,全筆移轉
RPSNMLTKMHJGFAU37DA,2,18.05,共有部份,鋼筋混凝土造,111年5月31日,五層,,持分移轉
RPSNMLTKMHJGFAU37DA,2,.15,共有部分（管理室）,鋼筋混凝土造,111年5月31日,五層,,持分移轉
RPOQMLSKMHJGFAU17DA,,69.42,集合住宅,鋼筋混凝土造,113年3月5日,五層,二層 陽台,全筆移轉
