編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPWNMLPKMHJGFCU57DA,2,216.42,住家用,鋼筋混凝土造,111年5月26日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPROMLRJNHJGFAU17DA,25,174.00,住家用,鋼筋混凝土造,88年9月16日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPWOMLRJNHJGFAU67DA,26,204.22,住家用,鋼筋混凝土造,86年12月4日,四層,一層 二層 三層 四層 陽台 平台 屋頂突出物 車庫,全筆移轉
RPUNMLRJNHJGFAU37DA,2,70.69,集合住宅,鋼筋混凝土造,111年3月22日,五層,四層 陽台,全筆移轉
RPWNMLRJNHJGFAU57DA,28,16.71,住家用,鋼筋混凝土造,85年5月13日,五層,四層 陽台,全筆移轉
RPUNMLRJNHJGFAU37DA,2,33.48,共有部份,鋼筋混凝土造,111年3月22日,五層,,持分移轉
RPWNMLRJNHJGFAU57DA,28,7.47,共有部份,鋼筋混凝土造,85年5月13日,五層,,持分移轉
RPTOMLQLMHJGFAU37DA,18,257.07,住商用,鋼筋混凝土造,95年1月13日,四層,一層 二層 三層 四層 陽台 騎樓 見其他登記事項,全筆移轉
RPTNMLTJNHJGFAU47DA,46,81.76,住家用,鋼筋混凝土造,67年9月6日,二層,一層 二層,全筆移轉
RPPNMLSJNHJGFCU17DA,48,188.92,住商用,鋼筋混凝土加強磚造,65年9月7日,二層,一層 二層 騎樓,全筆移轉
RPQOMLMLMHJGFAU66DA,51,158.35,住商用,鋼筋混凝土加強磚造,61年12月1日,三層,一層 二層 三層 騎樓 地下層,全筆移轉
RPVSMLPKMHJGFAU77DA,33,211.52,住家用,鋼筋混凝土造,79年11月26日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPXNMLTJNHJGFAU87DA,44,122.10,住家用,鋼筋混凝土加強磚造,69年2月7日,二層,一層 二層,全筆移轉
RPVOMLKMMHJGFAU07DA,,55.74,集合住宅,鋼筋混凝土造,113年3月13日,五層,五層 陽台,全筆移轉
RPVOMLKMMHJGFAU07DA,,9.35,共有部份,鋼筋混凝土造,113年3月13日,五層,,持分移轉
RPUNMLOKNHJGFAU17DA,29,199.40,住宅、停車空間、自用車庫、儲藏室,鋼筋混凝土造,83年10月17日,四層,一層 二層 三層 四層 陽台 平台 地下層,全筆移轉
RPPNMLTJNHJGFAU07DA,30,55.06,住家用,鋼筋混凝土造,83年3月15日,十二層,八層 陽台,全筆移轉
RPPNMLTJNHJGFAU07DA,30,14.18,共有部份,鋼筋混凝土造,83年3月15日,十二層,,持分移轉
RPTOMLQJNHJGFAU27DA,11,173.65,住家用,鋼筋混凝土造,102年3月22日,三層,一層 二層 三層 屋頂突出物,全筆移轉
RPRNMLRJNHJGFAU07DA,4,51.79,集合住宅,鋼筋混凝土造,108年11月28日,五層,三層 陽台,全筆移轉
RPRNMLRJNHJGFAU07DA,4,9.84,本共有部分之項目有安全梯、梯廳、機房（一）、（二）、電梯、管理室等,鋼筋混凝土造,108年11月28日,五層,,持分移轉
RPUOMLTJNHJGFAU67DA,12,197.67,住家用,鋼筋混凝土造,101年5月28日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPWNMLTJNHJGFAU77DA,1,2.81,集合住宅,鋼筋混凝土造,112年1月9日,五層,一層,持分移轉
RPWNMLTJNHJGFAU77DA,1,62.16,集合住宅,鋼筋混凝土造,112年1月9日,五層,二層 陽台,全筆移轉
RPWNMLTJNHJGFAU77DA,1,27.10,共有部份,鋼筋混凝土造,112年1月9日,五層,,持分移轉
RPUNMLRKMHJGFAU37DA,55,88.00,住家用,鋼筋混凝土加強磚造,58年9月13日,二層,一層 二層 騎樓,全筆移轉
RPRNMLNKNHJGFAU76DA,26,201.83,住商用,鋼筋混凝土造,87年4月14日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓,全筆移轉
RPPNMLKKNHJGFCU09DA,,91.58,住家用,鋼筋混凝土造,,二層,一層 二層,全筆移轉
RPQOMLPKNHJGFAU96DA,50,77.70,住家用,鋼筋混凝土加強磚造,62年12月1日,二層,一層 二層,全筆移轉
RPUNMLPKNHJGFAU27DA,,50.29,集合住宅,鋼筋混凝土造,113年2月1日,六層,二層 陽台,全筆移轉
RPUNMLPKNHJGFAU27DA,,18.87,共有部份,鋼筋混凝土造,113年2月1日,六層,,持分移轉
RPOOMLNKNHJGFAU56DA,32,29.60,住家用,鋼筋混凝土造,81年3月3日,五層,三層 陽台,全筆移轉
RPOOMLNKNHJGFAU56DA,32,5.01,共有部份,鋼筋混凝土造,81年3月3日,五層,,持分移轉
RPVNMLTJNHJGFAU67DA,25,113.78,住家用,鋼筋混凝土造,88年5月20日,五層,四層 五層 陽台 見其他登記事項,全筆移轉
RPVNMLTJNHJGFAU67DA,25,13.40,停車空間,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPVNMLTJNHJGFAU67DA,25,25.67,共有部份,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPPOMLNKNHJGFAU66DA,42,116.74,住家用,鋼筋混凝土加強磚造,70年12月31日,二層,一層 二層,全筆移轉
RPVNMLOKNHJGFAU27DA,21,106.35,住家用,鋼筋混凝土造,91年11月21日,十一層,八層 陽台,全筆移轉
RPVNMLOKNHJGFAU27DA,21,70.75,共有部份,鋼筋混凝土造,91年11月21日,十一層,,持分移轉
RPSNMLOKNHJGFAU96DA,46,70.78,住家用,鋼筋混凝土加強磚造,67年5月22日,二層,一層 二層,全筆移轉
RPPPMLNJNHJGFAU66DA,28,56.39,住家用,鋼筋混凝土造,85年3月9日,七層,四層 陽台,全筆移轉
RPPPMLNJNHJGFAU66DA,28,24.12,共有部份,鋼筋混凝土造,85年3月9日,七層,,持分移轉
RPTNMLPKNHJGFAU17DA,36,47.00,住家用,鋼筋混凝土造,77年2月8日,六層,三層 陽台,全筆移轉
RPTNMLPKNHJGFAU17DA,36,13.89,共有部份,鋼筋混凝土造,77年2月8日,六層,,持分移轉
RPRNMLQKNHJGFBU17DA,40,3.67,住家用,加強磚造,73年1月15日,一層,一層,持分移轉
RPPNMLOJNHJGFAU56DA,26,34.88,住家用,鋼筋混凝土造,87年10月6日,五層,四層 陽台,全筆移轉
RPPNMLOJNHJGFAU56DA,26,18.21,共有部份,鋼筋混凝土造,87年10月6日,五層,,持分移轉
RPTNMLRKNHJGFAU37DA,29,166.78,農舍,鋼筋混凝土造,83年12月2日,二層,一層 二層 陽台 屋頂突出物 見其他登記事項,全筆移轉
RPPOMLQKNHJGFAU96DA,18,154.21,住家用,鋼筋混凝土造,95年6月13日,三層,一層 二層 三層 陽台,全筆移轉
RPRNMLQKNHJGFAU07DA,29,325.81,住家用,鋼筋混凝土造,84年1月25日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPROMLQKNHJGFAU17DA,30,29.29,住家用,鋼筋混凝土造,83年6月10日,五層,五層 陽台,全筆移轉
RPROMLQKNHJGFAU17DA,30,4.14,共有部份,鋼筋混凝土造,83年6月10日,五層,,持分移轉
RPRNMLRKNHJGFAU17DA,6,419.46,住家用,鋼筋混凝土造,106年11月24日,五層,一層 二層 三層 四層 五層 陽台 騎樓,全筆移轉
RPSNMLQKNHJGFAU17DA,49,64.71,住家用,水泥磚木造,64年3月24日,一層,一層 騎樓,全筆移轉
RPXOMLPKNHJGFAU67DA,10,252.37,住家用,鋼筋混凝土造,103年4月22日,四層,一層 二層 三層 四層 陽台 雨遮,全筆移轉
RPROMLKLNHJGFAU66DA,41,130.97,住商用,鋼筋混凝土造,72年4月28日,二層,一層 二層 騎樓,全筆移轉
RPWNMLRKNHJGFAU67DA,27,67.43,住家用,鋼筋混凝土造,86年8月27日,九層,八層 九層 陽台 花台,全筆移轉
RPWNMLRKNHJGFAU67DA,27,11.94,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPWNMLRKNHJGFAU67DA,27,8.81,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPWNMLRKNHJGFAU67DA,27,3.04,共有部份,鋼筋混凝土造,86年8月27日,九層,,持分移轉
RPSOMLKLNHJGFAU76DA,32,143.95,住家用,鋼筋混凝土造,81年10月1日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPQNMLRKNHJGFAU07DA,19,268.76,住商用,鋼筋混凝土造,94年9月22日,四層,一層 二層 三層 四層 陽台 騎樓,全筆移轉
RPPNMLTKNHJGFAU17DA,,276.21,住宅,鋼筋混凝土造,113年1月12日,四層,一層 二層 三層 四層 陽台 屋頂突出物,全筆移轉
RPUNMLLLNHJGFAU96DA,,173.21,住宅,鋼筋混凝土造,113年1月12日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPVNMLLLNHJGFAU07DA,19,206.42,住商用,鋼筋混凝土造,94年7月22日,三層,一層 二層 三層 陽台 騎樓,全筆移轉
RPSPMLNJNHJGFAU96DA,12,208.58,住家用,鋼筋混凝土造,101年4月26日,四層,一層 二層 三層 四層 陽台 見其他登記事項,全筆移轉
RPROMLLLNHJGFAU76DA,13,196.67,住家用,鋼筋混凝土造,99年12月15日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮,全筆移轉
RPTNMLKLNHJGFAU76DA,44,99.90,住家用,鋼筋混凝土加強磚造,69年4月21日,二層,一層 二層,全筆移轉
RPWNMLLLNHJGFAU17DA,34,112.89,住商用,鋼筋混凝土加強磚造,79年6月15日,二層,一層 二層 陽台 騎樓,全筆移轉
RPOOMLLLNHJGFAU09DA,31,104.73,住家用,鋼筋混凝土造,82年7月20日,八層,五層 陽台,全筆移轉
RPOOMLLLNHJGFAU09DA,31,36.77,共有部份,鋼筋混凝土造,82年7月20日,八層,,持分移轉
RPQOMLPLMHJGFAU96DA,1,89.34,集合住宅,鋼筋混凝土造,112年6月2日,七層,六層 陽台,全筆移轉
RPQOMLPLMHJGFAU96DA,1,29.25,共有部份,鋼筋混凝土造,112年6月2日,七層,,持分移轉
RPUNMLMLNHJGFAU07DA,32,20.13,倉儲,鋼筋混凝土造,81年9月30日,八層,二層,全筆移轉
RPUNMLMLNHJGFAU07DA,32,8.32,共有部份,鋼筋混凝土造,81年9月30日,八層,,持分移轉
RPSNMLMLNHJGFAU86DA,31,73.68,住家用,鋼筋混凝土造,82年6月22日,七層,六層 陽台 花台,全筆移轉
RPSNMLMLNHJGFAU86DA,31,26.69,共有部份,鋼筋混凝土造,82年6月22日,七層,,持分移轉
RPVNMLNLNHJGFAU27DA,,86.10,住家用,加強磚造,58年1月0日,一層,一層,全筆移轉
RPRPMLMLNHJGFAU96DA,19,211.86,住家用,鋼筋混凝土造,94年5月5日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPTNMLOLNHJGFAU17DA,19,176.45,住家用,鋼筋混凝土造,94年6月24日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPROMLNLNHJGFAU96DA,43,101.01,住商用,鋼筋混凝土造,70年8月7日,二層,一層 二層 騎樓,全筆移轉
RPXNMLNLNHJGFAU47DA,30,146.48,住家用,鋼筋混凝土造,83年7月14日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPQNMLRLNHJGFAU17DA,29,25.48,住家用,鋼筋混凝土造,84年7月1日,五層,二層 陽台,全筆移轉
RPQNMLRLNHJGFAU17DA,29,7.98,共有部份,鋼筋混凝土造,84年7月1日,五層,,持分移轉
RPRNMLRLNHJGFAU27DA,43,93.76,住家用,鋼筋混凝土加強磚造,69年12月8日,二層,一層 二層,全筆移轉
RPWNMLRLNHJGFAU77DA,50,106.92,住家用,鋼筋混凝土加強磚造,63年7月23日,二層,一層 二層,全筆移轉
RPPNMLRLNHJGFAU07DA,30,205.63,住商用,鋼筋混凝土造,83年1月21日,三層,一層 二層 三層 陽台 平台 屋頂突出物 騎樓,全筆移轉
RPPNMLNLNHJGFCU86DA,,254.82,住家用,鋼筋混凝土造,113年1月15日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPPNMLTLNHJGFAU27DA,44,118.45,住商用,鋼筋混凝土造,68年11月14日,二層,一層 二層 騎樓,全筆移轉
RPPOMLPKNHJGFAU86DA,,177.17,住宅,鋼筋混凝土造,113年1月12日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPVOMLQJNHJGFAU47DA,29,78.83,住家用,鋼筋混凝土造,84年2月22日,八層,七層 陽台,全筆移轉
RPVOMLQJNHJGFAU47DA,29,14.86,共有部份,鋼筋混凝土造,84年2月22日,八層,,持分移轉
RPVOMLQJNHJGFAU47DA,29,14.70,共有部份,鋼筋混凝土造,84年2月22日,八層,,持分移轉
RPUOMLPKNHJGFAU37DA,15,167.49,住家用,鋼筋混凝土造,98年2月13日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPVNMLTLNHJGFAU87DA,44,87.44,住家用,鋼筋混凝土加強磚造,69年4月26日,二層,一層 二層,全筆移轉
RPRNMLKMNHJGFAU66DA,24,198.15,住家用,鋼筋混凝土造,89年1月6日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPVNMLKLNHJGFAU96DA,29,176.01,住家用,鋼筋混凝土造,84年1月23日,四層,二層 三層 四層 陽台 平台 屋頂突出物 花台 見其他登記事項,全筆移轉
RPPNMLMLNHJGFAU56DA,25,95.45,住家用,鋼筋混凝土造,88年4月14日,五層,四層 陽台 雨遮,全筆移轉
RPPNMLMLNHJGFAU56DA,25,9.87,共有部份,鋼筋混凝土造,88年4月14日,五層,,持分移轉
RPPNMLMLNHJGFAU56DA,25,6.40,共有部份,鋼筋混凝土造,88年4月14日,五層,,持分移轉
RPUNMLOLNHJGFAU27DA,3,57.26,店鋪,鋼筋混凝土造,109年11月27日,七層,一層 騎樓,全筆移轉
RPUNMLOLNHJGFAU27DA,3,23.93,本共有部分之項目有門廊、停車空間、無障礙電梯、樓梯間、機房及屋頂突出物１，２，３層等,鋼筋混凝土造,109年11月27日,七層,,持分移轉
RPTNMLNLNHJGFAU07DA,36,36.03,住家用,鋼筋混凝土造,76年11月17日,七層,四層,全筆移轉
RPTNMLNLNHJGFAU07DA,36,10.38,共有部份,鋼筋混凝土造,76年11月17日,七層,,持分移轉
RPOOMLTLNHJGFAU27DA,44,116.67,住商用,鋼筋混凝土加強磚造,69年9月1日,二層,一層 二層 騎樓,全筆移轉
RPSNMLLMNHJGFAU86DA,6,342.36,集合住宅,鋼筋混凝土造,107年7月24日,五層,一層 二層 三層 四層 五層 陽台,全筆移轉
RPSNMLLMNHJGFAU86DA,6,7.57,本共有部分之項目有騎樓及門廊等２項,鋼筋混凝土造,107年7月24日,五層,,持分移轉
RPQNMLMJOHJGFAU56DA,48,155.48,住家用,木石磚造（磚石造）,65年5月1日,一層,一層,全筆移轉
RPXNMLNJOHJGFAU37DA,47,91.40,住家用,鋼筋混凝土加強磚造,66年3月21日,二層,一層 二層,全筆移轉
