鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
吉安鄉,土地,光中段407-1地號,653.27,,一般農業區,農牧用地,1131206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8000000,12246,,0.0,0,未登記建物；,RPOOMLQJJHKGFAU09DA,0.0,0.0,0.0,無,
玉里鎮,土地,神農段1531地號,5785.0,,特定農業區,農牧用地,1131230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1700000,294,,0.0,0,無聯外道路,RPPNMLNJJHKGFCU98DA,0.0,0.0,0.0,無,017
鳳林鎮,房地(土地+建物),花蓮縣鳳林鎮光復路３０號,183.0,住,,,1131211,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0651018,174.34,3,2,2,有,無,4200000,24091,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNJJHKGFBU98EA,174.34,0.0,0.0,無,
玉里鎮,土地,玉城段1526地號,48.14,都市：其他:道路用地,,,1131212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,14541,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPPNMLLMKIJGFCU66EA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中山路三段１０７號,106.0,住,,,1131220,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1010426,243.87,5,1,6,有,無,16200000,66429,,0.0,0,其他增建；,RPRNMLMJJHKGFAU88DA,225.33,0.0,18.54,無,
吉安鄉,土地,初音段510地號,999.93,,特定農業區,農牧用地,1131215,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3327600,3328,,0.0,0,,RPQNMLNJJHKGFAU88DA,0.0,0.0,0.0,無,076
吉安鄉,土地,初音段510-1地號,150.1,,特定農業區,農牧用地,1131215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,498958,3324,,0.0,0,,RPRNMLNJJHKGFAU98DA,0.0,0.0,0.0,無,079
花蓮市,房地(土地+建物),花蓮縣花蓮市中山路８２９號,110.0,住,,,1131216,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0750125,239.31,2,0,3,有,無,19680000,82236,,0.0,0,其他增建；,RPQNMLQJJHKGFAU56DA,230.29,0.0,9.02,無,080
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉大學路二段６３巷６０號,1310.7,農,,,1131206,土地1建物1車位0,全,二層,透天厝,農業用,鋼筋混凝土造,1010509,254.09,5,2,5,有,無,17100000,67299,,0.0,0,其他增建；,RPPOMLQJJHKGFAU56DA,234.65,0.0,19.44,無,081
花蓮市,房地(土地+建物),花蓮縣花蓮市富陽路５２號四樓之二,12.92,住,,,1131227,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130814,53.8,1,1,1,有,無,4280000,79554,,0.0,0,,RPTOMLQJJHKGFAU96DA,30.07,0.0,4.65,有,082
花蓮市,房地(土地+建物),花蓮縣花蓮市華廈街３６號之１,9.66,住,,,1131217,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860827,46.230000000000004,2,2,2,有,有,4650000,100584,,0.0,0,其他增建；,RPUOMLQJJHKGFAU07DA,36.72,2.09,0.0,有,083
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市建安街３２巷８號,121.3,住,,,1131216,土地1建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,0870811,264.92,5,3,3,有,有,15500000,58508,一樓平面,0.0,0,停車位位於主建物含傢俱設備費；其他增建；,RPRNMLRJJHKGFAU76DA,256.68,0.0,8.24,無,
光復鄉,房地(土地+建物),花蓮縣光復鄉敦厚路５３號,84.0,住,,,1131211,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0680303,124.48,0,0,2,有,無,3300000,26510,,0.0,0,頂樓加蓋；其他增建；,RPPNMLQLKIJGFBU86DA,124.48,0.0,0.0,無,084
萬榮鄉,土地,萬利段1763地號,1733.52,,山坡地保育區,農牧用地,1131220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,461,,0.0,0,未登記建物；,RPQNMLNJJHKGFBU98DA,0.0,0.0,0.0,無,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮民國路一段５巷１號,88.88,住,,,1131211,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0680215,94.02,3,2,2,有,無,4400000,46799,,0.0,0,頂樓加蓋；其他增建；,RPPNMLQJJHKGFCU66DA,94.02,0.0,0.0,無,
秀林鄉,土地,道拉斯段326-9地號,3654.77,,山坡地保育區,暫未編定,1131206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,109,,0.0,0,,RPUNMLRLKIJGFAU37DA,0.0,0.0,0.0,無,
壽豐鄉,土地,忠孝段612地號,701.98,農,,,1131225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,2849,,0.0,0,,RPVOMLMJJHKGFAU76DA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉自強路８９號,91.0,住,,,1131205,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0661223,121.91,5,3,4,有,無,9500000,77926,,0.0,0,頂樓加蓋；其他增建；,RPUNMLRJJHKGFAU07DA,121.91,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興路２６０號,114.5,住,,,1131205,土地1建物1車位0,全,一層,透天厝,住家用,木石磚造（雜木）,05801,45.4,2,1,1,有,無,6843000,150727,,0.0,0,其他增建；,RPQOMLRJJHKGFAU76DA,45.4,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市建國路二段４７２巷１０號,80.0,住,,,1131209,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0680201,98.19,5,3,4,有,無,9200000,93696,,0.0,0,其他增建；,RPSOMLRJJHKGFAU96DA,98.19,0.0,0.0,無,085
花蓮市,房地(土地+建物),花蓮縣花蓮市建興街１３７巷１５弄９號,86.16,住,,,1131213,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0830624,199.4,4,2,3,有,無,12740000,63892,,0.0,0,,RPPNMLSJJHKGFAU66DA,181.22,6.99,11.19,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯二路８３號五樓之六,5.16,住,,,1131231,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841115,40.64,1,0,1,有,有,2200000,54134,,0.0,0,其他增建；,RPTNMLSJJHKGFAU07DA,24.29,1.68,0.0,有,086
光復鄉,土地,太巴塱段848地號,231.81,,鄉村區,乙種建築用地,1131210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1540000,6643,,0.0,0,,RPPNMLQJJHKGFBU56DA,0.0,0.0,0.0,無,
萬榮鄉,土地,馬遠段1333-634地號,5223.0,,山坡地保育區,農牧用地,1131213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,38,,0.0,0,,RPRNMLRJJHKGFBU86DA,0.0,0.0,0.0,無,
豐濱鄉,土地,石門段356-2地號,293.02,農,,,1131202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,185188,632,,0.0,0,,RPRNMLSKKIJGFBU27EA,0.0,0.0,0.0,無,
鳳林鎮,土地,鳳信段117-1地號,2696.8,,特定農業區,農牧用地,1131225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4640000,1721,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQJJHKGFBU66EA,0.0,0.0,0.0,無,087
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國興三街７９號三樓之三,24.35,住,,,1131211,土地2建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1111201,119.24000000000001,2,2,2,有,有,10500000,88058,坡道平面,13.75,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLQJJHKGFAU27DA,57.46,0.0,5.01,有,088
花蓮市,房地(土地+建物),花蓮縣花蓮市中央路三段６５２號,27.85,住,,,1131223,土地2建物1車位0,一層，騎樓,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,1091127,112.12,0,0,1,有,有,11500000,102569,,0.0,0,,RPWOMLSJJHKGFAU47DA,79.1,0.0,0.0,有,
花蓮市,土地,功學段52地號,106.71,農,,,1131218,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2200000,20617,,0.0,0,,RPXNMLTJJHKGFAU57DA,0.0,0.0,0.0,無,089
花蓮市,土地,民勤段222地號,156.0,住,,,1131219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12270000,78654,,0.0,0,政府機關標讓售；,RPPNMLSJJHKGFAU76EA,0.0,0.0,0.0,無,
新城鄉,房地(土地+建物),花蓮縣新城鄉康樂路１６８巷７６號,68.92,,鄉村區,乙種建築用地,1131208,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0680212,70.84,2,2,2,有,無,4700000,66347,,0.0,0,頂樓加蓋；其他增建；,RPQOMLKKKIJGFAU88DA,70.84,0.0,0.0,無,090
花蓮市,房地(土地+建物),花蓮縣花蓮市國民八街１０６號六樓之七,18.52,住,,,1131214,土地3建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820618,75.24000000000001,2,1,1,有,有,4500000,59809,,0.0,0,其他增建；,RPSNMLTJJHKGFAU07DA,52.14,0.0,9.21,有,091
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十四街２７號七樓之二,29.53,住,,,1131209,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130923,105.42999999999999,2,2,2,有,有,7800000,73983,,0.0,0,土地：仁恥段909地號持分4407/100000新臺幣2340000元整。建物：7B仁恥段1597建號新臺幣5460000元整。停車位一個位於法定空地約定專用,RPTNMLTJJHKGFAU17DA,67.62,0.0,6.15,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市榮正街３６巷３號,131.0,住,,,1131225,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0620407,124.92,2,2,3,有,無,11000000,88056,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLTJJHKGFAU27DA,124.92,0.0,0.0,無,
吉安鄉,土地,慶豐段1182-2地號,195.0,農,,,1131230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,12821,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKKJHKGFAU88DA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南海三街２０８巷９號,98.0,,鄉村區,乙種建築用地,1131224,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1090512,243.48,4,2,5,有,無,16500000,67767,,0.0,0,仲介費減收陽台外推；,RPOOMLKKJHKGFAU58DA,220.63,0.0,22.85,無,
萬榮鄉,土地,萬寶段826地號,2522.93,,山坡地保育區,林業用地,1131230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,79,,0.0,0,,RPQNMLMJJHKGFBU88DA,0.0,0.0,0.0,無,
瑞穗鄉,土地,瑞新段157地號,188.0,住,,,1131205,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2550000,13564,,0.0,0,,RPQNMLTJJHKGFCU07DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中山路７２４巷１弄１２號,85.0,住,,,1131207,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0660419,99.9,4,2,2,有,無,8000000,80080,,0.0,0,其他增建；,RPTNMLNJJHKGFAU56DA,99.9,0.0,0.0,無,092
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慶豐六街１７３號,100.0,住,,,1131215,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0740813,108.62,6,3,2,有,無,8000000,73651,,0.0,0,其他增建；,RPVOMLTJJHKGFAU47DA,108.62,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市民權二街１６之１號,79.0,住,,,1131212,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0961221,190.49,5,3,3,有,無,16000000,83994,,0.0,0,其他增建；,RPUNMLKKJHKGFAU09DA,156.64,7.3,26.55,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南海四街２１９巷１９號,92.0,,鄉村區,乙種建築用地,1131223,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0700805,93.42,3,2,2,有,無,4740000,50739,,0.0,0,頂樓加蓋；其他增建；,RPXNMLKKJHKGFAU76DA,93.42,0.0,0.0,無,093
吉安鄉,土地,永安段421地號,233.28,,一般農業區,農牧用地,1131216,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3428000,14695,,0.0,0,,RPPOMLKKJHKGFAU68DA,0.0,0.0,0.0,無,073
豐濱鄉,房地(土地+建物),花蓮縣豐濱鄉富光路８號,404.22,,風景區,丙種建築用地,1131223,土地1建物1車位0,全,一層,透天厝,住家用,鋼筋混凝土加強磚造,0720809,79.68,0,0,0,無,無,2000000,25100,,0.0,0,土地款；190萬元  建物款:10萬元本案土地無聯外道路買方自行處理,RPPNMLKKJHKGFBU68DA,47.43,32.25,0.0,無,
玉里鎮,土地,神農段351地號,6448.12,,一般農業區,農牧用地,1131231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4380000,679,,0.0,0,,RPQNMLSJJHKGFCU96DA,0.0,0.0,0.0,無,
瑞穗鄉,土地,興北段1148-1地號,2710.55,,一般農業區,農牧用地,1131231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,738,,0.0,0,農電及地下水一併移轉,RPRNMLSJJHKGFCU07DA,0.0,0.0,0.0,無,
玉里鎮,土地,德武段790地號,15377.5,,山坡地保育區,農牧用地,1131231,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6600000,429,,0.0,0,,RPSNMLSJJHKGFCU17DA,0.0,0.0,0.0,無,095
玉里鎮,土地,高寮段1478地號,6772.14,,一般農業區,農牧用地,1131231,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4330000,639,,0.0,0,,RPPNMLTJJHKGFCU96DA,0.0,0.0,0.0,無,096
新城鄉,土地,嘉新段503地號,44.0,農,,,1131208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2600000,59091,,0.0,0,未登記建物；,RPOOMLSKKIJGFAU86DA,0.0,0.0,0.0,無,097
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路３３３號三樓之二,40.97,住,,,1131216,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100830,71.68,1,1,1,有,有,3500000,48828,,0.0,0,,RPPOMLTKKIJGFAU07DA,38.46,0.0,4.3,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村９５之１２號,129.12,農,,,1131207,土地4建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130920,193.93,4,2,5,有,無,17200000,88692,,0.0,0,,RPTNMLRLKIJGFAU27DA,181.97,0.0,11.96,無,
新城鄉,房地(土地+建物),花蓮縣新城鄉鄉根２巷３５號,90.1,,鄉村區,乙種建築用地,1131220,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0741014,96.8,3,2,2,有,無,2540000,26240,,0.0,0,其他增建；,RPTOMLRJJHKGFAU07DA,89.6,0.0,7.2,無,
花蓮市,土地,功學段668地號,2779.63,農,,,1131216,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20180112,7260,,0.0,0,農作物；畸零地或有合併使用效益；,RPRRMLSJJHKGFAU27DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市化道路１２２號,136.0,,,,1131215,土地1建物1車位0,全,一層,透天厝,住家用,鋼鐵（骨）造有牆,1110808,42.35,0,2,1,有,無,5800000,136954,,0.0,0,包含公共設施保留地用地；,RPQNMLTJJHKGFAU86DA,42.35,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市華興街４６號,44.0,住,,,1131209,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0640728,65.75,3,2,2,有,無,4700000,71483,,0.0,0,其他增建；,RPROMLTJJHKGFAU07DA,65.75,0.0,0.0,無,098
光復鄉,土地,新庄段633地號,1845.47,,特定農業區,農牧用地,1131207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1850000,1002,,0.0,0,,RPRNMLMJJHKGFBU98DA,0.0,0.0,0.0,無,099
萬榮鄉,土地,萬利段2270地號,17286.86,,山坡地保育區,林業用地,1131223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1244000,72,,0.0,0,,RPPNMLMKJHKGFBU88DA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉建國路一段２３５號,93.55,住,,,1131210,土地1建物1車位0,全,三層,透天厝,工業用,鋼筋混凝土造,0700618,213.05,1,2,3,有,無,13800000,64774,,0.0,0,,RPSNMLLKKIJGFAU09DA,213.05,0.0,0.0,無,100
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中央路四段４５０之１號,59.61,住,,,1131203,土地2建物1車位1,一層，騎樓，夾層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120327,238.45999999999998,0,1,2,有,無,21000000,91014,坡道平面,22.01,1300000,,RPTNMLSKKIJGFAU27DA,151.04,0.0,3.12,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯四路７９號,125.0,商,,,1131216,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0950103,358.16,4,3,5,有,無,25000000,69801,,0.0,0,陽台外推；其他增建；,RPWNMLPLKIJGFAU37DA,313.73,0.0,44.43,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市北昌一街９７巷２７號三樓,45.52,住,,,1131201,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720910,85.31,3,2,2,有,無,4650000,54507,,0.0,0,,RPQNMLSJJHKGFAU76DA,78.28,0.0,0.0,無,101
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東里一街３２號三樓之五,13.41,商,,,1131222,土地2建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890509,82.59,2,1,1,有,有,4880000,59087,,0.0,0,,RPRNMLOKJHKGFAU56DA,46.86,0.0,13.15,有,102
花蓮市,土地,民享段881-6地號,22.0,住,,,1131227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1801800,81900,,0.0,0,,RPOOMLOKJHKGFAU98DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街１９１號五樓之十三,7.24,商,,,1131214,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761117,48.02,1,1,1,有,有,2300000,47897,,0.0,0,,RPRNMLPKJHKGFAU66DA,37.35,0.0,0.0,有,103
吉安鄉,土地,光英段203地號,1004.08,,一般農業區,農牧用地,1131204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,3486,,0.0,0,,RPUNMLPKJHKGFAU96DA,0.0,0.0,0.0,無,
鳳林鎮,土地,榮開段520-4地號,2572.0,,一般農業區,農牧用地,1131202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3550000,1380,,0.0,0,未登記建物；,RPRNMLOKJHKGFBU66DA,0.0,0.0,0.0,無,104
富里鄉,土地,大里段338-40地號,2693.0,,山坡地保育區,農牧用地,1131217,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1900000,706,,0.0,0,包含公共設施保留地用地；,RPPNMLOKJHKGFCU66EA,0.0,0.0,0.0,無,105
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國民八街５號二樓之六,12.34,商,,,1131220,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080925,108.53,2,2,1,有,有,9000000,82926,坡道平面,35.13,0,夾層；,RPUNMLMJJHKGFAU56DA,44.1,0.0,4.52,有,106
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉橋下９１號,500.83,農,,,1131212,土地1建物1車位0,全,一層,透天厝,農業用,鋼筋混凝土造,1130119,115.93,0,0,0,無,無,9080000,78323,,0.0,0,農業設施；,RPWNMLOKJHKGFAU07DA,115.93,0.0,0.0,無,
壽豐鄉,土地,華東段7-5地號,2975.42,農,,,1131203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1700000,571,,0.0,0,農作物；,RPXNMLPKJHKGFAU27DA,0.0,0.0,0.0,無,
壽豐鄉,土地,精鐘段476地號,15339.81,,一般農業區,農牧用地,1131218,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20880000,1361,,0.0,0,,RPSNMLQKJHKGFAU86DA,0.0,0.0,0.0,無,107
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中正路一段４號,83.0,商,,,1131220,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,,59.18,2,2,3,有,無,8900000,150389,,0.0,0,頂樓加蓋；其他增建；,RPSNMLNJJHKGFAU09DA,59.18,0.0,0.0,無,
秀林鄉,土地,下崇德段163地號,9898.18,都市：其他:遊憩區,,,1131226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11500000,1162,,0.0,0,本案為原住民保留區土地移轉,RPSNMLNKJHKGFAU56DA,0.0,0.0,0.0,無,108
新城鄉,土地,草林段153地號,43.43,都市：住,,,1131202,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2400000,55261,,0.0,0,未登記建物；包含公共設施保留地用地；,RPWNMLPKJHKGFAU17DA,0.0,0.0,0.0,無,
新城鄉,土地,嘉平段164地號,157.0,住,,,1131220,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3400000,21656,,0.0,0,未登記建物；包含公共設施保留地用地；,RPQNMLQKJHKGFAU66DA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東里一街１４８號,107.0,住,,,1131203,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0810626,237.96,5,2,4,有,無,10000000,42024,,0.0,0,其他增建:防火巷增建.一樓空地增建頂樓加蓋；其他增建；,RPTNMLQKJHKGFAU96DA,226.56,0.0,11.4,無,109
花蓮市,房地(土地+建物),花蓮縣花蓮市中美十一街１３號三樓之二,45.72,住,,,1131226,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850325,137.29,4,1,2,有,有,6160000,44869,,0.0,0,,RPQNMLRKJHKGFAU76DA,87.6,0.0,8.37,無,110
壽豐鄉,土地,志平段267-1地號,1642.0,住,,,1131218,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10000000,6090,,0.0,0,具重建或重劃、都更等效益；包含公共設施保留地用地；,RPSOMLRKJHKGFAU07DA,0.0,0.0,0.0,無,
富里鄉,土地,新莊段482地號,1189.45,,山坡地保育區,農牧用地,1131226,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,750000,631,,0.0,0,,RPPNMLQKJHKGFCU76DA,0.0,0.0,0.0,無,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里四路４３號,118.25,住,,,1131224,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1130809,212.9,5,3,5,有,無,16500000,77501,,0.0,0,,RPQNMLOKJHKGFAU09DA,193.5,0.0,19.4,無,
壽豐鄉,房地(土地+建物)+車位,花蓮縣壽豐鄉志學新１７６之１號,46.38,住,,,1131201,土地1建物1車位1,二層，三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0880520,138.96,3,2,2,有,有,4800000,34542,一樓平面,13.4,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLRKJHKGFAU96DA,91.9,3.5,7.58,無,111
花蓮市,房地(土地+建物),花蓮縣花蓮市福光街３５３巷３２弄６號,71.75,,鄉村區,乙種建築用地,1131225,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0711130,73.52,2,1,2,有,無,3000000,40805,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPQNMLKLJHKGFAU78DA,73.52,0.0,0.0,無,
瑞穗鄉,土地,屋拉力段1764地號,217.07,,鄉村區,乙種建築用地,1131225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2180000,10043,,0.0,0,,RPSNMLQKJHKGFCU07DA,0.0,0.0,0.0,無,112
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉興一街３８９巷９號,106.0,住,,,1131226,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0670518,114.92,4,2,4,有,無,12600000,109641,,0.0,0,含傢俱設備費；頂樓加蓋；其他增建；,RPXNMLMJJHKGFAU86DA,114.92,0.0,0.0,無,113
花蓮市,房地(土地+建物),花蓮縣花蓮市富陽路４１號,16.62,商,,,1131218,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130919,77.91,1,2,1,有,無,6800000,87280,,0.0,0,,RPSNMLRKJHKGFAU96DA,48.14,0.0,5.39,有,
豐濱鄉,土地,長虹段118地號,120.07,都市：其他:保護區,,,1131225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,108060,900,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRJJHKGFBU76DA,0.0,0.0,0.0,無,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮樂合１４０號,125.14,,鄉村區,乙種建築用地,1131211,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0701000,87.0,4,2,1,有,無,915888,10527,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；受債權債務關係影響或債務抵償；,RPTNMLSJJHKGFCU27DA,87.0,0.0,0.0,無,114
秀林鄉,土地,道拉斯段130地號,642.53,,山坡地保育區,林業用地,1131216,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,141357,220,,0.0,0,,RPPNMLPKJHKGFAU09DA,0.0,0.0,0.0,無,
秀林鄉,土地,道拉斯段131地號,4881.94,,山坡地保育區,農牧用地,1131216,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1074027,220,,0.0,0,,RPQNMLPKJHKGFAU56DA,0.0,0.0,0.0,無,
