鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市新港街,7.09,商,,,1131216,土地2建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,60.52,2,1,1,有,無,6976000,114935,坡道平面,2.0,250000,,RPQNMLOLKIJGFAU66CB,鑫晶鑽,1A棟13FA6號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市新港街,16.39,商,,,1131218,土地2建物1車位2,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.68,3,2,2,有,無,17062000,107377,一樓平面,18.53,2550000,,RPRNMLOLKIJGFAU76CB,鑫晶鑽,1A棟8FA7號,
新城鄉,房地(土地+建物),花蓮縣新城鄉新興一路,34.09,住,,,1131130,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.35,1,1,2,有,無,4800000,67274,,0.0,0,,RPPNMLRLKIJGFAU96DB,太魯閣讚2.0,C棟3號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉昌一街205號隔壁,28.31,住,,,1131209,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.75,2,2,2,有,無,9080000,92970,一樓平面,13.84,1000000,,RPPNMLSLKIJGFAU07DB,磬揚合靜,A1棟5樓號,
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉民生路,33.93,住,,,1131227,土地1建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.37,2,2,2,有,無,9650000,85434,坡道平面,13.75,541000,,RPPNMLKMKIJGFAU88CB,千悅藏馥二期B、C區,B棟2號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕十街,29.6,住,,,1131214,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.74,2,2,2,有,無,8680000,87026,,0.0,0,,RPTNMLKMKIJGFAU66CB,典藏拉菲爾,1棟2F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕十街,28.5,住,,,1131224,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.01,2,2,2,有,無,8420000,87699,,0.0,0,,RPUNMLKMKIJGFAU76CB,典藏拉菲爾,1棟2E號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉荳蘭三街,30.57,商,,,1131222,土地2建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.27,0,0,2,有,無,12200000,68868,坡道平面,29.9,1500000,本戶無隔間、無地磚。毛胚屋；,RPPNMLRJJHKGFAU66DB,吉安之星,A棟7F-3號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市化道路與中美十一街口,40.16,住,,,1140105,土地4建物1車位2,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,224.81,3,2,2,有,無,22710000,110402,坡道平面,46.28,3000000,,RPRNMLSJJHKGFAU86CB,藏峰,1棟7B號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉荳蘭三街,30.57,商,,,1131222,土地2建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.27,0,0,2,有,無,12200000,68868,坡道平面,29.9,1500000,本戶無隔間，無地磚。毛胚屋；,RPPNMLSJJHKGFAU76DB,吉安之星,A棟6F-3號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉荳蘭三街,28.8,商,,,1131230,土地2建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.03,0,0,2,有,無,11750000,71026,坡道平面,29.9,1300000,本戶無隔間，除衛浴部分外無地磚。毛胚屋；,RPQNMLSJJHKGFAU86DB,吉安之星,B棟3F-6號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市化道路與中美十一街口,40.16,住,,,1140103,土地4建物1車位1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,201.67,3,2,2,有,無,22050000,113426,一樓平面,23.14,1800000,,RPPNMLTJJHKGFAU76CB,藏峰,1棟8B號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市化道路與中美十一街口,25.82,住,,,1140103,土地4建物1車位1,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.92,2,2,2,有,無,14820000,113434,一樓平面,23.14,1800000,,RPQNMLTJJHKGFAU86CB,藏峰,1棟8D號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,71.5,農,,,1131231,土地4建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.88,2,2,2,有,無,7150000,98106,,0.0,0,,RPPNMLKKJHKGFAU58CB,沐之森,B棟03號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市豐村,29.56,住,,,1131230,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.64,2,2,1,有,無,9100000,91586,一樓平面,13.75,1600000,,RPPNMLPKJHKGFAU09CB,沐谷上流,1棟4樓B號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市化道路與中美十一街口,36.92,住,,,1140115,土地4建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,187.25,3,2,2,有,無,19600000,110292,坡道平面,23.14,1500000,,RPQNMLPKJHKGFAU56CB,藏峰,1棟7A號,
新城鄉,房地(土地+建物),花蓮縣新城鄉新興三街及新興一路,8.52,住,,,1140115,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,22.98,1,0,1,有,無,1680000,73107,,0.0,0,,RPPNMLQKJHKGFAU66DB,太魯閣讚3.0,E棟3E8號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里二街與東里三街,39.75,住,,,1131231,土地2建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.83,3,2,2,有,無,10630000,75670,一樓平面,13.21,1200000,,RPPNMLLLJHKGFAU78CB,卓越,1棟5A號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉太昌路428巷,24.26,,鄉村區,乙種建築用地,1131223,土地1建物1車位1,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.71,2,2,2,有,無,8290000,81173,一樓平面,13.75,1150000,,RPRNMLLLJHKGFAU98CB,駿騰大展,1棟2樓 A5號,
新城鄉,房地(土地+建物),花蓮縣新城鄉新興三街及新興一路,8.52,住,,,1131228,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,22.98,1,0,1,有,無,1600000,69626,,0.0,0,,RPPNMLLLJHKGFAU88DB,太魯閣讚3.0,E棟4E8號,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村,29.56,住,,,1140108,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.28,2,2,2,有,無,7300000,86616,,0.0,0,,RPPNMLMLJHKGFAU88CB,沐谷上流,1棟2FC號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中原路一段,25.0,住,,,1140125,土地2建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.6,2,2,2,有,無,8180000,84679,,0.0,0,,RPPNMLRJKHKGFAU66CB,馥鈺,E棟10樓號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,13.05,商,,,1140124,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.83,3,2,2,有,無,12200000,92016,坡道平面,24.72,1700000,,RPQNMLRJKHKGFAU76CB,超綻,A棟7-07F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,15.72,商,,,1140131,土地1建物1車位2,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,186.7,4,2,2,有,無,16100000,91048,坡道平面,48.86,3550000,,RPRNMLRJKHKGFAU86CB,超綻,B棟1-08F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1140122,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.09,2,2,1,有,無,8600000,89182,坡道平面,24.72,1700000,,RPSNMLRJKHKGFAU96CB,超綻,B棟5-06F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,13.94,商,,,1140114,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.57,3,2,2,有,無,12580000,87649,坡道平面,24.72,1900000,,RPTNMLRJKHKGFAU07CB,超綻,D棟6-05F號,
新城鄉,房地(土地+建物),花蓮縣新城鄉新興一路,35.36,住,,,1140128,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.35,2,2,2,有,無,4750000,66573,,0.0,0,,RPPNMLSJKHKGFAU86DB,太魯閣讚2.0,D棟5D5號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1140126,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.37,2,2,1,有,無,7780000,100556,,0.0,0,,RPPNMLPKKHKGFAU56CB,超綻,A棟5-08F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市明禮路,14.51,商,,,1140208,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,133.37,2,1,1,有,無,13600000,106834,坡道平面,24.79,2000000,,RPPNMLKLKHKGFAU78CB,三銳久和,B棟3號,
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街5號,9.79,商,,,1140204,土地2建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.33,2,2,2,有,無,7760000,97819,,0.0,0,,RPPNMLOJLHKGFAU56DB,花驛綻,2A棟0號,
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街5號,9.38,商,,,1140204,土地2建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.89,2,2,2,有,無,7520000,97802,,0.0,0,,RPQNMLOJLHKGFAU66DB,花驛綻,2B棟0號,
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街5號,9.38,商,,,1140204,土地2建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.89,2,2,2,有,無,7750000,100793,,0.0,0,,RPRNMLOJLHKGFAU76DB,花驛綻,3B棟0號,
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街5號,9.38,商,,,1140204,土地2建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.89,2,2,2,有,無,7820000,101704,,0.0,0,,RPSNMLOJLHKGFAU86DB,花驛綻,4B棟0號,
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街5號,9.38,商,,,1140204,土地2建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,73.76,2,2,2,有,無,7770000,105342,,0.0,0,,RPTNMLOJLHKGFAU96DB,花驛綻,7A棟0號,
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街5號,8.98,商,,,1140204,土地2建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.78,2,2,2,有,無,7670000,105386,,0.0,0,,RPUNMLOJLHKGFAU07DB,花驛綻,7B棟0號,
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街5號,9.38,商,,,1140204,土地2建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.12,2,2,2,有,無,7560000,99317,,0.0,0,,RPVNMLOJLHKGFAU17DB,花驛綻,7C棟0號,
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街5號,8.57,商,,,1140204,土地2建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.17,2,2,2,有,無,6770000,99311,,0.0,0,,RPWNMLOJLHKGFAU27DB,花驛綻,7D棟0號,
