編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPOMLTKKIJGFAU07DA,3,11.15,共有部分（Ａ棟）,鋼筋混凝土造,110年8月30日,五層,,持分移轉
RPPOMLTKKIJGFAU07DA,3,12.90,共有部份（車棚）,鋼鐵（骨）造無牆,110年8月30日,五層,,持分移轉
RPVOMLTJJHKGFAU47DA,39,108.62,住家用,鋼筋混凝土造,74年8月13日,二層,一層 二層,全筆移轉
RPUNMLKKJHKGFAU09DA,17,190.49,住家用,鋼筋混凝土造,96年12月21日,四層,一層 二層 三層 四層 陽台 雨遮,全筆移轉
RPTOMLTJJHKGFAU27DA,52,124.92,住家用,鋼筋混凝土加強磚造,62年4月7日,二層,一層 二層 騎樓,全筆移轉
RPOOMLKKJHKGFAU58DA,5,243.48,住家用,鋼筋混凝土造,109年5月12日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPXNMLKKJHKGFAU76DA,43,93.42,住商用,鋼筋混凝土加強磚造,70年8月5日,二層,一層 二層 騎樓,全筆移轉
RPTOMLRJJHKGFAU07DA,39,96.80,住家用,鋼筋混凝土造,74年10月14日,二層,一層 二層 陽台,全筆移轉
RPQNMLTJJHKGFAU86DA,2,42.35,住宅（臨時建築）,鋼鐵（骨）造有牆,111年8月8日,一層,一層,全筆移轉
RPROMLTJJHKGFAU07DA,49,65.75,住家用,鋼筋混凝土加強磚造,64年7月28日,二層,一層 二層 騎樓,全筆移轉
RPTNMLRLKIJGFAU27DA,,193.93,住宅,鋼筋混凝土造,113年9月20日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPTNMLSKKIJGFAU27DA,2,154.16,集合住宅,鋼筋混凝土造,112年3月27日,五層,一層 陽台 騎樓 夾層,全筆移轉
RPQNMLSJJHKGFAU76DA,41,.37,管理站,鋼筋混凝土造,72年9月10日,二層,一層 二層 騎樓,持分移轉
RPTNMLSKKIJGFAU27DA,3,62.28,共有部份,鋼筋混凝土造,111年1月14日,五層,,持分移轉
RPQNMLSJJHKGFAU76DA,41,7.03,共有部份,鋼筋混凝土造,72年9月10日,四層,,持分移轉
RPTNMLSKKIJGFAU27DA,2,22.02,共有部分（停車空間）,鋼筋混凝土造,112年3月27日,五層,,持分移轉
RPQNMLSJJHKGFAU76DA,41,75.95,住家用,鋼筋混凝土造,72年9月10日,四層,三層,全筆移轉
RPQNMLSJJHKGFAU76DA,41,1.96,機車停車場,鋼筋混凝土造,73年5月21日,二層,騎樓 地下層,持分移轉
RPSNMLLKKIJGFAU09DA,43,213.05,工廠、宿舍、倉庫、防空避難室,鋼筋混凝土造,70年6月18日,三層,一層 二層 三層 防空避難室 騎樓,全筆移轉
RPWNMLPLKIJGFAU37DA,19,358.16,住商用,鋼筋混凝土造,95年1月3日,四層,一層 二層 三層 四層 陽台 騎樓,全筆移轉
RPRNMLOKJHKGFAU56DA,25,60.01,住家用,鋼筋混凝土造,89年5月9日,六層,三層 陽台,全筆移轉
RPRNMLOKJHKGFAU56DA,25,22.58,共有部份,鋼筋混凝土造,89年5月9日,六層,,持分移轉
RPRNMLPKJHKGFAU66DA,37,37.35,住家用,鋼筋混凝土造,76年11月17日,七層,五層,全筆移轉
RPRNMLPKJHKGFAU66DA,37,10.67,共有部份,鋼筋混凝土造,76年11月17日,七層,,持分移轉
RPSNMLNJJHKGFAU09DA,,59.18,住家用,鋼筋混凝土加強磚造,,二層,一層 二層,全筆移轉
RPQNMLRKJHKGFAU76DA,29,41.32,共有部份,鋼筋混凝土造,85年3月25日,五層,,持分移轉
RPQNMLRKJHKGFAU76DA,29,95.97,住家用,鋼筋混凝土造,85年3月25日,五層,三層 陽台,全筆移轉
RPWNMLOKJHKGFAU07DA,1,115.93,農業設施－育苗作業室,鋼筋混凝土造,113年1月19日,一層,一層,全筆移轉
RPTNMLQKJHKGFAU96DA,32,237.96,住商用,鋼筋混凝土造,81年6月26日,四層,一層 二層 三層 四層 陽台 見其他登記事項,全筆移轉
RPUNMLMJJHKGFAU56DA,5,48.62,集合住宅,鋼筋混凝土造,108年9月25日,十二層,二層 陽台,全筆移轉
RPUNMLMJJHKGFAU56DA,5,59.91,本共有部分之項目有（防空避難室兼停車空間（編號１至３５號）、機電設備、騎樓、門廳、管委會使用空間、屋頂突出物〉,鋼筋混凝土造,108年9月25日,十二層,,持分移轉
RPQNMLKLJHKGFAU78DA,42,73.52,住家用,鋼筋混凝土加強磚造,71年11月30日,二層,一層 二層,全筆移轉
RPXNMLMJJHKGFAU86DA,47,114.92,住家用,鋼筋混凝土造,67年5月18日,二層,一層 二層,全筆移轉
RPTNMLSJJHKGFCU27DA,,87.00,住家用,加強磚造,70年10月0日,二層,一層 二層,全筆移轉
RPQNMLOKJHKGFAU09DA,,212.90,住宅,鋼筋混凝土造,113年8月9日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPQQMLRKJHKGFAU07DA,31,129.76,住商用,鋼筋混凝土造,83年4月21日,三層,一層 二層 三層 陽台,全筆移轉
RPWNMLKLJHKGFAU76DA,31,92.02,住家用,鋼筋混凝土造,82年12月15日,六層,二層 陽台,全筆移轉
RPWNMLKLJHKGFAU76DA,31,15.28,共有部份,鋼筋混凝土造,82年12月15日,六層,,持分移轉
RPWNMLKLJHKGFAU76DA,31,13.81,共有部份,鋼筋混凝土造,82年12月15日,七層,,持分移轉
RPPNMLOKJHKGFCU56DA,,150.22,住商用,鋼筋混凝土造,,二層,一層 二層 騎樓,全筆移轉
RPRNMLRKJHKGFCU07DA,,227.97,住家用,鋼筋混凝土造,113年12月10日,三層,一層 二層 三層 陽台,全筆移轉
RPUNMLLLJHKGFCU86DA,1,204.59,住家用,鋼筋混凝土造,113年3月1日,三層,一層 二層 三層 陽台,全筆移轉
RPSNMLRKJHKGFAU96DA,,53.53,集合住宅,鋼筋混凝土造,113年9月19日,五層,一層 陽台,全筆移轉
RPSNMLRKJHKGFAU96DA,,24.38,共有部份,鋼筋混凝土造,113年9月19日,五層,,持分移轉
RPSNMLPKJHKGFAU76DA,,41.33,集合住宅,鋼筋混凝土造,113年11月25日,五層,四層 陽台,全筆移轉
RPSNMLPKJHKGFAU76DA,,25.86,共有部份,鋼筋混凝土造,113年11月25日,五層,,持分移轉
RPROMLRKJHKGFAU96DA,26,102.98,住家用,鋼筋混凝土造,88年5月20日,五層,二層 三層 陽台 平台 雨遮,全筆移轉
RPWNMLLLJHKGFAU86DA,29,188.61,住商用,鋼筋混凝土造,85年1月6日,四層,一層 二層 三層 四層 騎樓 見其他登記事項,全筆移轉
RPROMLRKJHKGFAU96DA,26,13.40,停車空間,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPPNMLLLJHKGFCU09EA,38,180.99,住家用,鋼筋混凝土加強磚造,75年12月3日,二層,一層 二層 屋頂突出物 騎樓,全筆移轉
RPROMLRKJHKGFAU96DA,26,22.58,共有部份,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPTNMLPKJHKGFAU86DA,,41.33,集合住宅,鋼筋混凝土造,113年11月25日,五層,四層 陽台,全筆移轉
RPTNMLPKJHKGFAU86DA,,19.98,共有部份,鋼筋混凝土造,113年11月25日,五層,,持分移轉
RPPOMLLLJHKGFAU88DA,20,209.93,住家用,鋼筋混凝土造,93年12月15日,三層,一層 二層 三層 陽台,全筆移轉
RPSNMLKLJHKGFAU98DA,,41.33,集合住宅,鋼筋混凝土造,113年11月25日,五層,三層 陽台,全筆移轉
RPSNMLKLJHKGFAU98DA,,19.98,共有部份,鋼筋混凝土造,113年11月25日,五層,,持分移轉
RPQNMLLLJHKGFAU88DA,32,15.00,商業用,鋼筋混凝土造,81年11月21日,七層,地下層,持分移轉
RPQNMLLLJHKGFAU88DA,32,117.68,住商用,鋼筋混凝土造,81年11月21日,七層,三層 陽台,全筆移轉
RPQNMLLLJHKGFAU88DA,32,2.76,共有部份,鋼筋混凝土造,81年11月21日,七層,,持分移轉
RPQNMLLLJHKGFAU88DA,32,27.62,共有部份,鋼筋混凝土造,81年11月21日,七層,,持分移轉
RPRNMLRKJHKGFAU86DA,,41.33,集合住宅,鋼筋混凝土造,113年11月25日,五層,二層 陽台,全筆移轉
RPRNMLRKJHKGFAU86DA,,19.98,共有部份,鋼筋混凝土造,113年11月25日,五層,,持分移轉
RPTNMLRKJHKGFAU07DA,,41.33,集合住宅,鋼筋混凝土造,113年11月25日,五層,三層 陽台,全筆移轉
RPTNMLRKJHKGFAU07DA,,19.98,共有部份,鋼筋混凝土造,113年11月25日,五層,,持分移轉
RPVNMLLLJHKGFAU76DA,35,97.22,住家用,鋼筋混凝土造,78年12月8日,二層,一層 二層 陽台,全筆移轉
RPTNMLNLJHKGFAU76DA,45,115.40,住商用,鋼筋混凝土造,68年11月14日,二層,一層 二層 騎樓,全筆移轉
RPVNMLKLJHKGFAU66DA,5,60.87,集合住宅,鋼筋混凝土造,108年11月28日,五層,三層 陽台,全筆移轉
RPVNMLKLJHKGFAU66DA,5,10.65,本共有部分之項目有安全梯、梯廳、機房（一）、（二）、電梯、管理室等,鋼筋混凝土造,108年11月28日,五層,,持分移轉
RPPNMLLMKIJGFAU98DA,41,97.00,住家用,鋼筋混凝土加強磚造,72年8月9日,二層,一層 二層,全筆移轉
RPSPMLRKJHKGFAU17DA,,41.33,集合住宅,鋼筋混凝土造,113年11月25日,五層,二層 陽台,全筆移轉
RPSPMLRKJHKGFAU17DA,,19.98,共有部份,鋼筋混凝土造,113年11月25日,五層,,持分移轉
RPSOMLTJJHKGFAU17DA,27,138.84,住家用,鋼筋混凝土造,86年8月7日,三層,一層 二層 三層 陽台 平台 騎樓 雨遮,全筆移轉
RPQNMLNJKHKGFAU98DA,2,62.48,集合住宅,鋼筋混凝土造,111年12月1日,八層,五層 陽台,全筆移轉
RPQNMLNJKHKGFAU98DA,2,43.02,共有部份,鋼筋混凝土造,111年12月1日,八層,,持分移轉
RPOPMLRKJHKGFAU76DA,10,230.76,農舍,鋼筋混凝土造,104年4月16日,三層,一層 二層 三層 陽台,全筆移轉
RPTNMLLLJHKGFAU56DA,22,106.23,住家用,鋼筋混凝土造,91年11月21日,十一層,八層 陽台,全筆移轉
RPTNMLLLJHKGFAU56DA,22,70.69,共有部份,鋼筋混凝土造,91年11月21日,十一層,,持分移轉
RPXOMLMJJHKGFAU96DA,40,98.10,住家用,鋼筋混凝土加強磚造,73年10月11日,二層,一層 二層 屋頂突出物,全筆移轉
RPTNMLPJKHKGFAU86DA,52,88.72,住家用,鋼筋混凝土加強磚造,61年6月29日,二層,一層 二層 騎樓,全筆移轉
RPQNMLRKJHKGFCU96DA,,282.06,住家用,鋼筋混凝土造,113年12月10日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPVOMLOJKHKGFAU07DA,,67.58,集合住宅,鋼筋混凝土造,113年7月31日,十一層,七層 陽台,全筆移轉
RPVOMLOJKHKGFAU07DA,,26.67,共有部份,鋼筋混凝土造,113年7月31日,十一層,,持分移轉
RPSOMLPJKHKGFAU86DA,23,162.35,住家用,鋼筋混凝土造,90年11月5日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPQNMLPJKHKGFCU76DA,43,149.82,住商用,鋼筋混凝土造,71年6月12日,三層,一層 二層 三層 騎樓,全筆移轉
RPWOMLRJKHKGFAU47DA,49,101.86,住家用,鋼筋混凝土加強磚造,65年3月19日,二層,一層 二層,全筆移轉
RPUOMLRJKHKGFAU27DA,44,74.80,住家用,鋼筋混凝土加強磚造,69年7月19日,二層,一層 二層,全筆移轉
RPPNMLRKJHKGFAU66DA,45,106.99,住商用,鋼筋混凝土加強磚造,69年4月14日,二層,一層 二層 騎樓,全筆移轉
RPVNMLRJKHKGFAU27DA,43,101.52,住家用,鋼筋混凝土加強磚造,70年11月18日,二層,一層 二層,全筆移轉
RPPNMLRKJHKGFCU86DA,,277.35,住家用,鋼筋混凝土造,113年12月10日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPSOMLOJKHKGFAU76DA,,65.99,集合住宅,鋼筋混凝土造,113年9月23日,七層,六層 陽台,全筆移轉
RPSOMLOJKHKGFAU76DA,,28.40,共有部份,鋼筋混凝土造,113年9月23日,七層,,持分移轉
RPUNMLLKKHKGFAU66DA,45,113.22,住商用,鋼筋混凝土加強磚造,68年9月15日,二層,一層 二層 騎樓,全筆移轉
RPRNMLMKKHKGFAU09DA,31,336.70,住商用,鋼筋混凝土造,82年12月18日,四層,一層 二層 三層 四層 陽台 平台 騎樓,全筆移轉
RPQNMLLKKHKGFAU88DA,52,71.22,住家用,鋼筋混凝土加強磚造,61年11月10日,二層,一層 二層,全筆移轉
RPRNMLSJKHKGFAU96DA,,41.33,集合住宅,鋼筋混凝土造,113年11月25日,五層,五層 陽台,全筆移轉
RPRNMLSJKHKGFAU96DA,,19.98,共有部份,鋼筋混凝土造,113年11月25日,五層,,持分移轉
RPPNMLMKKHKGFAU88DA,,46.53,集合住宅,鋼筋混凝土造,113年11月25日,五層,一層 陽台,全筆移轉
RPPNMLMKKHKGFAU88DA,,33.01,共有部份,鋼筋混凝土造,113年11月25日,五層,,持分移轉
RPQNMLNKKHKGFAU09DA,44,185.24,住商用,鋼筋混凝土造,70年3月13日,三層,一層 二層 三層 防空避難室 屋頂突出物 騎樓,全筆移轉
RPQNMLNKKHKGFAU09DA,44,382.39,住商用,鋼筋混凝土造,70年3月13日,三層,一層 二層 三層 防空避難室 屋頂突出物 騎樓,全筆移轉
RPPNMLNLJHKGFCU56DA,,34.31,商業用,木造,,一層,一層,全筆移轉
RPPNMLNLJHKGFCU56DA,46,132.86,住家用,鋼筋混凝土造,68年4月18日,三層,一層 二層 三層 陽台,全筆移轉
RPQOMLMKKHKGFAU09DA,24,186.16,住商用,鋼筋混凝土造,90年3月16日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓 雨遮,全筆移轉
RPSNMLSJKHKGFAU07DA,,41.33,集合住宅,鋼筋混凝土造,113年11月25日,五層,五層 陽台,全筆移轉
RPSNMLSJKHKGFAU07DA,,31.54,共有部份,鋼筋混凝土造,113年11月25日,五層,,持分移轉
RPQNMLRJJHKGFAU66DA,36,185.16,住商用,鋼筋混凝土造,78年5月11日,三層,一層 二層 三層 陽台 防空避難室 屋頂突出物 騎樓,全筆移轉
RPRNMLRKKHKGFAU96DA,29,27.22,住家用,鋼筋混凝土造,85年2月2日,十層,七層 陽台,全筆移轉
RPRNMLRKKHKGFAU96DA,29,2.99,共有部份,鋼筋混凝土造,85年2月2日,十層,,持分移轉
RPRNMLRKKHKGFAU96DA,29,6.20,共有部份,鋼筋混凝土造,85年2月2日,十層,,持分移轉
RPSOMLRKKHKGFAU17DA,10,281.43,住家用,鋼筋混凝土造,104年2月17日,五層,一層 二層 三層 四層 五層 陽台 屋頂突出物,全筆移轉
RPROMLRKKHKGFAU07DA,40,129.58,住商用,鋼筋混凝土造,74年1月11日,二層,一層 二層 屋頂突出物 騎樓,全筆移轉
RPQNMLQKKHKGFAU76DA,,62.97,集合住宅,鋼筋混凝土造,113年9月23日,七層,七層 陽台,全筆移轉
RPPNMLSKKHKGFAU86DA,36,183.33,住商用,鋼筋混凝土造,77年11月23日,二層,一層 二層 陽台 屋頂突出物 騎樓,全筆移轉
RPQNMLQKKHKGFAU76DA,,27.01,共有部份,鋼筋混凝土造,113年9月23日,七層,,持分移轉
RPQNMLKLKHKGFAU88DA,,35.12,集合住宅,鋼筋混凝土造,113年10月9日,五層,二層 陽台,全筆移轉
RPQNMLKLKHKGFAU88DA,,19.98,共有部份,鋼筋混凝土造,113年10月9日,五層,,持分移轉
RPSNMLPLKHKGFAU96DA,45,99.36,住商用,鋼筋混凝土加強磚造,68年11月19日,二層,一層 二層 屋頂突出物 騎樓,全筆移轉
RPTNMLOLKHKGFAU96DA,22,191.76,住家用,鋼筋混凝土造,92年5月27日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPXNMLOLKHKGFAU37DA,52,120.34,住家用,鋼筋混凝土造,62年5月21日,二層,一層 二層 騎樓,全筆移轉
RPRNMLQKKHKGFAU86DA,2,59.02,集合住宅,鋼筋混凝土造,112年5月29日,五層,二層 陽台,全筆移轉
RPRNMLQKKHKGFAU86DA,2,23.43,共有部份,鋼筋混凝土造,112年5月29日,五層,,持分移轉
RPRNMLQKKHKGFAU86DA,2,12.58,共有部分（停車空間）,鋼筋混凝土造,112年5月29日,五層,,持分移轉
RPOOMLOLKHKGFAU56DA,39,96.06,住家用,鋼筋混凝土加強磚造,74年8月12日,二層,一層 二層,全筆移轉
RPRNMLMLJHKGFAU09DA,30,24.58,住家用,鋼筋混凝土造,83年11月15日,十二層,八層,全筆移轉
RPRNMLMLJHKGFAU09DA,30,7.74,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPRNMLMLJHKGFAU09DA,30,3.98,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPVNMLPLKHKGFAU27DA,43,94.50,住商用,鋼筋混凝土加強磚造,70年9月14日,二層,一層 二層 騎樓,全筆移轉
RPTNMLPLKHKGFAU07DA,33,144.48,住家用,鋼筋混凝土造,80年6月19日,三層,一層 二層 三層 陽台,全筆移轉
RPPNMLNJLHKGFAU98DA,,202.67,住宅,鋼筋混凝土造,113年9月2日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPTOMLOJLHKGFAU96DA,8,517.00,農舍,鋼筋混凝土造,106年3月31日,四層,一層 二層 三層 四層 屋頂突出物,全筆移轉
RPQNMLNJLHKGFAU09DA,31,66.09,住家用,鋼筋混凝土造,82年9月25日,八層,五層 陽台,全筆移轉
RPQNMLNJLHKGFAU09DA,31,17.09,共有部份,鋼筋混凝土造,82年9月25日,八層,,持分移轉
RPQPMLRKJHKGFAU96DA,32,118.04,住家用,鋼筋混凝土造,81年7月13日,五層,四層 陽台 花台,全筆移轉
RPQNMLPJLHKGFAU66DA,1,288.62,住宅,鋼筋混凝土造,113年3月19日,四層,一層 二層 三層 四層 陽台 屋頂突出物 見其他登記事項,全筆移轉
RPQPMLRKJHKGFAU96DA,32,15.84,共有部份,鋼筋混凝土造,81年7月13日,五層,,持分移轉
RPRNMLPJKIJGFCU86DA,,105.25,國民住宅,鋼筋混凝土加強磚造,74年10月0日,二層,一層 二層 陽台,全筆移轉
RPPNMLMJJHKGFBU78DA,16,547.63,農舍,鋼筋混凝土造,97年11月27日,二層,一層 二層 陽台 見其他登記事項,全筆移轉
RPSOMLKKKIJGFAU09DA,43,127.86,住家用,鋼筋混凝土加強磚造,70年11月3日,二層,一層 二層 屋頂突出物,全筆移轉
RPQNMLLKKIJGFCU09DA,31,157.93,住商用,鋼筋混凝土造,82年9月8日,三層,一層 二層 三層 騎樓,全筆移轉
RPXNMLKKKIJGFAU86DA,,69.25,住家用,水泥磚木造,62年8月0日,一層,一層,全筆移轉
RPPNMLKKKIJGFAU68DA,1,62.43,集合住宅,鋼筋混凝土造,113年5月3日,七層,二層 陽台,全筆移轉
RPPNMLKKKIJGFAU68DA,1,20.42,共有部份,鋼筋混凝土造,113年5月3日,七層,,持分移轉
RPPNMLQLJIJGFCU86DA,44,194.70,住商用,鋼筋混凝土造,69年9月20日,三層,一層 二層 三層 騎樓,全筆移轉
RPWNMLKKKIJGFAU76DA,3,64.54,集合住宅,鋼筋混凝土造,110年11月5日,十一層,九層 陽台,全筆移轉
RPWNMLKKKIJGFAU76DA,3,27.41,共有部份,鋼筋混凝土造,110年11月5日,十一層,,持分移轉
RPSOMLLKKIJGFAU56DA,10,303.98,住家用,鋼筋混凝土造,103年12月4日,四層,一層 二層 三層 四層 陽台 屋頂突出物,全筆移轉
RPSNMLMKKIJGFAU56DA,32,26.97,住家用,鋼筋混凝土造,81年6月26日,五層,四層 陽台,全筆移轉
RPSNMLMKKIJGFAU56DA,32,5.19,共有部份,鋼筋混凝土造,81年6月26日,五層,,持分移轉
RPRNMLMKKIJGFAU09DA,28,51.76,住家用,鋼筋混凝土造,85年11月22日,五層,三層 陽台,全筆移轉
RPRNMLMKKIJGFAU09DA,28,9.85,共有部份,鋼筋混凝土造,85年11月22日,五層,,持分移轉
RPVNMLLKKIJGFAU76DA,7,355.87,住家用,鋼筋混凝土造,106年11月6日,四層,一層 二層 三層 四層 陽台 屋頂突出物,全筆移轉
RPPNMLQKKIJGFBU76DA,53,109.12,住家用,鋼筋混凝土加強磚造,60年12月24日,一層,一層,全筆移轉
RPTOMLQKKIJGFAU17DA,51,82.80,住家用,鋼筋混凝土加強磚造,63年4月8日,二層,一層 二層,全筆移轉
RPXNMLPJKIJGFAU27DA,30,35.78,住家用,鋼筋混凝土造,83年8月11日,八層,四層 陽台,全筆移轉
RPXNMLPJKIJGFAU27DA,30,11.83,共有部份,鋼筋混凝土造,83年8月11日,八層,,持分移轉
RPUOMLRKKIJGFAU37DA,1,115.35,集合住宅,鋼筋混凝土造,112年10月13日,八層,三層 陽台,全筆移轉
RPUOMLRKKIJGFAU37DA,1,48.23,共有部份,鋼筋混凝土造,112年10月13日,八層,,持分移轉
RPROMLRKKIJGFAU07DA,1,67.79,集合住宅,鋼筋混凝土造,113年2月20日,七層,四層 陽台,全筆移轉
RPROMLRKKIJGFAU07DA,1,24.62,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPWOMLRKKIJGFAU57DA,28,59.13,住家用,鋼筋混凝土造,85年10月29日,十六層,八層 陽台,全筆移轉
RPWOMLRKKIJGFAU57DA,28,10.93,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPWOMLRKKIJGFAU57DA,28,17.36,共有部份,鋼筋混凝土造,85年10月29日,十六層,,持分移轉
RPPNMLSKJIJGFAU76DA,,67.58,集合住宅,鋼筋混凝土造,113年7月31日,十一層,八層 陽台,全筆移轉
RPPNMLSKJIJGFAU76DA,,26.67,共有部份,鋼筋混凝土造,113年7月31日,十一層,,持分移轉
RPPNMLSKJIJGFAU76DA,,9.10,共有部份,鋼筋混凝土造,113年7月31日,十一層,,持分移轉
RPPOMLKKKIJGFAU78DA,5,162.01,住家用,鋼筋混凝土造,108年7月24日,三層,一層 二層 三層 陽台,全筆移轉
RPTOMLRKKIJGFAU27DA,31,18.09,共有部份,鋼筋混凝土造,83年3月8日,九層,,持分移轉
RPTOMLRKKIJGFAU27DA,31,70.17,住家用,鋼筋混凝土造,83年3月8日,九層,五層 陽台,全筆移轉
RPVNMLTKKIJGFAU57DA,9,201.41,住家用,鋼筋混凝土造,104年12月9日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPQNMLNKKIJGFAU09DA,1,88.58,集合住宅,鋼筋混凝土造,113年4月8日,七層,七層 陽台,全筆移轉
RPQNMLNKKIJGFAU09DA,1,49.54,共有部份,鋼筋混凝土造,113年4月8日,七層,,持分移轉
RPQNMLNKKIJGFAU09DA,1,127.83,共有部分（停車空間）,鋼筋混凝土造,113年4月8日,七層,,持分移轉
RPQNMLSKKIJGFAU96DA,35,156.10,住商用,鋼筋混凝土造,78年8月30日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓,全筆移轉
RPPNMLSKKIJGFCU07DA,34,133.99,住家用,鋼筋混凝土造,79年11月21日,二層,一層 二層 陽台 屋頂突出物 騎樓,全筆移轉
RPXNMLSKKIJGFAU67DA,45,107.04,住商用,鋼筋混凝土加強磚造,69年3月31日,二層,一層 二層 騎樓,全筆移轉
RPUNMLTKKIJGFAU47DA,30,137.97,住商用,鋼筋混凝土造,83年7月5日,五層,一層 二層 陽台 平台 騎樓,全筆移轉
RPUNMLTKKIJGFAU47DA,30,15.13,共有部份,鋼筋混凝土造,83年7月5日,五層,,持分移轉
RPPNMLOKJIJGFBU09DA,46,133.04,住商用,鋼筋混凝土加強磚造,67年9月18日,二層,一層 二層 騎樓,全筆移轉
RPVNMLTJKIJGFAU47DA,5,59.85,店舖,鋼筋混凝土造,108年8月8日,十一層,一層,全筆移轉
RPVNMLTJKIJGFAU47DA,5,67.03,本共有部分之項目有（地下一層：停車空間、車道、昇降設備、安全梯、電信室、台電配電室、電錶區及發電機室等）（地下二層：防空避難室兼停車空間、車道、昇降設備、安全梯、消防機械室及組合式水箱等）（一層：騎樓、門廳、管委會使用空間、梯廳、安全梯及昇降設備等）,鋼筋混凝土造,108年8月8日,十一層,,持分移轉
RPVNMLMKKIJGFAU86DA,32,9.12,共有部份,鋼筋混凝土造,81年10月9日,十二層,,持分移轉
RPVNMLMKKIJGFAU86DA,32,27.01,住家用,鋼筋混凝土造,81年10月9日,十二層,六層,全筆移轉
RPROMLKLKIJGFAU09DA,31,61.39,住家用,鋼筋混凝土造,83年4月1日,十層,三層 陽台 花台,全筆移轉
RPROMLKLKIJGFAU09DA,31,19.70,共有部份,鋼筋混凝土造,83年4月1日,十層,,持分移轉
RPRNMLOJKIJGFAU56DA,30,24.50,住家用,鋼筋混凝土造,84年4月14日,五層,四層,全筆移轉
RPRNMLOJKIJGFAU56DA,30,12.54,共有部份,鋼筋混凝土造,84年4月14日,五層,,持分移轉
RPPOMLQKKIJGFAU76DA,51,119.42,住家用,鋼筋混凝土加強磚造,62年11月21日,二層,一層 二層 騎樓,全筆移轉
RPSNMLKLKIJGFAU09DA,47,99.23,住商用,鋼筋混凝土加強磚造,66年12月15日,二層,一層 二層 騎樓,全筆移轉
RPQOMLKLKIJGFAU98DA,30,498.40,住商用,鋼筋混凝土造,83年9月15日,五層,一層 二層 三層 四層 五層 屋頂突出物 騎樓 見其他登記事項,全筆移轉
RPPNMLNLKIJGFAU09DA,5,34.49,集合住宅,鋼筋混凝土造,109年1月2日,八層,七層 陽台,全筆移轉
RPVNMLOLKIJGFAU17DA,29,74.19,住家用,鋼筋混凝土造,85年1月12日,五層,三層 陽台 見其他登記事項,全筆移轉
RPVNMLOLKIJGFAU17DA,29,7.39,共有部份,鋼筋混凝土造,85年1月12日,五層,,持分移轉
RPPNMLNLKIJGFAU09DA,5,24.06,本共有部份之項目有防空避難室、停車場、汽車昇降機、昇降機房、電梯、安全梯、梯廳、台電受電室、電信機房、消防機房、機房走道、騎樓、門廊、屋頂突出物等１４項,鋼筋混凝土造,109年1月2日,八層,,持分移轉
RPPNMLNLKIJGFAU09DA,5,8.25,共有部份（停車空間）,鋼筋混凝土造,109年1月2日,八層,,持分移轉
RPPOMLKLKIJGFAU88DA,,17.69,住家用,蓋瓦木造,,一層,一層,全筆移轉
RPPNMLNLKIJGFCU66DA,2,289.34,住家用,鋼筋混凝土造,111年9月15日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPOOMLLKKIJGFAU78DA,32,319.78,住家用,鋼筋混凝土造,82年3月30日,四層,一層 二層 三層 四層 陽台 平台 屋頂突出物,全筆移轉
RPWOMLSLJIJGFAU67DA,37,94.55,住家用,鋼筋混凝土造,77年2月3日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPXNMLTKJIJGFAU67DA,1,67.79,集合住宅,鋼筋混凝土造,113年2月20日,七層,三層 陽台,全筆移轉
RPXNMLTKJIJGFAU67DA,1,24.60,共有部份,鋼筋混凝土造,113年2月20日,七層,,持分移轉
RPPNMLTLJIJGFAU96DA,45,89.20,住商用,鋼筋混凝土加強磚造,69年5月19日,二層,一層 二層 騎樓,全筆移轉
RPTOMLKKKIJGFAU56DA,33,49.22,住家用,鋼筋混凝土造,81年4月22日,五層,三層 陽台,全筆移轉
RPTOMLKKKIJGFAU56DA,33,7.65,共有部份,鋼筋混凝土造,81年4月22日,五層,,持分移轉
RPXNMLPLKIJGFAU47DA,34,137.92,住家用,鋼筋混凝土造,79年10月26日,二層,一層 二層 陽台 屋頂突出物 見其他登記事項,全筆移轉
