編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPOPMLQLQHJGFAU37DA,32,18.18,住家用,鋼筋混凝土造,81年5月23日,五層,二層 陽台,全筆移轉
RPOPMLQLQHJGFAU37DA,32,2.54,共有部份,鋼筋混凝土造,81年5月23日,五層,,持分移轉
RPPOMLNLQHJGFAU07DA,5,36.08,集合住宅,鋼筋混凝土造,109年1月2日,八層,二層 陽台,全筆移轉
RPQOMLQLQHJGFAU47DA,5,36.08,集合住宅,鋼筋混凝土造,109年1月2日,八層,六層 陽台,全筆移轉
RPPOMLNLQHJGFAU07DA,5,20.40,本共有部份之項目有防空避難室、停車場、汽車昇降機、昇降機房、電梯、安全梯、梯廳、台電受電室、電信機房、消防機房、機房走道、騎樓、門廊、屋頂突出物等１４項,鋼筋混凝土造,109年1月2日,八層,,持分移轉
RPQOMLQLQHJGFAU47DA,5,20.40,本共有部份之項目有防空避難室、停車場、汽車昇降機、昇降機房、電梯、安全梯、梯廳、台電受電室、電信機房、消防機房、機房走道、騎樓、門廊、屋頂突出物等１４項,鋼筋混凝土造,109年1月2日,八層,,持分移轉
RPPOMLTJQHJGFAU47DA,,57.85,住家用,木造,,一層,一層,全筆移轉
RPRNMLRLQHJGFAU57DA,42,8.52,共有部份,鋼筋混凝土造,71年11月13日,四層,,持分移轉
RPRNMLRLQHJGFAU57DA,42,50.52,住家用,鋼筋混凝土造,71年11月13日,四層,三層,全筆移轉
RPSNMLMJRHJGFAU07DA,26,160.20,住家用,鋼筋混凝土造,87年10月7日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPQNMLLJRHJGFAU76DA,,108.46,住家用,加強磚造,,二層,一層 二層 屋頂突出物 騎樓,全筆移轉
RPSPMLTLQHJGFAU08DA,37,69.46,住家用,鋼筋混凝土造,77年2月13日,二層,一層 二層 陽台,全筆移轉
RPTNMLKMQHJGFAU17DA,26,229.63,住商用,鋼筋混凝土造,87年3月9日,五層,一層 二層 三層 四層 五層 陽台 騎樓 停車場 雨遮,全筆移轉
RPTNMLKMQHJGFAU17DA,26,17.84,共有部份,鋼筋混凝土造,87年3月9日,五層,,持分移轉
RPTNMLKMQHJGFAU17DA,26,12.97,共有部份,鋼筋混凝土造,87年3月9日,五層,,持分移轉
RPRPMLTLQHJGFAU97DA,12,249.49,住家用,鋼筋混凝土造,101年5月9日,四層,一層 二層 三層 四層 陽台 見其他登記事項,全筆移轉
RPTPMLMJRHJGFAU37DA,48,39.81,住商用,鋼筋混凝土加強磚造,65年4月1日,二層,一層 二層 騎樓,持分移轉
RPPNMLNJRHJGFAU86DA,43,94.99,住家用,鋼筋混凝土加強磚造,70年4月21日,二層,一層 二層,全筆移轉
RPUPMLMJRHJGFAU47DA,48,39.81,住商用,鋼筋混凝土加強磚造,65年4月1日,二層,一層 二層 騎樓,持分移轉
RPPOMLPJQHJGFAU07DA,51,100.80,住家用,鋼筋混凝土造,62年5月30日,二層,一層 二層 騎樓,全筆移轉
RPQNMLQLQHJGFBU47DA,38,120.12,住家用,鋼筋混凝土加強磚造,75年9月15日,二層,一層 二層 陽台 平台,全筆移轉
RPSNMLLLQHJGFAU07DA,41,.37,管理站,鋼筋混凝土造,72年9月10日,二層,一層 二層 騎樓,持分移轉
RPSNMLLLQHJGFAU07DA,41,7.03,共有部份,鋼筋混凝土造,72年9月10日,四層,,持分移轉
RPSNMLLLQHJGFAU07DA,41,75.95,住家用,鋼筋混凝土造,72年9月10日,四層,三層,全筆移轉
RPSNMLLLQHJGFAU07DA,40,1.96,機車停車場,鋼筋混凝土造,73年5月21日,二層,騎樓 地下層,持分移轉
RPXOMLQLQHJGFAU18DA,19,205.66,住家用,鋼筋混凝土造,94年11月9日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPPNMLNJRHJGFBU96DA,58,90.21,住家用,鋼筋混凝土加強磚造,55年12月15日,二層,一層 二層 騎樓,全筆移轉
RPPOMLQJRHJGFAU27DA,30,29.93,共有部份,鋼筋混凝土造,83年8月31日,七層,,持分移轉
RPPOMLQJRHJGFAU27DA,30,63.91,住家用,鋼筋混凝土造,83年8月31日,七層,五層 陽台 花台,全筆移轉
RPSNMLMJRHJGFCU27DA,10,244.69,住家用,鋼筋混凝土造,103年6月6日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPROMLNJRHJGFAU17DA,,281.78,住家用,鋼筋混凝土造,,二層,一層 二層 騎樓,全筆移轉
RPTOMLNJRHJGFAU37DA,37,158.98,住家用,鋼筋混凝土造,76年10月8日,二層,一層 二層 陽台 騎樓,全筆移轉
RPUNMLOJRHJGFAU47DA,1,70.24,集合住宅,鋼筋混凝土造,113年2月1日,七層,三層 陽台,全筆移轉
RPUNMLOJRHJGFAU47DA,1,34.71,共有部份,鋼筋混凝土造,113年2月1日,七層,,持分移轉
RPRNMLOJRHJGFAU17DA,2,327.18,住家用,鋼筋混凝土造,111年8月24日,五層,一層 二層 三層 四層 五層 陽台 屋頂突出物,全筆移轉
RPSNMLPJRHJGFAU37DA,42,74.56,住家用,鋼筋混凝土造,71年3月11日,四層,四層,全筆移轉
RPSNMLPJRHJGFAU37DA,42,22.67,共有部份,鋼筋混凝土造,71年3月11日,四層,,持分移轉
RPWNMLOJRHJGFAU67DA,17,201.57,住家用,鋼筋混凝土造,96年12月11日,四層,一層 二層 三層 四層 陽台 雨遮,全筆移轉
RPTNMLPKPHJGFCU57DA,,37.70,商業用,木石磚造（雜木以外）,,一層,一層,全筆移轉
RPPOMLSJPHJGFAU27DA,37,27.64,住家用,鋼筋混凝土造,76年11月17日,七層,五層,全筆移轉
RPPOMLSJPHJGFAU27DA,37,8.94,共有部份,鋼筋混凝土造,76年11月17日,七層,,持分移轉
RPRNMLTKPHJGFCU77DA,43,179.89,商業用,鋼筋混凝土加強磚造,70年12月30日,二層,一層 二層 騎樓,全筆移轉
RPVNMLRKPHJGFAU77DA,29,25.25,住家用,鋼筋混凝土造,84年9月19日,六層,四層 陽台 花台,全筆移轉
RPVNMLRKPHJGFAU77DA,29,10.06,共有部份,鋼筋混凝土造,84年9月19日,六層,,持分移轉
RPUOMLRKPHJGFAU77DA,30,20.09,住家用,鋼筋混凝土造,83年11月15日,十二層,五層 陽台,全筆移轉
RPUOMLRKPHJGFAU77DA,30,6.07,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPUOMLRKPHJGFAU77DA,30,3.18,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPTNMLNLPHJGFAU37EA,64,110.22,宿舍,鋼筋混凝土加強磚造,49年8月6日,一層,一層,全筆移轉
RPTNMLNLPHJGFAU37EA,59,88.88,宿舍,鋼筋混凝土加強空心磚造,54年5月20日,一層,一層,全筆移轉
RPRNMLNLPHJGFAU07DA,6,53.34,集合住宅,鋼筋混凝土造,107年4月27日,十二層,二層 陽台,全筆移轉
RPRNMLNLPHJGFAU07DA,6,12.17,本共有部份之項目有防空避難室兼停車空間、機電設備、騎樓、Ｆ梯安全梯、一樓梯廳、一樓門廳、管委會使用空間、車道、Ｃ棟垃圾處理區等９項。,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPRNMLNLPHJGFAU07DA,6,16.49,共有部份,鋼筋混凝土造,107年4月27日,十二層,,持分移轉
RPSNMLNLPHJGFAU17DA,8,225.57,住家用,鋼筋混凝土造,105年4月19日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPQNMLPLPHJGFAU17DA,45,132.28,住家用,鋼筋混凝土加強磚造,68年7月14日,二層,一層 二層 屋頂突出物,全筆移轉
RPQNMLNLPHJGFAU07EA,50,167.32,車庫、宿舍,鋼筋混凝土加強磚造,63年4月3日,二層,一層 二層,全筆移轉
RPQNMLNLPHJGFAU07EA,59,111.60,宿舍,鋼筋混凝土加強磚造,54年5月20日,二層,一層 二層,全筆移轉
RPSNMLNLPHJGFAU27EA,57,61.26,宿舍,鋼筋混凝土加強磚造,56年2月21日,二層,一層 二層,全筆移轉
RPSNMLNLPHJGFAU27EA,57,61.26,宿舍,鋼筋混凝土加強磚造,56年2月21日,二層,一層 二層,全筆移轉
RPTNMLQLPHJGFCU77DA,36,211.42,住商用,鋼筋混凝土造,77年2月8日,二層,一層 二層 騎樓,全筆移轉
RPRNMLNLPHJGFAU17EA,46,247.44,修車庫,鐵架蓋鋁皮,67年3月28日,一層,一層,全筆移轉
RPRNMLNLPHJGFAU17EA,46,253.96,材料室,鋼筋混凝土加強磚造,67年2月23日,二層,一層 二層,全筆移轉
RPOOMLTLPHJGFAU47DA,13,177.52,住家用,鋼筋混凝土造,100年10月25日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPQOMLQLPHJGFAU37DA,36,69.46,住家用,鋼筋混凝土造,77年2月13日,二層,一層 二層 陽台,全筆移轉
RPSOMLPKPHJGFAU37DA,28,90.43,住家用,鋼筋混凝土造,85年2月5日,十二層,五層 陽台,全筆移轉
RPSOMLPKPHJGFAU37DA,28,15.12,共有部份,鋼筋混凝土造,85年2月5日,十二層,,持分移轉
RPSOMLPKPHJGFAU37DA,28,11.71,共有部份,鋼筋混凝土造,85年2月5日,十二層,,持分移轉
RPSOMLPKPHJGFAU37DA,28,14.30,停車空間,鋼筋混凝土造,85年2月5日,十二層,,持分移轉
RPQOMLTLPHJGFAU67DA,43,75.60,住家用,鋼筋混凝土加強磚造,70年10月24日,二層,一層 二層,全筆移轉
RPSNMLKMPHJGFAU96DA,30,159.36,住家用,鋼筋混凝土造,83年10月29日,三層,一層 二層 三層 陽台 屋頂突出物 見其他登記事項,全筆移轉
RPXNMLLJQHJGFAU37DA,5,26.44,集合住宅,鋼筋混凝土造,108年12月6日,五層,三層 陽台,全筆移轉
RPQNMLLJQHJGFCU86DA,27,254.32,農舍,鋼筋混凝土造,86年6月18日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPXNMLLJQHJGFAU37DA,5,15.94,共有部份,鋼筋混凝土造,108年12月6日,五層,,持分移轉
RPRNMLLJQHJGFAU76DA,47,107.20,住商用,鋼筋混凝土加強磚造,66年11月2日,二層,一層 二層 騎樓,全筆移轉
RPWPMLKMPHJGFAU57DA,,59.59,供特定人長期住宿之場所（集合住宅）,鋼筋混凝土造,113年2月7日,七層,四層 陽台,全筆移轉
RPWPMLKMPHJGFAU57DA,,30.15,共有部份,鋼筋混凝土造,113年2月7日,七層,,持分移轉
RPPNMLPJQHJGFAU96DA,26,67.55,住家用,鋼筋混凝土造,87年12月10日,五層,三層 陽台,全筆移轉
RPPNMLPJQHJGFAU96DA,26,15.21,共有部份,鋼筋混凝土造,87年12月10日,五層,,持分移轉
RPQNMLNJPHJGFAU76DA,52,45.85,住家用,木石磚造（磚石造）,,一層,一層,全筆移轉
RPOOMLLJQHJGFAU56DA,,17.69,住家用,蓋瓦木造,,一層,一層,全筆移轉
RPRNMLQJPHJGFCU37DA,,205.25,住家用,鋼筋混凝土造,113年1月15日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPXNMLPJQHJGFAU77DA,25,120.96,集合住宅,鋼筋混凝土造,88年4月14日,五層,三層 陽台 雨遮,全筆移轉
RPXNMLPJQHJGFAU77DA,25,12.91,共有部份,鋼筋混凝土造,88年4月14日,五層,,持分移轉
RPSNMLLJQHJGFCU07DA,42,133.96,住商用,鋼筋混凝土加強磚造,71年12月7日,二層,一層 二層 騎樓,全筆移轉
RPXNMLPJQHJGFAU77DA,25,8.26,共有部份,鋼筋混凝土造,88年4月14日,五層,,持分移轉
RPPPMLKMPHJGFAU86DA,22,37.09,商業用,鋼筋混凝土造,91年11月21日,十一層,一層,全筆移轉
RPPPMLKMPHJGFAU86DA,22,24.72,共有部份,鋼筋混凝土造,91年11月21日,十一層,,持分移轉
RPQNMLQJQHJGFAU17DA,1,263.16,住宅,鋼筋混凝土造,112年7月24日,四層,一層 二層 三層 四層 陽台 屋頂突出物,全筆移轉
RPXNMLQLQHJGFAU08DA,30,226.72,住家用,鋼筋混凝土造,83年4月13日,三層,一層 二層 三層 陽台 平台 見其他登記事項,全筆移轉
RPOOMLPJQHJGFAU96DA,17,254.41,住家用,鋼筋混凝土造,96年10月11日,五層,一層 二層 三層 四層 五層 陽台,全筆移轉
RPOOMLPJQHJGFAU96DA,17,32.92,共有部份,鋼筋混凝土造,96年10月11日,一層,,持分移轉
RPUNMLSJQHJGFAU77DA,,50.61,集合住宅,鋼筋混凝土造,113年2月16日,五層,二層 陽台,全筆移轉
RPUNMLSJQHJGFAU77DA,,23.79,共有部份,鋼筋混凝土造,113年2月16日,五層,,持分移轉
RPTOMLSJQHJGFAU77DA,27,156.59,住家用,鋼筋混凝土造,86年11月27日,五層,一層 二層 陽台 平台 夾層,全筆移轉
RPTOMLSJQHJGFAU77DA,27,19.50,共有部份,鋼筋混凝土造,86年11月27日,五層,,持分移轉
RPWPMLTLPHJGFAU38DA,41,97.84,住商用,鋼筋混凝土加強磚造,72年4月9日,二層,一層 二層 騎樓,全筆移轉
RPVNMLQJQHJGFAU67DA,48,77.66,住家用,鋼筋混凝土加強磚造,65年9月14日,二層,一層 二層,全筆移轉
RPTNMLQJQHJGFAU47DA,43,101.02,住商用,鋼筋混凝土加強磚造,70年4月9日,二層,一層 二層 騎樓,全筆移轉
RPWOMLNLPHJGFAU67DA,30,99.42,店鋪住宅、停車空間,鋼筋混凝土造,83年5月10日,三層,一層 二層 三層 陽台 平台 屋頂突出物 騎樓,持分移轉
RPUOMLSJQHJGFAU87DA,47,110.30,住商用,鋼筋混凝土加強磚造,66年8月31日,二層,一層 二層 騎樓,全筆移轉
RPSNMLPJPHJGFAU17DA,37,119.47,住家用,鋼筋混凝土造,76年6月20日,四層,二層 陽台,全筆移轉
RPSNMLPJPHJGFAU17DA,37,18.87,共有部份,鋼筋混凝土造,76年6月20日,四層,,持分移轉
RPUNMLSKPHJGFAU77DA,19,221.96,住家用,鋼筋混凝土造,94年7月5日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPTNMLRJQHJGFAU57DA,29,25.97,住家用,鋼筋混凝土造,84年11月15日,十二層,五層 花台,全筆移轉
RPTNMLRJQHJGFAU57DA,30,6.37,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPTNMLRJQHJGFAU57DA,30,8.30,共有部份,鋼筋混凝土造,83年11月15日,十二層,,持分移轉
RPSNMLQJQHJGFAU37DA,32,168.49,住家用,鋼筋混凝土造,81年5月30日,三層,一層 二層 三層 陽台,全筆移轉
RPSNMLMKQHJGFAU07DA,18,360.41,住家用,鋼筋混凝土造,95年7月21日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓,全筆移轉
RPPNMLTJQHJGFAU37DA,,164.49,住商用,鋼筋混凝土加強磚造,,三層,一層 二層 三層 騎樓,全筆移轉
RPUOMLMKQHJGFAU37DA,32,72.87,倉儲,鋼筋混凝土造,81年9月30日,八層,五層,全筆移轉
RPUOMLMKQHJGFAU37DA,32,16.85,共有部份,鋼筋混凝土造,81年9月30日,八層,,持分移轉
RPSPMLMKQHJGFAU27DA,40,99.40,住家用,鋼筋混凝土造,73年12月14日,二層,一層 二層,全筆移轉
RPWNMLTJQHJGFAU08DA,29,37.08,住家用,鋼筋混凝土造,84年12月6日,五層,二層 陽台,全筆移轉
RPWNMLTJQHJGFAU08DA,29,9.84,共有部份,鋼筋混凝土造,84年12月6日,五層,,持分移轉
RPTOMLRJQHJGFAU67DA,,64.07,集合住宅,鋼筋混凝土造,113年4月8日,七層,六層 陽台,全筆移轉
RPPOMLMKQHJGFAU86DA,40,66.91,住家用,鋼筋混凝土造,73年6月25日,五層,四層 陽台,全筆移轉
RPPOMLMKQHJGFAU86DA,40,6.00,共有部份,鋼筋混凝土造,73年6月25日,五層,,持分移轉
RPROMLMKQHJGFAU07DA,20,218.88,住商用,鋼筋混凝土造,93年10月20日,三層,一層 二層 三層 陽台 屋頂突出物 見其他登記事項,全筆移轉
RPPOMLMKQHJGFAU86DA,40,6.97,共有部份,鋼筋混凝土造,73年6月25日,五層,,持分移轉
RPTOMLRJQHJGFAU67DA,,35.80,共有部份,鋼筋混凝土造,113年4月8日,七層,,持分移轉
RPTOMLRJQHJGFAU67DA,,25.57,共有部分（停車空間）,鋼筋混凝土造,113年4月8日,七層,,持分移轉
RPOPMLMKQHJGFAU86DA,39,142.16,住家用,鋼筋混凝土造,74年12月11日,二層,一層 二層 屋頂突出物,全筆移轉
RPUPMLMKQHJGFAU47DA,44,67.76,住家用,鋼筋混凝土加強磚造,69年12月23日,二層,一層 二層,全筆移轉
RPQNMLRKPHJGFAU27DA,41,107.84,住商用,鋼筋混凝土造,72年10月26日,五層,一層 二層 騎樓,全筆移轉
RPQNMLRKPHJGFAU27DA,41,12.35,共有部份,鋼筋混凝土造,72年10月20日,五層,,持分移轉
RPRNMLMJQHJGFAU86DA,31,136.73,住家用,鋼筋混凝土造,82年10月29日,三層,一層 二層 三層 陽台,全筆移轉
RPRNMLTJQHJGFAU57DA,64,13.74,住家用,鋼筋混凝土加強磚造,49年7月1日,一層,一層,持分移轉
RPRNMLTJQHJGFAU57DA,,12.20,住家用,蓋瓦木造,,一層,一層,持分移轉
RPXNMLRJQHJGFAU97DA,27,76.05,住家用,鋼筋混凝土造,86年7月18日,十二層,五層 陽台,全筆移轉
RPXNMLRJQHJGFAU97DA,27,19.90,共有部份,鋼筋混凝土造,86年7月18日,十二層,,持分移轉
RPQNMLRJQHJGFAU27DA,1,87.13,集合住宅,鋼筋混凝土造,112年6月2日,七層,三層 陽台,全筆移轉
RPQNMLRJQHJGFAU27DA,1,28.53,共有部份,鋼筋混凝土造,112年6月2日,七層,,持分移轉
RPWNMLSKPHJGFAU97DA,50,90.73,醫院,木造,63年1月9日,一層,一層 騎樓,全筆移轉
RPWNMLSKPHJGFAU97DA,51,382.35,住家用,鋼筋水泥磚及木造,62年8月25日,四層,一層 二層 三層 四層 騎樓,全筆移轉
RPPOMLNKQHJGFAU96DA,25,120.96,住家用,鋼筋混凝土造,88年4月14日,五層,一層 陽台 雨遮,全筆移轉
RPPOMLNKQHJGFAU96DA,25,8.26,共有部份,鋼筋混凝土造,88年4月14日,五層,,持分移轉
RPVNMLNKQHJGFAU47DA,42,13.54,共有部份,鋼筋混凝土造,72年1月7日,五層,,持分移轉
RPVNMLNKQHJGFAU47DA,42,79.57,住家用,鋼筋混凝土造,72年1月7日,五層,一層,全筆移轉
RPPOMLRJQHJGFAU27DA,44,147.79,住工用,鋼筋混凝土造,69年3月5日,二層,一層 二層 防空避難室 騎樓,全筆移轉
RPROMLOKQHJGFAU27DA,45,131.58,住家用,鋼筋混凝土造,68年4月11日,四層,三層,全筆移轉
RPTPMLMKQHJGFAU37DA,5,55.66,集合住宅,鋼筋混凝土造,108年3月26日,七層,七層 陽台,全筆移轉
RPTPMLMKQHJGFAU37DA,5,21.72,本共有部分之項目有停車空間、機電設備空間、樓梯間、電梯間及升降設備機房等５項,鋼筋混凝土造,108年3月26日,七層,,持分移轉
RPVNMLPKQHJGFAU67DA,44,116.20,住商用,鋼筋混凝土加強磚造,69年1月7日,二層,一層 二層 騎樓 夾層,全筆移轉
RPQNMLOKQHJGFAU07DA,32,34.40,共有部份,鋼筋混凝土造,82年1月11日,六層,,持分移轉
RPQNMLOKQHJGFAU07DA,32,93.24,住家用,鋼筋混凝土造,82年1月11日,六層,三層 陽台 花台,全筆移轉
RPTNMLOKQHJGFAU37DA,3,40.59,集合住宅,鋼筋混凝土造,110年9月17日,七層,七層 陽台,全筆移轉
RPTNMLOKQHJGFAU37DA,3,17.94,共有部份,鋼筋混凝土造,110年9月17日,七層,,持分移轉
RPUOMLOKQHJGFAU57DA,39,107.65,住家用,鋼筋混凝土加強磚造,74年7月22日,二層,一層 二層,全筆移轉
RPOOMLQKQHJGFAU17DA,30,53.10,住家用,鋼筋混凝土造,83年11月17日,七層,五層 花台,全筆移轉
RPOOMLQKQHJGFAU17DA,30,17.58,共有部份,鋼筋混凝土造,83年11月17日,七層,,持分移轉
RPWNMLTKQHJGFAU18DA,25,113.78,住家用,鋼筋混凝土造,88年5月20日,五層,四層 五層 陽台 見其他登記事項,全筆移轉
RPWNMLTKQHJGFAU18DA,25,13.40,停車空間,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPWNMLTKQHJGFAU18DA,25,25.67,共有部份,鋼筋混凝土造,88年5月20日,五層,,持分移轉
RPQNMLQKQHJGFAU27DA,,80.19,集合住宅,鋼筋混凝土造,113年5月10日,五層,五層 陽台,全筆移轉
RPQNMLQKQHJGFAU27DA,,42.87,共有部份,鋼筋混凝土造,113年5月10日,五層,,持分移轉
RPPNMLRKQHJGFAU27DA,29,119.96,住家用,鋼筋混凝土造,84年3月17日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPQNMLKLQHJGFAU76DA,50,101.64,住家用,鋼筋混凝土加強磚造,63年3月6日,二層,一層 二層 騎樓,全筆移轉
RPPNMLTKQHJGFAU47DA,1,38.84,集合住宅,鋼筋混凝土造,112年12月29日,五層,五層 陽台,全筆移轉
RPPNMLTKQHJGFAU47DA,1,27.76,共有部份,鋼筋混凝土造,112年12月29日,五層,,持分移轉
RPOOMLTKQHJGFAU47DA,18,161.41,住家用,鋼筋混凝土造,95年10月23日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPVNMLTKQHJGFAU08DA,51,84.84,住家用,鋼筋混凝土加強磚造,62年1月25日,二層,一層 二層,全筆移轉
RPWNMLKLQHJGFAU37DA,43,107.30,住商用,鋼筋混凝土加強磚造,71年1月6日,二層,一層 二層 騎樓,全筆移轉
RPRPMLKMPHJGFAU07DA,,62.43,集合住宅,鋼筋混凝土造,113年5月3日,七層,三層 陽台,全筆移轉
RPRPMLKMPHJGFAU07DA,,20.42,共有部份,鋼筋混凝土造,113年5月3日,七層,,持分移轉
RPSOMLTKQHJGFAU87DA,1,65.04,集合住宅,鋼筋混凝土造,112年3月27日,五層,四層 陽台,全筆移轉
RPSOMLTKQHJGFAU87DA,2,26.33,共有部份,鋼筋混凝土造,111年1月14日,五層,,持分移轉
RPPNMLKLQHJGFAU66DA,26,90.67,住家用,鋼筋混凝土造,87年10月9日,五層,五層 陽台,全筆移轉
RPPNMLKLQHJGFAU66DA,26,14.34,共有部份,鋼筋混凝土造,87年10月9日,五層,,持分移轉
RPPNMLKLQHJGFAU66DA,26,.46,住家用,鋼筋混凝土造,87年10月9日,五層,一層 陽台,持分移轉
RPPNMLKLQHJGFAU66DA,26,.07,共有部份,鋼筋混凝土造,87年10月9日,五層,,持分移轉
RPPNMLKLQHJGFAU66DA,26,29.48,共有部份,鋼筋混凝土造,87年10月9日,五層,,持分移轉
RPPNMLKLQHJGFAU66DA,26,.14,共有部份,鋼筋混凝土造,87年10月9日,五層,,持分移轉
RPQOMLNLQHJGFAU17DA,43,100.05,住家用,鋼筋混凝土加強磚造,70年2月2日,二層,一層 二層,全筆移轉
RPQPMLKMPHJGFAU96DA,,68.31,集合住宅,鋼筋混凝土造,113年5月3日,七層,五層 陽台,全筆移轉
RPQPMLKMPHJGFAU96DA,,22.06,共有部份,鋼筋混凝土造,113年5月3日,七層,,持分移轉
RPUNMLRJQHJGFAU67DA,8,157.59,住家用,鋼筋混凝土造,105年12月20日,三層,一層 二層 三層 屋頂突出物,全筆移轉
RPQNMLTKPHJGFCU67DA,2,442.78,乾燥處理設施、碾米機房、廁所,鋼骨或鋼骨混合造,111年2月21日,一層,一層,全筆移轉
RPSNMLPKPHJGFCU47DA,39,155.32,住商用,鋼筋混凝土造,74年2月7日,二層,一層 二層 陽台 騎樓,全筆移轉
RPUOMLKMPHJGFAU27DA,,62.43,集合住宅,鋼筋混凝土造,113年5月3日,七層,五層 陽台,全筆移轉
RPXOMLKMPHJGFAU57DA,,68.31,集合住宅,鋼筋混凝土造,113年5月3日,七層,四層 陽台,全筆移轉
RPXOMLKMPHJGFAU57DA,,22.06,共有部份,鋼筋混凝土造,113年5月3日,七層,,持分移轉
RPUOMLKMPHJGFAU27DA,,20.42,共有部份,鋼筋混凝土造,113年5月3日,七層,,持分移轉
RPUOMLKMPHJGFAU27DA,,16.50,共有部份（停車空間）,鋼筋混凝土造,113年5月3日,七層,,持分移轉
