鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市球崙二路,26.44,住,,,1130525,土地1建物1車位1,五層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,109.38,1,2,2,有,無,10440000,96628,坡道平面,16.86,1500000,,RPPNMLSLNHJGFAU27DB,逸品,1棟5A號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉荳蘭三街,19.55,商,,,1130515,土地2建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.05,0,0,2,有,無,8400000,69592,坡道平面,29.9,1500000,本戶無隔間、無地磚，為全毛胚屋。,RPPNMLTLNHJGFAU37DB,吉安之星,A棟8F-2號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉荳蘭三街,30.57,商,,,1130515,土地2建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.27,0,0,2,有,無,12300000,69511,一樓平面,29.9,1500000,本戶無隔間、無地磚。毛胚屋；,RPRNMLTLNHJGFAU57DB,吉安之星,A棟8F-3號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉荳蘭三街,28.8,商,,,1130525,土地2建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.03,0,0,2,有,無,11100000,68647,升降平面,29.9,1000000,本戶無隔間、除衛浴外無地磚。,RPSNMLTLNHJGFAU67DB,吉安之星,B棟5F-5號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市菁華街4巷2弄1號旁,23.36,住,,,1130525,土地2建物1車位1,三層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,129.48,2,2,1,有,無,11400000,103271,其他,34.1,1550000,,RPTNMLTLNHJGFAU77DB,鳳羽春堤,A棟3號,
花蓮市,房地(土地+建物)+車位,花蓮縣吉安鄉太昌路106巷,26.16,住,,,1130518,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.74,2,2,1,有,無,6100000,87946,一樓平面,13.75,1000000,,RPPNMLKMNHJGFAU09CB,原登Ⅲ期,B棟3樓號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,,,1130524,土地1建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.95,2,2,2,有,無,10060000,87787,坡道平面,24.72,1700000,,RPPNMLLMNHJGFAU56CB,超綻,B棟2-03F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,,,1130527,土地1建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.23,2,2,2,有,無,8800000,92408,,0.0,0,,RPQNMLLMNHJGFAU66CB,超綻,B棟2-06F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1130523,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.09,2,2,1,有,無,9160000,96420,坡道平面,24.72,1700000,,RPRNMLLMNHJGFAU76CB,超綻,B棟5-07F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,11.27,商,,,1130512,土地1建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.52,2,2,2,有,無,8600000,87292,,0.0,0,,RPSNMLLMNHJGFAU86CB,超綻,C棟2-03F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,12.75,商,,,1130526,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.46,3,2,2,有,無,10050000,90167,,0.0,0,,RPTNMLLMNHJGFAU96CB,超綻,C棟7-05F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市介林五街,14.06,住,,,1130523,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,41.56,1,1,1,有,無,4000000,96246,,0.0,0,,RPVNMLLMNHJGFAU17CB,文雲硯,1棟3A號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富陽路,16.62,住,,,1130530,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,75.64,2,2,1,有,無,6730000,88974,,0.0,0,,RPPNMLNJOHJGFAU56CB,九富,1棟3A號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國盛二街201號,17.14,商,,,1130530,土地2建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.34,3,2,2,有,無,13980000,98319,坡道平面,31.44,1700000,,RPPNMLPJOHJGFAU76CB,晁邦灃禾,1棟D6號,
花蓮市,房地(土地+建物)+車位,花蓮縣吉安鄉福興二街,26.86,住,,,1130523,土地2建物1車位1,三層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,90.43,2,2,2,有,無,7000000,74987,一樓平面,13.75,1250000,,RPPNMLRJOHJGFAU96CB,福華苑,3A號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市球崙二路,26.35,住,,,1130529,土地1建物1車位1,四層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,108.98,1,2,2,有,無,10140000,91778,坡道平面,13.75,1400000,,RPPNMLLKOHJGFAU56DB,逸品,1棟4B號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕十街,28.54,住,,,1130602,土地1建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,129.1,2,2,1,有,無,10520000,93802,坡道平面,32.94,1500000,,RPQNMLMKOHJGFAU66CB,典藏拉菲爾,1棟6B號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕十街,29.6,住,,,1130608,土地1建物1車位1,五層,8,華廈(10層含以下有電梯),住家用,預力混凝土造,,132.68,2,2,2,有,無,10420000,89433,坡道平面,32.94,1500000,,RPRNMLMKOHJGFAU76CB,典藏拉菲爾,1棟5F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,9.12,商,,,1130606,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,66.43,2,2,1,有,無,7700000,115911,,0.0,0,,RPSNMLMKOHJGFAU86CB,?富,1棟8B號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街及吉祥六街,42.6,住,,,1130525,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,169.76,3,2,2,有,無,11990000,74393,坡道平面,24.72,1200000,,RPPNMLNKOHJGFAU66CB,天悅,B棟B2號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十四街,28.93,住,,,1130604,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,101.56,2,2,2,有,無,7000000,68925,,0.0,0,,RPQNMLNKOHJGFAU76CB,雙合苑一期,1棟D號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中正路二段300巷,24.14,,特定農業區,甲種建築用地,1130528,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,77.21,2,2,2,有,無,6040000,78228,,0.0,0,,RPPNMLSKOHJGFAU17CB,沐晨,1棟2-A號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中正路二段300巷,23.7,,特定農業區,甲種建築用地,1130604,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.2,2,2,2,有,無,7433000,90253,一樓平面,13.38,590000,,RPQNMLSKOHJGFAU27CB,沐晨,1棟7-A號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中正路二段300巷,23.7,,特定農業區,甲種建築用地,1130607,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.2,2,2,2,有,無,7633000,92891,一樓平面,13.38,590000,,RPSNMLSKOHJGFAU47CB,沐晨,1棟7-B號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,28.01,住,,,1130530,土地2建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.45,3,2,2,有,無,12420000,97871,坡道平面,39.94,1800000,,RPTNMLSKOHJGFAU57CB,天麗,A棟8F號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉昌一街205號隔壁,27.73,住,,,1130526,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.92,2,2,2,有,無,8480000,84391,一樓平面,13.84,1300000,,RPPNMLSKOHJGFAU27DB,磬揚合靜,A8棟3樓號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌一街205號隔壁,20.61,住,,,1130601,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,63.42,2,2,2,有,無,5480000,86408,,0.0,0,,RPQNMLSKOHJGFAU37DB,磬揚合靜,A5棟4樓號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛二街201號,10.85,商,,,1130618,土地2建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.09,2,2,2,有,無,8100000,102415,,0.0,0,,RPPNMLTKOHJGFAU27CB,晁邦灃禾,1棟E9號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,71.88,農,,,1130606,土地4建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,73.66,2,2,2,有,無,7350000,99783,,0.0,0,,RPPNMLKLOHJGFAU09CB,沐之森,B棟02號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,57.19,農,,,1130606,土地5建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,53.6,0,1,1,有,無,4800000,89552,,0.0,0,,RPQNMLKLOHJGFAU56CB,沐之森,A棟05號,
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉民生路,33.93,住,,,1130607,土地1建物1車位1,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.37,2,2,2,有,無,9500000,84027,坡道平面,13.75,541000,,RPRNMLKLOHJGFAU66CB,千悅藏馥二期B、C區,B棟02號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中正路315巷2弄,12.06,商,,,1130614,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.53,2,2,2,有,無,9600000,100846,坡道機械,9.26,900000,,RPSNMLKLOHJGFAU76CB,三上御景,C棟1號,
吉安鄉,房地(土地+建物),花蓮縣花蓮市和平路305巷,137.0,住,,,1130602,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,239.51,4,2,5,有,無,23000000,96029,,0.0,0,,RPTNMLKLOHJGFAU86CB,采岳首席,B棟1號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中正路315巷2弄,13.35,商,,,1130616,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.81,2,2,2,有,無,10900000,102564,坡道機械,9.26,1100000,,RPUNMLKLOHJGFAU96CB,三上御景,F棟1號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興一街,31.27,住,,,1130615,土地3建物1車位0,二層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,82.67,2,2,1,有,無,5300000,64110,,0.0,0,,RPVNMLKLOHJGFAU07CB,福興之星,E棟2E1號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉稻興一街,60.0,住,,,1130611,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,152.14,3,2,4,有,無,11800000,77560,,0.0,0,,RPPNMLKLOHJGFAU56DB,以樂家園9,B棟1號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉稻興一街,103.0,住,,,1130612,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,191.95,4,2,5,有,無,14200000,73978,,0.0,0,,RPQNMLKLOHJGFAU66DB,以樂家園9,A棟1號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉稻興一街,98.0,住,,,1130617,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,187.24,4,2,5,有,無,13900000,74236,,0.0,0,,RPRNMLKLOHJGFAU76DB,以樂家園9,A棟5號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉稻興一街,65.0,住,,,1130617,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,152.14,3,2,4,有,無,12500000,82161,,0.0,0,,RPSNMLKLOHJGFAU86DB,以樂家園9,B棟7號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,,,1130615,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.24,2,2,2,有,無,8670000,91033,,0.0,0,,RPPNMLNLOHJGFAU76CB,超綻,A棟2-05F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1130608,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.09,2,2,1,有,無,9200000,96937,坡道平面,24.72,1700000,,RPQNMLNLOHJGFAU86CB,超綻,A棟5-07F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1130615,土地1建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.95,2,2,1,有,無,7500000,97466,,0.0,0,,RPRNMLNLOHJGFAU96CB,超綻,B棟6-07F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,11.27,商,,,1130602,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.24,2,2,2,有,無,10500000,89322,坡道平面,24.72,1700000,,RPSNMLNLOHJGFAU07CB,超綻,C棟2-05F號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,75.32,農,,,1130614,土地5建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.78,2,2,2,有,無,8700000,84647,,0.0,0,,RPPNMLOLOHJGFAU86CB,沐之森,A棟03號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,10.08,商,,,1130606,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.24,2,2,2,有,無,8880000,100635,,0.0,0,,RPSNMLOLOHJGFAU17CB,超綻,B棟3-11F號,1140609全部解約
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十四街,26.49,住,,,1130605,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,92.97,2,2,2,有,無,6600000,70991,,0.0,0,,RPPNMLOLOHJGFAU96DB,雙合苑一期,1棟C號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市豐村,38.89,住,,,1130608,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,109.41,3,2,2,有,無,11450000,102969,一樓平面,13.75,1600000,,RPPNMLPLOHJGFAU96CB,沐谷上流,3E棟0號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市豐村,38.89,住,,,1130608,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,109.6,3,2,2,有,無,11450000,102765,一樓平面,13.75,1600000,,RPQNMLPLOHJGFAU07CB,沐谷上流,3F棟0號,
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村,29.56,住,,,1130616,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.28,2,2,2,有,無,7500000,88989,,0.0,0,,RPRNMLQLOHJGFAU27CB,沐谷上流,3樓C號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉太昌路106巷,15.81,住,,,1130613,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,44.34,1,0,1,有,無,3300000,74425,,0.0,0,,RPQNMLRLOHJGFAU27CB,祥睿御品Ⅱ,1棟2C號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國盛二街201號,13.59,商,,,1130624,土地2建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.49,3,2,2,有,無,11400000,96921,坡道平面,31.44,1800000,,RPPNMLLJPHJGFAU09CB,晁邦灃禾,1棟B10號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,73.2,農,,,1130621,土地5建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.01,2,2,2,有,無,8050000,82981,,0.0,0,,RPQNMLLJPHJGFAU56CB,沐之森,A棟08號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉太昌路106巷,15.81,住,,,1130614,土地1建物1車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,,44.34,1,1,1,有,無,3450000,77808,,0.0,0,,RPQNMLMJPHJGFAU66CB,祥睿御品Ⅱ,1棟C號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉太昌路106巷,26.35,住,,,1130614,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,77.87,3,1,1,有,無,6680000,84588,一樓平面,10.13,950000,,RPRNMLMJPHJGFAU76CB,祥睿御品Ⅱ,1棟A號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉太昌路428巷,24.25,,鄉村區,乙種建築用地,1130702,土地2建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,87.97,2,2,2,無,無,7000000,79573,,0.0,0,,RPRNMLNJPHJGFAU86CB,駿騰大展,1棟7樓A1號,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路,89.0,住,,,1130622,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,,195.7,3,2,4,有,無,16700000,85335,,0.0,0,,RPPNMLOJPHJGFAU76CB,千悅藏馥二期A區,A棟07號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉昌隆三街,26.68,住,,,1130622,土地1建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.88,2,2,1,有,無,8350000,86189,,0.0,0,,RPQNMLOJPHJGFAU86CB,欣悅敦峰,A棟05號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,75.64,農,,,1130620,土地4建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.43,2,2,2,有,無,7100000,87191,,0.0,0,,RPPNMLPJPHJGFAU86CB,沐之森,B棟03號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興四街,70.0,住,,,1130701,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,151.8,3,2,4,有,無,12000000,79051,,0.0,0,,RPPNMLPJPHJGFAU96DB,以樂家園12,A棟5號,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路,86.59,住,,,1130620,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,,195.7,3,2,4,有,無,16600000,84824,,0.0,0,,RPPNMLSJPHJGFAU17CB,千悅藏馥二期A區,A棟02號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,57.19,農,,,1130701,土地5建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,53.6,0,1,1,有,無,4850000,90485,,0.0,0,,RPQNMLSJPHJGFAU27CB,沐之森,A棟05號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌一街205號隔壁,20.61,住,,,1130619,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,63.42,2,2,2,有,無,5380000,84831,,0.0,0,,RPPNMLTJPHJGFAU37DB,磬揚合靜,A5棟3樓號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中正路二段300巷,23.7,,特定農業區,甲種建築用地,1130627,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.2,2,2,2,有,無,7333000,88934,一樓平面,13.38,590000,,RPPNMLKKPHJGFAU09CB,沐晨,1棟6-A號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中正路二段300巷,18.61,,特定農業區,甲種建築用地,1130706,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,59.53,2,2,1,有,無,4903000,82362,,0.0,0,,RPQNMLKKPHJGFAU56CB,沐晨,1棟4-C號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,10.68,商,,,1130615,土地1建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,94.06,2,2,2,有,無,9250000,98341,,0.0,0,,RPPNMLOKPHJGFAU86CB,超綻,C棟3-07F號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街及吉祥六街,47.96,住,,,1130629,土地1建物1車位2,一層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,210.76,4,2,3,有,無,17000000,88794,坡道平面,47.46,2500000,,RPQNMLPKPHJGFAU07CB,天悅,B棟B3號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東里二街與東里三街,31.98,住,,,1130627,土地2建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.25,2,2,2,有,無,7430000,74115,,0.0,0,,RPTNMLPKPHJGFAU37CB,卓越,1棟5G號,
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉民生路,41.24,住,,,1130621,土地1建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,144.62,3,2,2,有,無,11780000,86329,坡道平面,15.0,590000,,RPPNMLRKPHJGFAU17CB,千悅藏馥二期B、C區,B棟07號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,71.73,農,,,1130710,土地5建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.01,2,2,2,有,無,9500000,102140,,0.0,0,,RPQNMLRKPHJGFAU27CB,沐之森,A棟03號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市榮正街,21.27,住,,,1130717,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.62,2,1,2,有,無,9300000,89820,坡道平面,26.44,1200000,,RPSNMLSKPHJGFAU57CB,國風雲鼎,C棟7號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌一街205號隔壁,20.61,住,,,1130712,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,63.42,2,2,2,有,無,5660000,89246,,0.0,0,,RPPNMLSKPHJGFAU37DB,磬揚合靜,A5棟5樓號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,13.05,商,,,1130713,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.83,3,2,2,有,無,12170000,91754,坡道平面,24.72,1700000,,RPPNMLLLPHJGFAU66CB,超綻,A棟7-06F號,
