鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
花蓮市,房地(土地+建物),花蓮縣花蓮市榮正街５２號五樓之六,12.04,住,,,1130805,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830428,44.879999999999995,1,1,1,有,有,2350000,52362,,0.0,0,其他增建；,RPVOMLRJQHJGFAU87DA,30.6,0.0,5.41,有,0007
花蓮市,房地(土地+建物),花蓮縣花蓮市大同街９８巷７號,236.0,住,,,1130809,土地1建物1車位0,全,一層,透天厝,住家用,木造,,57.85,3,2,1,有,無,29300000,506482,,0.0,0,,RPPOMLTJQHJGFAU47DA,57.85,0.0,0.0,無,0008
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中興路１８０巷１８號,146.0,住,,,1130802,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830413,226.72,3,2,4,有,無,10000000,44107,,0.0,0,,RPXNMLQLQHJGFAU08DA,212.71,6.13,7.88,無,
富里鄉,土地,後湖段1350地號,5423.33,,山坡地保育區,農牧用地,1130812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,184,,0.0,0,,RPRNMLMLQHJGFCU27DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市中正路１１０巷５弄４號,31.3,住,,,1130812,土地1建物1車位0,一層，防空避難室,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701214,143.45999999999998,3,2,2,有,無,6580000,45866,,0.0,0,,RPOPMLMLQHJGFAU96DA,115.18,0.0,13.46,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５３號九樓之十七,3.34,商,,,1130806,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,34.04,1,0,1,有,有,2180000,64042,,0.0,0,其他增建；,RPWNMLNLQHJGFAU67DA,20.78,0.0,2.43,有,0009
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛一街７６號六樓之三,9.43,商,,,1130805,土地3建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090102,56.48,1,1,1,有,有,4500000,79674,,0.0,0,,RPQOMLQLQHJGFAU47DA,34.32,0.0,1.76,有,0010
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕六街２６號二樓之二,6.46,住,,,1130809,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810523,20.72,1,1,1,有,無,1300000,62741,,0.0,0,,RPOPMLQLQHJGFAU37DA,17.13,0.0,1.05,無,0011
瑞穗鄉,土地,興北段685-1地號,178.27,,特定農業區,甲種建築用地,1130808,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,250000,1402,,0.0,0,,RPPNMLQLQHJGFCU47DA,0.0,0.0,0.0,無,0012
鳳林鎮,土地,林榮段860地號,267.17,,鄉村區,乙種建築用地,1130823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,3743,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRLQHJGFBU57EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市德安三街１３號四樓之二,25.6,住,,,1130819,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121129,85.97,2,2,1,有,有,7600000,88403,,0.0,0,共有部分含停車位1個,RPRPMLLLQHJGFAU17DA,50.21,0.0,4.22,有,0013
花蓮市,土地,民勤段783地號,39.0,住,,,1130806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,30769,,0.0,0,,RPUNMLRLQHJGFAU87DA,0.0,0.0,0.0,無,
光復鄉,房地(土地+建物),花蓮縣光復鄉中正路二段６巷２２弄９號,98.54,,特定農業區,甲種建築用地,1130806,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0750915,120.12,4,1,1,有,無,2440000,20313,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPQNMLQLQHJGFBU47DA,109.12,5.5,5.5,無,
富里鄉,房地(土地+建物),花蓮縣富里鄉永安街１４８之４號,85.48,住,,,1130801,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0840724,113.87,3,2,2,有,無,5000000,43910,,0.0,0,頂樓加蓋；其他增建；,RPPNMLKLQHJGFCU86DA,108.13,0.0,5.74,無,0014
花蓮市,房地(土地+建物),花蓮縣花蓮市林森路２７３巷４９號,70.0,住,,,1130805,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0620530,100.8,4,2,2,有,無,6800000,67460,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPPOMLPJQHJGFAU07DA,100.8,0.0,0.0,無,
吉安鄉,土地,宜寧段601地號,181.67,都市：其他:道路用地,,,1130807,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,984700,5420,,0.0,0,包含公共設施保留地用地；,RPSOMLQKQHJGFAU57DA,0.0,0.0,0.0,無,0015
吉安鄉,房地(土地+建物),花蓮縣吉安鄉太昌路４１０之２號,144.78,,鄉村區,乙種建築用地,1130801,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1010509,249.49,4,3,4,有,無,17800000,71346,,0.0,0,其他增建；,RPRPMLTLQHJGFAU97DA,242.59,0.0,6.9,無,0016
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慶豐五街１２５巷６號,61.0,住,,,1130817,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0770213,69.46,2,2,2,有,無,7100000,102217,,0.0,0,其他增建；,RPSPMLTLQHJGFAU08DA,63.1,0.0,6.36,無,0017
萬榮鄉,土地,悅付南段1256地號,7379.1,,河川區,暫未編定,1130815,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,136,,0.0,0,,RPPNMLSLQHJGFBU57DA,0.0,0.0,0.0,無,
瑞穗鄉,土地,舞鶴東段511地號,441.79,,山坡地保育區,農牧用地,1130808,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,650000,1471,,0.0,0,,RPPNMLTLQHJGFCU77DA,0.0,0.0,0.0,無,0018
玉里鎮,土地,永良段331地號,148.38,,鄉村區,乙種建築用地,1130803,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,850000,5729,,0.0,0,,RPPNMLPKQHJGFCU37EA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中原路一段２４３號,90.6,住,,,1130801,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0870309,260.44,6,2,7,有,有,12500000,47996,,0.0,0,共有部分含車位,RPTNMLKMQHJGFAU17DA,211.24,6.39,12.0,無,0019
吉安鄉,土地,光華段二小段107-27地號,0.82,,工業區,丁種建築用地,1130823,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,67000,0,,0.0,0,因被鄰地佔用所以分割移轉,RPPOMLKMQHJGFAU86DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛一街７６號二樓之三,9.43,商,,,1130807,土地3建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090102,56.48,1,0,1,有,有,4550000,80559,,0.0,0,其他增建；,RPPOMLNLQHJGFAU07DA,34.32,0.0,1.76,有,0020
花蓮市,房地(土地+建物),花蓮縣花蓮市建國路二段８０８號,107.79,住,,,1130816,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,108.46,3,2,2,有,無,8800000,81136,,0.0,0,,RPQNMLLJRHJGFAU76DA,108.46,0.0,0.0,無,
新城鄉,房地(土地+建物),花蓮縣新城鄉康樂三街１０巷２４號,102.6,,鄉村區,乙種建築用地,1130814,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0700421,94.99,3,2,2,有,無,4540000,47795,,0.0,0,含傢俱設備費；其他增建；,RPPNMLNJRHJGFAU86DA,94.99,0.0,0.0,無,0021
花蓮市,土地,民心段136-17地號,66.0,住,,,1130827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,930000,14091,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLNJRHJGFAU37DA,0.0,0.0,0.0,無,
卓溪鄉,土地,太平段426地號,5280.0,,山坡地保育區,林業用地,1130820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,57,,0.0,0,,RPSNMLTLQHJGFCU08DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市林森路１９６巷２之５號,27.25,商,,,1130807,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711113,59.040000000000006,1,2,1,有,無,3980000,67412,,0.0,0,其他增建；,RPRNMLRLQHJGFAU57DA,50.52,0.0,0.0,無,0022
吉安鄉,土地,太昌段1494-9地號,727.0,農,,,1130816,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8030000,11045,,0.0,0,,RPSOMLTLQHJGFAU97DA,0.0,0.0,0.0,無,
吉安鄉,土地,太昌段1494-10地號,665.0,農,,,1130816,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6733500,10126,,0.0,0,,RPUOMLTLQHJGFAU18DA,0.0,0.0,0.0,無,
吉安鄉,土地,太昌段1494-11地號,790.0,農,,,1130816,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7170000,9076,,0.0,0,,RPWOMLTLQHJGFAU38DA,0.0,0.0,0.0,無,
吉安鄉,土地,太昌段1494地號,502.0,農,,,1130816,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3626500,7224,,0.0,0,,RPXOMLTLQHJGFAU48DA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉華工六路６２巷６３號,76.75,,工業區,丁種建築用地,1130803,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0871007,160.2,5,2,2,有,無,7230000,45131,,0.0,0,其他增建；,RPSNMLMJRHJGFAU07DA,139.08,7.04,14.08,無,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉自強路８３號,28.33,住,,,1130814,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0650401,39.81,3,2,3,有,無,3166600,79543,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLMJRHJGFAU37DA,39.81,0.0,0.0,無,0023
吉安鄉,房地(土地+建物),花蓮縣吉安鄉自強路８３號,28.33,住,,,1130814,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0650401,39.81,3,2,3,有,無,3666600,92102,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUPMLMJRHJGFAU47DA,39.81,0.0,0.0,無,0023
花蓮市,房地(土地+建物),花蓮縣花蓮市鎮國街３１號,171.0,商,,,1130827,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,,281.78,4,2,6,有,無,22500000,79850,,0.0,0,,RPROMLNJRHJGFAU17DA,281.78,0.0,0.0,無,
吉安鄉,土地,仁義段5-3地號,68.36,都市：其他:道路用地,,,1130828,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,466000,6817,,0.0,0,包含公共設施保留地用地；,RPUPMLNJRHJGFAU57DA,0.0,0.0,0.0,無,0025
吉安鄉,房地(土地+建物),花蓮縣吉安鄉北昌一街１５巷１１１之７號,113.34,住,,,1130819,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1110824,327.18,3,3,4,有,無,23000000,70298,,0.0,0,,RPRNMLOJRHJGFAU17DA,289.83,0.0,37.35,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市中山路５７１巷３１之１號三樓之一,30.39,住,,,1130808,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130201,104.94999999999999,2,2,2,有,有,7320000,69747,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLOJRHJGFAU47DA,63.68,0.0,6.56,有,0026
花蓮市,房地(土地+建物),花蓮縣花蓮市開興路２號,86.0,住,,,1130810,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0961211,201.57,5,2,4,有,無,15200000,75408,,0.0,0,其他增建；,RPWNMLOJRHJGFAU67DA,173.97,4.76,22.84,無,0027
光復鄉,土地,大安段1604-15地號,136.5,住,,,1130821,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2064500,15125,,0.0,0,畸零地或有合併使用效益；,RPQNMLTLQHJGFBU77DA,0.0,0.0,0.0,無,0028
玉里鎮,土地,玉璞段1839-1地號,37.0,住,,,1130827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,750200,20276,,0.0,0,未實際參與立約，依雙方提供私契辦理登錄。總面積為37平方公尺其中6平方公尺與鄰地玉璞段1835-1地號義務人交換並不計價.,RPRNMLMJRHJGFCU17DA,0.0,0.0,0.0,無,
吉安鄉,土地,仁廉段888地號,93.0,都市：其他:道路用地,,,1130820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,250000,2688,,0.0,0,包含公共設施保留地用地；,RPWQMLNJRHJGFAU87DA,0.0,0.0,0.0,無,
玉里鎮,土地,宮前段1262地號,9980.91,,山坡地保育區,農牧用地,1130806,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,601,,0.0,0,玉里鎮宮前段12621299地號,RPPNMLMJRHJGFCU96DA,0.0,0.0,0.0,無,0029
花蓮市,房地(土地+建物),花蓮縣花蓮市化道路１７４巷１５號,191.0,住,,,1130806,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0761008,158.98,6,2,3,有,無,16000000,100642,,0.0,0,含傢俱設備費；其他增建；,RPTOMLNJRHJGFAU37DA,154.48,0.0,4.5,無,
鳳林鎮,房地(土地+建物),花蓮縣鳳林鎮中和路２００號,93.0,住,,,1130812,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0551215,90.21,4,1,1,有,無,1281900,14210,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNJRHJGFBU96DA,90.21,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市北昌一街９７巷９號三樓,45.37,住,,,1130814,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720910,85.31,3,2,2,有,有,3850000,45130,,0.0,0,其他增建；,RPSNMLLLQHJGFAU07DA,78.28,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市東興一街１３３巷１號,100.0,住,,,1130804,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0941109,205.66,6,2,5,有,無,15500000,75367,,0.0,0,其他增建；,RPXOMLQLQHJGFAU18DA,184.45,0.0,21.21,無,
秀林鄉,土地,德布克段488地號,1008.17,農,,,1130816,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2250000,2232,,0.0,0,未登記建物；農作物；農業設施；,RPVNMLRLQHJGFAU97DA,0.0,0.0,0.0,無,
新城鄉,土地,嘉新段433地號,53.0,農,,,1130812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3380000,63774,,0.0,0,未登記建物；,RPXNMLOJRHJGFAU77DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市信義街３６之５號四樓,20.67,商,,,1130830,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710311,97.23,2,2,2,有,無,5500000,56567,,0.0,0,,RPSNMLPJRHJGFAU37DA,74.56,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛四街５３號五樓之八,15.02,住,,,1130824,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830831,93.84,2,1,1,有,有,4800000,51151,,0.0,0,其他增建；,RPPOMLQJRHJGFAU27DA,51.9,0.36,11.65,有,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮城南十街３７號,117.0,住,,,1130812,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1030606,244.69,8,0,8,有,無,12000000,49042,,0.0,0,,RPSNMLMJRHJGFCU27DA,219.58,0.0,25.11,無,
玉里鎮,土地,禹北段168地號,2161.82,,一般農業區,農牧用地,1130813,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2380000,1101,,0.0,0,畸零地或有合併使用效益；,RPTNMLNJRHJGFCU47DA,0.0,0.0,0.0,無,
卓溪鄉,土地,崙布山段658地號,10346.74,,山坡地保育區,林業用地,1130830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,48,,0.0,0,,RPPNMLPJRHJGFCU37EA,0.0,0.0,0.0,無,
瑞穗鄉,土地,青山段695地號,4619.76,,特定農業區,農牧用地,1130828,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,649,,0.0,0,,RPQNMLPJRHJGFCU47EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街１９１號五樓之三,5.46,商,,,1130702,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761117,36.58,1,1,1,有,有,1500000,41006,,0.0,0,,RPPOMLSJPHJGFAU27DA,27.64,0.0,0.0,有,
玉里鎮,土地,高寮段1585地號,2078.84,,一般農業區,農牧用地,1130701,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,337,,0.0,0,無道路可通行,RPPNMLSJPHJGFCU47EA,0.0,0.0,0.0,無,
瑞穗鄉,土地,掃叭頂段100地號,94.34,,鄉村區,乙種建築用地,1130703,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,310000,3286,,0.0,0,土地增值稅由權利人（買方）負擔。土地增值稅:70499元.,RPPNMLPJPHJGFCU07DA,0.0,0.0,0.0,無,
吉安鄉,土地,稻園段77地號,257.08,農,,,1130705,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1250000,4862,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKPHJGFAU07EA,0.0,0.0,0.0,無,
玉里鎮,土地,玉城段1237-7地號,9.0,住,,,1130702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,326700,36300,,0.0,0,畸零地或有合併使用效益；,RPPNMLKKPHJGFCU76EA,0.0,0.0,0.0,無,
花蓮市,土地,林森段303地號,37.0,住,,,1130705,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2800000,75676,,0.0,0,,RPROMLLKPHJGFAU86DA,0.0,0.0,0.0,無,
萬榮鄉,土地,支亞干段1151-1地號,77.85,,鄉村區,乙種建築用地,1130704,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,2569,,0.0,0,,RPPNMLMKPHJGFBU86EA,0.0,0.0,0.0,無,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮中山路二段１１０號,131.0,商,,,1130701,土地1建物1車位0,全,一層,透天厝,商業用,木石磚造（雜木以外）,,37.7,5,1,1,有,無,8400000,222812,,0.0,0,,RPTNMLPKPHJGFCU57DA,37.7,0.0,0.0,無,
富里鄉,土地,埔頭段316地號,2165.0,,特定農業區,農牧用地,1130707,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2160000,998,,0.0,0,,RPPNMLQKPHJGFCU27DA,0.0,0.0,0.0,無,0030
吉安鄉,土地,太昌段2060-15地號,268.0,農,,,1130701,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,7463,,0.0,0,,RPWNMLQKPHJGFAU77DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５３號五樓之七,2.84,商,,,1130708,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,29.34,1,1,1,有,有,2000000,68166,,0.0,0,,RPUOMLRKPHJGFAU77DA,16.9,0.0,3.19,有,0031
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛四街１１６號四樓之十,6.59,住,,,1130712,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840919,35.31,1,1,1,有,無,1500000,42481,,0.0,0,,RPVNMLRKPHJGFAU77DA,19.17,0.88,5.2,有,
壽豐鄉,土地,壽農段1820地號,179.98,,鄉村區,乙種建築用地,1130706,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4457600,24767,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLTKPHJGFAU08DA,0.0,0.0,0.0,無,
花蓮市,土地,主商段464地號,103.0,商,,,1130718,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10905125,105875,,0.0,0,政府機關標讓售；,RPPNMLMLPHJGFAU86EA,0.0,0.0,0.0,無,
瑞穗鄉,土地,瑞新段57地號,51.0,住,,,1130716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,670000,13137,,0.0,0,特殊交易：占用鄰地未登記建物；,RPPNMLSKPHJGFCU57EA,0.0,0.0,0.0,無,
瑞穗鄉,土地,源南段244-2地號,208.6,,一般農業區,農牧用地,1130703,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,185000,887,,0.0,0,,RPQNMLSKPHJGFCU67EA,0.0,0.0,0.0,無,
